idx,seed,dataset,accuracy_fp32,accuracy_esp,key,espdl_size_bytes,torch_size_bytes
763,888,cifar10,75.55,18.68,200,242080,781395
931,888,cifar10,62.55,15.64,200,182640,548426
1296,888,cifar10,73.62,30.27,200,174976,531096
113,888,cifar10,87.09,71.13,0,222368,750581
752,888,cifar10,92.7,15.45,200,573008,2272401
698,888,cifar10,92.55,91.86,200,723760,2922987
1184,888,cifar10,70.09,16.29,200,161968,622592
1206,888,cifar10,87.12,61.75,200,213968,754595
842,888,cifar10,92.25,91.87,200,436848,1593687
1308,888,cifar10,80.41,36.87,200,232608,754659
390,888,cifar10,75.57,63.03,200,187904,553554
774,888,cifar10,91.49,90.28,200,718112,2922731
313,888,cifar10,75.74,63.43,200,180112,578096
280,888,cifar10,79.57,33.54,200,230304,755363
369,888,cifar10,90.7,89.52,200,723312,2723217
665,888,cifar10,91.76,91.59,200,444544,1612085
529,888,cifar10,90.03,35.2,200,264624,961109
830,888,cifar10,78.91,42.84,200,424592,1629901
1116,888,cifar10,75.27,26.89,200,444896,1621475
956,888,cifar10,89.09,88.62,200,244176,783619
687,888,cifar10,85.49,75.09,200,216976,792619
124,888,cifar10,92.12,92.0,0,461024,1817237
708,888,cifar10,92.84,92.86,200,1002816,3994193
44,888,cifar10,79.06,66.0,0,240816,771049
481,888,cifar10,86.71,58.61,200,256928,998091
195,888,cifar10,89.92,89.74,0,435936,1617525
720,888,cifar10,91.79,23.29,200,1019776,4000849
1220,888,cifar10,92.04,91.89,200,449840,1628067
1276,888,cifar10,80.13,45.14,200,227792,803543
421,888,cifar10,91.54,91.41,200,442960,1617525
1230,888,cifar10,78.87,50.45,200,436576,1670359
1334,888,cifar10,89.25,85.81,200,271008,1009093
564,888,cifar10,87.28,69.04,200,448112,1833837
88,888,cifar10,88.59,9.74,0,323920,1183537
492,888,cifar10,92.2,92.01,200,697456,2677397
864,888,cifar10,86.96,84.34,200,262896,985843
1411,888,cifar10,79.83,12.01,200,426256,1656720
786,888,cifar10,88.61,77.98,200,248832,781715
675,888,cifar10,65.7,16.21,200,202544,601550
1095,888,cifar10,90.1,88.87,200,315920,997995
633,888,cifar10,86.7,10.0,200,306528,991795
732,888,cifar10,93.52,93.29,200,1030432,4240551
1355,888,cifar10,86.56,60.08,200,471952,1862462
259,888,cifar10,89.15,86.01,200,506864,1844329
899,888,cifar10,75.52,64.4,200,448320,1650947
302,888,cifar10,83.54,45.31,200,240192,796515
552,888,cifar10,10.0,10.0,200,495120,1835413
909,888,cifar10,90.04,87.8,200,494400,1843453
134,888,cifar10,90.31,87.37,0,332368,1209457
1401,888,cifar10,84.62,80.79,200,499248,1869381
357,888,cifar10,87.02,76.52,200,451136,1856011
597,888,cifar10,91.29,90.76,200,498240,1845939
576,888,cifar10,87.58,68.18,200,371936,1414993
1378,888,cifar10,91.43,91.29,200,520256,1851755
446,888,cifar10,93.09,92.53,200,554592,2267467
1366,888,cifar10,91.83,92.07,200,737744,2711979
400,888,cifar10,92.28,92.22,200,737072,2707571
324,888,cifar10,82.48,10.0,200,285920,1027759
504,888,cifar10,90.22,88.01,200,485104,1880809
999,888,cifar10,91.46,90.07,200,531040,2072307
1073,888,cifar10,93.0,92.72,200,750848,2909785
31,888,cifar10,91.05,89.19,0,478464,1859037
989,888,cifar10,85.28,47.03,200,472976,1885487
1137,888,cifar10,90.28,88.41,200,504400,2092294
819,888,cifar10,91.02,89.99,200,523248,2087561
1059,888,cifar10,93.4,93.25,200,516608,2074419
1159,888,cifar10,87.53,71.4,200,672320,2722238
541,888,cifar10,93.73,93.63,200,734672,3127691
1241,888,cifar10,89.85,29.93,200,491120,1868357
979,888,cifar10,90.95,91.09,200,729936,2715645
270,888,cifar10,87.96,85.33,200,498128,1884713
20,888,cifar10,89.97,67.78,0,709408,2718237
1427,888,cifar10,91.45,88.2,200,564528,2298228
753,888,cifar10,84.15,83.25,200,211680,727575
169,888,cifar10,88.46,84.57,0,494144,1887855
1286,888,cifar10,88.49,84.6,200,746944,2736133
516,888,cifar10,85.97,73.68,200,696976,2741609
249,888,cifar10,92.43,92.22,0,552720,2075249
336,888,cifar10,91.1,88.39,200,744912,2927985
1105,888,cifar10,93.14,93.1,200,793696,2941811
1084,888,cifar10,93.53,93.43,200,792496,3140833
889,888,cifar10,91.21,90.09,200,759152,2931059
943,888,cifar10,86.6,10.0,200,766512,2938355
1345,888,cifar10,91.79,90.2,200,549232,2099661
469,888,cifar10,92.42,90.92,200,536848,2093327
1254,888,cifar10,90.99,90.27,200,544432,2099533
1046,888,cifar10,93.11,93.12,200,749184,2940595
1034,888,cifar10,92.56,92.15,200,824016,3146593
1010,888,cifar10,92.91,92.6,200,983232,4000801
10,888,cifar10,10.0,10.0,0,969920,3773453
1126,888,cifar10,90.99,89.35,200,738832,2959693
1389,888,cifar10,91.05,89.19,200,740000,2977376
158,888,cifar10,92.74,91.94,0,785584,3157551
238,888,cifar10,92.17,91.39,0,764272,2953103
586,888,cifar10,93.1,92.87,200,798864,3157231
67,888,cifar10,93.36,93.25,0,1024096,4211972
609,888,cifar10,93.36,93.05,200,971760,4011753
147,888,cifar10,93.15,92.64,0,995344,4010409
411,888,cifar10,92.96,92.89,200,1033600,4222607
655,888,cifar10,94.03,93.91,200,1227808,4854289
852,888,cifar10,93.2,93.16,200,1035136,4222159
808,888,cifar10,92.34,91.79,200,781392,3174535
777,888,cifar10,86.98,86.69,200,432880,1642771
957,888,cifar10,68.88,22.65,200,166064,523982
1149,888,cifar10,92.42,92.2,200,1013632,4024955
206,888,cifar10,91.82,91.63,0,402080,1587095
370,888,cifar10,92.49,92.39,200,554608,2046163
709,888,cifar10,89.67,31.83,200,516896,2044691
1221,888,cifar10,62.86,10.0,200,188416,548914
45,888,cifar10,89.24,88.67,0,204688,729829
699,888,cifar10,94.08,94.11,200,791680,3133329
1309,888,cifar10,86.75,57.52,200,235440,779005
381,888,cifar10,91.0,90.49,200,806080,3157615
932,888,cifar10,92.18,91.45,200,485536,1843517
1207,888,cifar10,92.07,50.68,200,500224,1826897
743,888,cifar10,81.81,77.17,200,228736,782611
721,888,cifar10,92.86,92.64,200,747904,2905875
260,888,cifar10,86.25,73.06,200,208432,765213
1231,888,cifar10,73.56,17.94,200,234112,779005
733,888,cifar10,93.1,93.18,200,534464,2068401
125,888,cifar10,90.1,87.27,0,288016,981363
1297,888,cifar10,92.23,91.35,200,724992,2928044
879,888,cifar10,10.0,10.0,200,440944,1630709
347,888,cifar10,88.61,17.92,200,525296,2067889
493,888,cifar10,89.77,89.14,200,294576,979827
114,888,cifar10,89.87,89.45,0,695072,2706611
1412,888,cifar10,84.66,69.88,200,227984,803543
530,888,cifar10,72.82,16.81,200,448160,1641043
900,888,cifar10,87.97,10.0,200,272768,982269
89,888,cifar10,91.93,91.36,0,469936,1835909
196,888,cifar10,86.52,86.21,0,489440,1829717
314,888,cifar10,92.18,52.61,200,762304,2906387
219,888,cifar10,93.19,93.18,0,513680,1830037
865,888,cifar10,89.16,86.49,200,280944,986483
799,888,cifar10,82.33,26.61,200,246592,798961
358,888,cifar10,92.2,91.91,200,767776,2935473
423,888,cifar10,84.97,55.52,200,266928,1021609
482,888,cifar10,88.16,86.05,200,525696,1853235
32,888,cifar10,92.4,92.16,0,484224,1811353
505,888,cifar10,90.09,31.82,200,307920,1183827
621,888,cifar10,91.56,89.58,200,560416,2291241
890,888,cifar10,88.75,87.31,200,284176,958145
1117,888,cifar10,89.4,10.97,200,588000,2280801
401,888,cifar10,87.65,79.49,200,446672,1832749
303,888,cifar10,89.54,87.52,200,315488,1204975
1185,888,cifar10,91.29,12.51,200,813488,3147233
565,888,cifar10,91.66,89.54,200,695024,2700595
755,888,cifar10,90.48,83.65,200,713152,2748783
337,888,cifar10,88.56,88.04,200,463744,1809487
101,888,cifar10,88.44,87.72,0,447744,1809167
229,888,cifar10,86.11,81.35,0,234048,782611
676,888,cifar10,85.25,83.11,200,562304,2074033
787,888,cifar10,92.16,91.48,200,527488,2068337
1,888,cifar10,93.63,93.09,0,928960,3768065
1085,888,cifar10,75.55,15.7,200,441040,1621091
292,888,cifar10,91.13,89.8,200,536880,2088943
553,888,cifar10,86.47,60.03,200,459632,1880873
1323,888,cifar10,10.0,10.0,200,277712,997995
79,888,cifar10,92.26,59.02,0,495584,1814085
1106,888,cifar10,86.67,47.95,200,224512,779005
447,888,cifar10,88.63,85.28,200,473248,1642643
1367,888,cifar10,91.94,91.72,200,755552,2917337
666,888,cifar10,92.45,26.12,200,832960,3362703
1000,888,cifar10,93.28,93.2,200,733376,2910553
1356,888,cifar10,92.63,55.25,200,770656,2917465
271,888,cifar10,85.54,42.71,200,460400,1656931
1060,888,cifar10,90.49,89.14,200,337104,1214643
371,888,cifar10,91.04,88.96,200,450928,1641811
843,888,cifar10,92.21,91.54,200,1012176,4018287
968,888,cifar10,89.19,21.1,200,542544,2053687
391,888,cifar10,92.01,91.52,200,1187344,4871913
765,888,cifar10,88.38,82.16,200,434656,1611893
933,888,cifar10,10.0,10.0,200,140544,519442
250,888,cifar10,93.88,93.69,0,715920,2683221
990,888,cifar10,92.25,91.99,200,559760,2277549
710,888,cifar10,84.89,81.4,200,477984,1846643
599,888,cifar10,87.12,55.22,200,676656,2741033
325,888,cifar10,91.34,91.24,200,723328,2706995
1287,888,cifar10,92.87,92.52,200,730064,2903762
1127,888,cifar10,91.89,91.83,200,488288,1826961
1379,888,cifar10,90.28,89.55,200,386896,1444795
170,888,cifar10,88.96,88.54,0,296464,993651
645,888,cifar10,93.09,92.94,200,752256,2911443
57,888,cifar10,76.18,62.53,0,466656,1662411
1035,888,cifar10,92.81,92.61,200,501168,1844587
778,888,cifar10,92.19,32.86,200,988688,3771923
1402,888,cifar10,91.87,91.04,200,590944,2305211
922,888,cifar10,84.76,25.87,200,269216,1049131
437,888,cifar10,75.9,59.78,200,716368,2707187
21,888,cifar10,92.1,91.9,0,539216,2053005
1074,888,cifar10,90.88,37.94,200,741840,2934451
1391,888,cifar10,91.89,91.68,200,482352,1844843
68,888,cifar10,91.87,91.23,0,486960,1838853
470,888,cifar10,91.89,91.41,200,565520,2075953
910,888,cifar10,93.54,93.46,200,970768,3798515
1023,888,cifar10,92.77,35.33,200,1019520,4001185
1335,888,cifar10,93.24,93.1,200,1017664,4248892
734,888,cifar10,86.47,82.79,200,234080,783635
148,888,cifar10,92.07,91.89,0,534448,2052371
833,888,cifar10,92.16,91.86,200,525328,2045907
382,888,cifar10,92.59,92.43,200,755680,2935921
1255,888,cifar10,93.02,92.88,200,745568,2916377
458,888,cifar10,92.4,91.43,200,817024,3157807
610,888,cifar10,92.18,91.38,200,712800,2701043
820,888,cifar10,90.64,82.41,200,938224,3806665
1175,888,cifar10,91.4,90.2,200,500432,1869381
854,888,cifar10,90.92,68.91,200,497760,1845811
587,888,cifar10,93.85,93.52,200,716704,2922795
722,888,cifar10,93.81,93.65,200,986752,3987467
359,888,cifar10,88.38,86.72,200,308448,987507
1311,888,cifar10,80.1,26.77,200,243280,803671
980,888,cifar10,91.26,87.65,200,734496,2974821
901,888,cifar10,80.87,48.7,200,161376,530638
136,888,cifar10,92.07,91.76,0,1204144,4894279
348,888,cifar10,86.23,81.89,200,497216,1863953
958,888,cifar10,92.58,92.11,200,565184,2071859
809,888,cifar10,90.95,89.22,200,548960,2068593
1011,888,cifar10,92.17,47.89,200,548976,2099341
1150,888,cifar10,90.01,87.47,200,519040,2092486
656,888,cifar10,90.55,90.66,200,507264,1870673
542,888,cifar10,93.62,93.17,200,1029888,4239399
1097,888,cifar10,87.27,75.51,200,199632,747612
944,888,cifar10,92.42,91.94,200,978352,3817903
1346,888,cifar10,93.8,93.72,200,1237824,5084578
1209,888,cifar10,88.82,22.64,200,310240,1214387
207,888,cifar10,91.93,91.38,0,745248,2946505
744,888,cifar10,90.7,88.97,200,693728,2699955
1222,888,cifar10,84.91,65.84,200,673248,2746456
635,888,cifar10,75.96,63.79,200,181184,560274
11,888,cifar10,91.77,91.25,0,974368,3807185
412,888,cifar10,92.34,91.63,200,972400,4011113
1107,888,cifar10,75.63,57.99,200,175072,537752
1243,888,cifar10,89.33,89.03,200,247280,960017
494,888,cifar10,78.68,70.53,200,252896,806193
126,888,cifar10,84.58,14.86,0,255584,1021673
1232,888,cifar10,75.72,63.76,200,501392,1851307
1298,888,cifar10,91.97,22.07,200,512192,1851755
756,888,cifar10,90.09,88.32,200,338528,1454599
338,888,cifar10,90.4,89.91,200,269728,956309
115,888,cifar10,90.36,82.45,0,455888,1642707
533,888,cifar10,88.26,17.96,200,254912,996747
711,888,cifar10,89.63,89.11,200,215984,734231
58,888,cifar10,63.4,13.29,0,182624,544690
766,888,cifar10,91.01,34.98,200,574960,2273489
197,888,cifar10,91.27,89.78,0,495968,1846131
483,888,cifar10,89.67,85.54,200,491552,1840499
1118,888,cifar10,76.18,65.17,200,453504,1628067
315,888,cifar10,86.71,84.55,200,492992,1871057
90,888,cifar10,90.32,84.29,0,349568,1426840
283,888,cifar10,92.26,92.33,200,494144,2034921
800,888,cifar10,91.77,90.94,200,532896,2068721
220,888,cifar10,87.23,64.86,0,666160,2718411
1001,888,cifar10,89.48,85.64,200,221344,779005
677,888,cifar10,75.61,63.07,200,457120,1632949
622,888,cifar10,92.41,92.06,200,530496,2051219
304,888,cifar10,88.53,87.78,200,453968,1640419
880,888,cifar10,90.03,86.26,200,555200,2093391
1357,888,cifar10,90.65,90.5,200,304624,1189977
1413,888,cifar10,92.5,92.62,200,771744,3141025
272,888,cifar10,90.96,88.92,200,454848,1633763
424,888,cifar10,88.34,88.16,200,498912,1853683
566,888,cifar10,84.93,54.54,200,249632,1022377
866,888,cifar10,92.06,91.96,200,744928,2928561
555,888,cifar10,90.08,87.3,200,494304,1840563
33,888,cifar10,91.91,91.66,0,525584,2063919
1312,888,cifar10,79.79,62.93,200,146352,548914
506,888,cifar10,92.88,92.86,200,572432,2273425
402,888,cifar10,91.71,91.33,200,529152,2289129
438,888,cifar10,91.1,89.23,200,445904,1612149
701,888,cifar10,88.64,8.25,200,769680,2918867
1128,888,cifar10,91.57,90.11,200,462496,1645821
251,888,cifar10,86.45,83.77,0,427280,1652843
788,888,cifar10,85.24,80.52,200,692976,2706419
518,888,cifar10,92.32,91.9,200,536544,2043731
80,888,cifar10,92.24,92.15,0,554496,2048177
667,888,cifar10,91.19,90.59,200,501488,2062827
1403,888,cifar10,88.31,88.14,200,233184,779069
723,888,cifar10,61.43,10.0,200,182688,546898
1140,888,cifar10,86.67,11.34,200,450704,1621411
160,888,cifar10,86.53,63.59,0,453792,1634003
1288,888,cifar10,91.77,67.93,200,706416,2680273
392,888,cifar10,92.54,57.65,200,539088,2045331
1369,888,cifar10,87.3,63.35,200,473024,1887000
646,888,cifar10,87.32,67.37,200,440176,1634067
448,888,cifar10,92.21,91.9,200,719296,2707123
103,888,cifar10,92.58,92.26,0,748096,2928817
230,888,cifar10,89.49,13.03,0,617968,2501135
383,888,cifar10,88.08,86.78,200,709936,2730641
745,888,cifar10,73.42,37.36,200,158432,552402
735,888,cifar10,90.81,90.31,200,304496,1182803
1186,888,cifar10,91.02,86.37,200,732864,2952582
844,888,cifar10,93.92,93.63,200,744992,2904787
1429,888,cifar10,91.96,91.74,200,504048,1827025
1278,888,cifar10,88.55,87.15,200,489952,1851307
1392,888,cifar10,91.03,51.82,200,500400,1844779
911,888,cifar10,90.95,88.59,200,471776,1860915
2,888,cifar10,85.56,46.31,0,699248,2755057
69,888,cifar10,93.63,93.4,0,725920,2686981
1048,888,cifar10,90.32,87.5,200,518448,2092486
970,888,cifar10,86.48,85.94,200,745504,2915127
923,888,cifar10,92.16,91.2,200,716464,2702845
1075,888,cifar10,89.82,88.56,200,316736,1213811
1336,888,cifar10,90.06,88.91,200,313232,1214643
187,888,cifar10,89.1,87.27,0,286560,987379
373,888,cifar10,92.26,91.87,200,508272,2038285
712,888,cifar10,88.85,88.46,200,294304,969301
991,888,cifar10,92.52,91.52,200,757440,3154979
757,888,cifar10,87.33,66.85,200,257040,998347
22,888,cifar10,89.91,84.59,0,496976,1882495
459,888,cifar10,91.79,90.91,200,469872,1839667
855,888,cifar10,92.1,92.16,200,518496,1840947
834,888,cifar10,75.25,23.25,200,494176,1871249
1086,888,cifar10,92.84,92.41,200,1013888,4024635
636,888,cifar10,83.6,66.94,200,438240,1593623
657,888,cifar10,86.31,85.72,200,466736,1823061
293,888,cifar10,93.13,93.05,200,1029984,4233653
821,888,cifar10,91.4,90.29,200,525808,2067953
1098,888,cifar10,89.22,88.73,200,258256,792317
1025,888,cifar10,91.53,90.7,200,588816,2304507
578,888,cifar10,91.79,91.15,200,763536,2953423
959,888,cifar10,92.73,92.55,200,719088,2702525
171,888,cifar10,92.8,92.51,0,992720,4012457
767,888,cifar10,84.52,81.66,200,447408,1659377
600,888,cifar10,92.15,91.94,200,987648,4034759
12,888,cifar10,10.0,10.0,0,440896,1628039
1176,888,cifar10,92.22,92.24,200,754080,2917337
867,888,cifar10,10.0,10.0,200,138080,525654
567,888,cifar10,68.72,16.49,200,166160,523444
1108,888,cifar10,88.96,19.13,200,346560,1196825
284,888,cifar10,88.56,88.23,200,221760,732643
1119,888,cifar10,78.7,13.73,200,208512,771830
611,888,cifar10,92.92,55.6,200,583360,2297135
588,888,cifar10,92.49,92.17,200,801328,3140753
471,888,cifar10,91.78,91.7,200,1012672,4018735
935,888,cifar10,80.75,75.73,200,238880,766983
137,888,cifar10,93.24,93.26,0,929424,3781355
209,888,cifar10,90.8,88.87,0,550928,2069425
758,888,cifar10,86.52,86.28,200,151648,512278
1256,888,cifar10,92.59,92.03,200,789664,3388668
556,888,cifar10,86.56,83.34,200,226048,751605
305,888,cifar10,79.87,33.13,200,177680,551834
543,888,cifar10,93.7,93.46,200,951088,3987403
534,888,cifar10,91.88,90.53,200,496416,1841587
810,888,cifar10,93.2,93.29,200,755744,2935409
47,888,cifar10,90.91,38.16,0,705984,2719133
1141,888,cifar10,88.51,88.21,200,220624,743113
1197,888,cifar10,87.21,84.75,200,959968,3819277
317,888,cifar10,87.78,80.29,200,445984,1833773
1244,888,cifar10,89.63,10.0,200,708624,2928044
1358,888,cifar10,75.41,60.06,200,179232,567986
241,888,cifar10,92.3,91.51,0,744112,3149609
127,888,cifar10,88.61,10.0,0,551616,2074481
1299,888,cifar10,91.06,89.05,200,709520,2729413
59,888,cifar10,89.09,81.82,0,280432,1219596
736,888,cifar10,90.1,88.73,200,279472,1003537
679,888,cifar10,91.74,91.63,200,482880,1824085
3,888,cifar10,86.35,85.88,0,175104,531436
350,888,cifar10,92.98,92.85,200,752256,2912147
702,888,cifar10,92.88,92.91,200,820224,3362703
449,888,cifar10,85.72,52.81,200,213264,769101
724,888,cifar10,90.59,90.48,200,304624,1184467
221,888,cifar10,91.02,89.55,0,455776,1642515
413,888,cifar10,92.25,91.89,200,785520,3156783
746,888,cifar10,89.1,21.43,200,528016,2085321
780,888,cifar10,83.18,58.0,200,528160,1869841
1162,888,cifar10,93.42,50.89,200,1006368,4000801
92,888,cifar10,90.98,88.32,0,523296,2084076
34,888,cifar10,91.94,91.47,0,490400,1843131
403,888,cifar10,92.01,91.87,200,506880,1848307
892,888,cifar10,92.14,91.31,200,721328,2733689
161,888,cifar10,91.05,89.34,0,450320,1618997
496,888,cifar10,91.39,45.78,200,764096,2952463
484,888,cifar10,91.93,91.32,200,515232,1870737
1404,888,cifar10,89.75,87.75,200,293888,991147
845,888,cifar10,68.62,37.74,200,205728,584752
1415,888,cifar10,91.68,21.49,200,732672,2910425
198,888,cifar10,92.15,90.01,0,508064,2085705
519,888,cifar10,90.03,87.52,200,497200,1863441
425,888,cifar10,93.36,93.34,200,925776,3758029
393,888,cifar10,91.93,91.89,200,469184,1839155
172,888,cifar10,10.0,10.0,0,138832,559314
339,888,cifar10,90.95,84.45,200,771824,2952911
329,888,cifar10,88.84,15.91,200,573584,2272593
1187,888,cifar10,91.26,90.81,200,507376,1833745
1314,888,cifar10,91.51,91.11,200,536480,2074675
801,888,cifar10,92.82,92.55,200,748176,2928177
1370,888,cifar10,89.59,81.53,200,344736,1420641
971,888,cifar10,88.05,82.16,200,438160,1613959
262,888,cifar10,83.55,52.56,200,467280,1662755
117,888,cifar10,92.69,91.96,0,970880,4034887
1076,888,cifar10,86.42,73.77,200,225136,778941
691,888,cifar10,89.47,86.96,200,295680,986291
252,888,cifar10,92.83,92.76,200,769568,2894735
150,888,cifar10,88.66,83.2,0,263296,1002961
1279,888,cifar10,88.29,75.6,200,270000,1026520
1430,888,cifar10,92.27,91.44,200,493920,2067948
1129,888,cifar10,91.93,90.96,200,724304,2952198
881,888,cifar10,91.9,85.8,200,549088,2092239
188,888,cifar10,88.08,87.58,0,469904,1832877
1327,888,cifar10,92.5,91.55,200,955440,3837280
1038,888,cifar10,92.18,91.94,200,464224,1670359
1002,888,cifar10,92.35,91.81,200,971584,3801843
231,888,cifar10,86.65,54.35,0,471632,1881641
1337,888,cifar10,92.03,92.1,200,485008,1844715
273,888,cifar10,91.89,91.53,200,967344,3786095
70,888,cifar10,91.88,91.72,0,709904,2686981
1234,888,cifar10,10.0,10.0,200,192992,749833
362,888,cifar10,91.9,91.19,200,768016,3174343
439,888,cifar10,93.52,93.33,200,832288,3362703
637,888,cifar10,89.93,88.63,200,283264,986355
1049,888,cifar10,92.25,92.16,200,577456,2279841
601,888,cifar10,73.29,10.03,200,209760,768077
1224,888,cifar10,92.38,92.15,200,473520,1826897
1289,888,cifar10,92.62,92.67,200,818560,3370665
1026,888,cifar10,82.41,74.08,200,258096,1008709
658,888,cifar10,92.85,92.7,200,546608,2045267
1211,888,cifar10,87.26,83.83,200,228192,761187
81,888,cifar10,94.37,94.22,0,1224368,5069700
835,888,cifar10,88.78,10.0,200,371056,1420241
737,888,cifar10,89.36,88.2,200,302848,1407179
294,888,cifar10,91.89,91.91,200,466448,1640099
924,888,cifar10,91.52,90.95,200,523504,2096815
461,888,cifar10,91.3,91.01,200,513360,2084873
48,888,cifar10,86.78,84.51,0,224544,747207
1063,888,cifar10,10.0,10.0,200,423248,1609993
912,888,cifar10,93.13,92.86,200,797088,3162473
4,888,cifar10,88.45,87.35,0,247280,937689
285,888,cifar10,92.51,92.46,200,556448,2041519
822,888,cifar10,90.74,90.47,200,532832,2067953
1013,888,cifar10,93.2,93.08,200,850592,3370729
1257,888,cifar10,88.74,86.33,200,225808,766883
589,888,cifar10,89.85,73.29,200,468960,1833325
579,888,cifar10,89.06,88.78,200,337632,1214769
1087,888,cifar10,75.7,63.29,200,726624,2717995
714,888,cifar10,92.76,92.66,200,500048,1822677
23,888,cifar10,90.33,83.85,0,925520,3799372
992,888,cifar10,92.02,45.08,200,975952,3780983
105,888,cifar10,10.0,10.0,0,147520,548980
960,888,cifar10,92.67,92.42,200,782384,3138541
472,888,cifar10,91.88,91.38,200,485456,1840755
557,888,cifar10,87.91,77.63,200,459472,1857099
1177,888,cifar10,93.59,93.26,200,927296,3763474
210,888,cifar10,75.97,65.25,0,448048,1624949
648,888,cifar10,93.56,93.52,200,1232928,5100647
306,888,cifar10,73.78,16.75,200,459296,1639267
351,888,cifar10,92.21,91.62,200,570400,2298031
857,888,cifar10,94.05,93.82,200,1009872,4215433
60,888,cifar10,89.25,30.42,0,339328,1179341
1348,888,cifar10,83.14,72.37,200,456448,1645757
1198,888,cifar10,90.84,88.91,200,452560,1639165
199,888,cifar10,80.07,49.28,0,169424,535668
768,888,cifar10,92.19,92.1,200,953344,3772627
535,888,cifar10,92.35,91.77,200,531040,2046611
375,888,cifar10,89.08,88.63,200,212016,739287
936,888,cifar10,67.83,16.01,200,504832,1873913
725,888,cifar10,92.67,92.19,200,736992,2946185
612,888,cifar10,75.57,19.28,200,555248,2075057
128,888,cifar10,92.25,91.95,0,742896,2907219
385,888,cifar10,93.23,93.17,200,763376,2934641
1099,888,cifar10,92.25,92.13,200,982688,3801523
544,888,cifar10,88.77,88.03,200,371120,1421073
869,888,cifar10,93.65,93.8,200,1012768,3994257
118,888,cifar10,79.95,24.28,0,199888,552402
893,888,cifar10,53.9,10.84,200,192448,597506
1188,888,cifar10,89.06,88.57,200,219968,743113
982,888,cifar10,92.72,92.4,200,815024,3385625
747,888,cifar10,93.03,93.05,200,1065792,4223439
781,888,cifar10,92.01,91.93,200,479392,1823189
414,888,cifar10,86.94,80.44,200,286496,988083
846,888,cifar10,91.82,91.9,200,465008,1643411
946,888,cifar10,87.87,77.2,200,469856,1836471
811,888,cifar10,92.2,35.73,200,760800,2918419
318,888,cifar10,93.0,92.83,200,750896,2928241
222,888,cifar10,88.9,10.0,0,520928,1852595
1280,888,cifar10,86.39,77.57,200,453136,1614755
1245,888,cifar10,92.09,91.87,200,582160,2305019
680,888,cifar10,92.39,92.12,200,596864,2497609
232,888,cifar10,69.34,17.0,0,184944,552466
93,888,cifar10,90.98,89.12,0,721888,2705605
1142,888,cifar10,90.77,90.81,200,756656,2941107
1120,888,cifar10,93.24,93.1,200,1030064,4248572
1039,888,cifar10,79.36,27.73,200,227696,760355
242,888,cifar10,93.04,92.58,0,762320,3151977
427,888,cifar10,88.73,88.55,200,507664,1854003
404,888,cifar10,91.9,12.85,200,741792,2912595
497,888,cifar10,93.79,93.53,200,761120,2905043
692,888,cifar10,93.27,93.27,200,698512,2676053
330,888,cifar10,83.06,56.82,200,475072,1882281
1077,888,cifar10,91.95,29.59,200,703056,2687185
1405,888,cifar10,88.86,12.53,200,526640,2074547
802,888,cifar10,88.84,86.08,200,281488,1005201
716,888,cifar10,75.58,65.51,200,183888,543412
1300,888,cifar10,92.7,92.34,200,972208,3794803
253,888,cifar10,89.42,82.99,200,315424,1184843
175,888,cifar10,86.78,54.68,0,713776,2700595
1431,888,cifar10,88.73,10.33,200,479632,1851563
1163,888,cifar10,85.43,82.79,200,541760,2081139
1235,888,cifar10,85.0,81.65,200,438144,1663767
1270,888,cifar10,89.19,83.31,200,359440,1221043
509,888,cifar10,92.05,91.92,200,970608,3772627
520,888,cifar10,91.76,91.42,200,541904,2291305
760,888,cifar10,92.06,91.63,200,548432,2093519
1225,888,cifar10,87.92,83.9,200,257632,1002302
1371,888,cifar10,91.73,91.1,200,533136,2074547
659,888,cifar10,87.02,31.92,200,265056,967893
1394,888,cifar10,85.04,79.02,200,477056,1862014
738,888,cifar10,87.77,85.93,200,544128,2092175
138,888,cifar10,93.52,93.52,0,1477456,5942863
972,888,cifar10,90.88,71.29,200,708880,2709117
189,888,cifar10,93.57,93.32,0,699056,2700019
1153,888,cifar10,90.36,89.66,200,472416,1868933
1212,888,cifar10,75.58,63.51,200,222880,785725
363,888,cifar10,87.51,58.25,200,442528,1658353
704,888,cifar10,88.18,87.67,200,242112,765621
1051,888,cifar10,86.11,86.09,200,489360,1833553
624,888,cifar10,67.47,44.73,200,449184,1666353
669,888,cifar10,10.0,10.0,200,505120,1853619
1328,888,cifar10,90.91,31.52,200,564128,2081011
1111,888,cifar10,83.92,83.16,200,426672,1589833
913,888,cifar10,72.84,18.08,200,209536,795321
49,888,cifar10,91.21,89.24,0,495056,1836475
462,888,cifar10,88.88,85.82,200,273632,985395
1290,888,cifar10,92.56,92.15,200,498688,2067820
1338,888,cifar10,91.05,82.16,200,527728,1875077
569,888,cifar10,73.01,28.16,200,191200,546770
836,888,cifar10,88.93,88.43,200,494896,1836309
264,888,cifar10,91.31,90.81,200,774080,3167791
352,888,cifar10,93.58,93.31,200,754272,2928113
638,888,cifar10,90.1,87.7,200,547920,2093071
106,888,cifar10,75.69,24.45,0,217936,782803
791,888,cifar10,92.1,91.92,200,761040,2918739
376,888,cifar10,88.36,87.56,200,787584,2917395
823,888,cifar10,90.47,89.98,200,294624,986163
