idx,seed,dataset,accuracy_fp32,accuracy_esp,key,espdl_size_bytes,torch_size_bytes
9913,888,cifar10,79.98,48.52,200,185728,556138
10515,888,cifar10,90.24,88.41,200,329120,1442047
9695,888,cifar10,91.69,90.48,200,500656,1845877
10589,888,cifar10,85.51,73.75,200,240720,780583
10781,888,cifar10,92.55,92.33,200,778944,3162431
10282,888,cifar10,78.14,17.29,200,220832,798389
10223,888,cifar10,79.9,25.5,200,691152,2707299
9444,888,cifar10,92.04,91.51,200,475536,2044790
9795,888,cifar10,87.72,10.0,200,284544,1010477
10328,888,cifar10,92.62,92.48,200,514640,2053151
9892,888,cifar10,75.64,60.21,200,437664,1622197
10373,888,cifar10,87.71,58.7,200,686960,2724913
10770,888,cifar10,93.49,93.21,200,1029936,4253393
10292,888,cifar10,78.52,10.0,200,219728,798517
9924,888,cifar10,92.77,92.59,200,500128,1870573
10361,888,cifar10,88.8,10.62,200,766656,2944565
9845,888,cifar10,87.78,76.48,200,447616,1615605
9854,888,cifar10,92.15,91.6,200,698544,2712821
9519,888,cifar10,70.98,18.74,200,190752,605338
10646,888,cifar10,91.17,19.71,200,525424,2077941
9784,888,cifar10,92.98,92.75,200,570320,2306613
10179,888,cifar10,93.06,93.02,200,745568,2919903
10568,888,cifar10,92.84,44.13,200,795968,3151281
9935,888,cifar10,87.9,81.91,200,429584,1615541
10052,888,cifar10,81.73,77.37,200,256464,787303
9580,888,cifar10,92.52,92.25,200,745232,2911805
10613,888,cifar10,90.09,88.87,200,298288,1210733
9497,888,cifar10,92.17,64.43,200,777744,2936373
10869,888,cifar10,79.08,39.83,200,212592,798581
9970,888,cifar10,84.62,81.69,200,494160,1895141
10814,888,cifar10,87.86,76.59,200,661744,2700443
10079,888,cifar10,91.9,16.64,200,965456,3786399
10735,888,cifar10,92.53,92.43,200,729680,2913375
10021,888,cifar10,92.08,92.1,200,497952,1847139
10792,888,cifar10,92.93,92.78,200,832224,3374787
10440,888,cifar10,88.95,88.43,200,312864,1199967
10043,888,cifar10,75.08,19.15,200,221920,823115
10166,888,cifar10,88.32,88.12,200,528016,2060127
10188,888,cifar10,93.57,83.94,200,541280,2078005
10506,888,cifar10,88.86,88.42,200,273744,992867
9674,888,cifar10,91.9,90.57,200,498672,1870573
10307,888,cifar10,84.89,74.97,200,219392,822923
10406,888,cifar10,91.09,89.26,200,744624,3162431
10578,888,cifar10,93.0,92.89,200,1186944,4882815
9771,888,cifar10,91.6,56.35,200,546528,2082293
9946,888,cifar10,91.39,88.86,200,480064,1846005
10623,888,cifar10,89.25,82.89,200,511552,2095683
10135,888,cifar10,91.38,90.93,200,507424,1878457
9903,888,cifar10,92.84,92.55,200,1009296,4226358
9471,888,cifar10,91.34,88.67,200,465952,1839214
10803,888,cifar10,92.22,91.98,200,1042864,4235459
9821,888,cifar10,91.95,91.49,200,1012096,4027189
10858,888,cifar10,89.83,88.25,200,291264,1018169
10032,888,cifar10,81.07,22.56,200,415520,1609353
10759,888,cifar10,76.24,36.51,200,229920,762897
9719,888,cifar10,10.0,10.0,200,690368,2694973
10657,888,cifar10,85.51,47.6,200,453792,1640871
10483,888,cifar10,73.93,58.53,200,222224,811901
10847,888,cifar10,92.03,91.28,200,766000,2938101
10090,888,cifar10,72.91,16.64,200,272416,1011641
10881,888,cifar10,85.02,34.59,200,265456,1029255
10923,888,cifar10,86.5,72.12,200,237456,1004593
9742,888,cifar10,86.86,54.17,200,270336,1052438
9484,888,cifar10,91.9,91.71,200,503648,1846005
10384,888,cifar10,88.86,86.98,200,359872,1224373
10836,888,cifar10,91.97,69.05,200,763376,2945077
10903,888,cifar10,89.35,80.02,200,237808,812029
10156,888,cifar10,92.64,26.07,200,618000,2514883
9729,888,cifar10,92.99,92.87,200,759952,2936373
10416,888,cifar10,91.27,90.01,200,501456,1847139
10953,888,cifar10,82.72,76.34,200,282032,1018169
10261,888,cifar10,86.55,82.02,200,286352,1011385
10494,888,cifar10,79.1,17.49,200,268800,787495
10891,888,cifar10,85.7,84.2,200,777328,2944501
10147,888,cifar10,89.77,89.43,200,216720,756049
10122,888,cifar10,91.47,88.97,200,687408,2700379
10723,888,cifar10,90.32,88.29,200,306800,1217717
9637,888,cifar10,91.36,89.35,200,480016,1845941
10966,888,cifar10,92.23,92.04,200,709328,2682637
9998,888,cifar10,91.36,89.46,200,453424,1640045
9984,888,cifar10,93.35,93.05,200,755856,2935413
9533,888,cifar10,89.22,88.54,200,286080,985781
10350,888,cifar10,91.62,88.53,200,734512,2980633
9751,888,cifar10,92.86,92.69,200,781312,3184742
10395,888,cifar10,93.26,93.15,200,792480,3144177
10782,888,cifar10,91.11,88.54,200,450304,1616273
10247,888,cifar10,91.04,88.63,200,717424,2955779
9696,888,cifar10,82.94,77.48,200,226896,810149
10991,888,cifar10,87.91,86.36,200,423520,1633887
10112,888,cifar10,92.07,90.81,200,774144,3162431
10943,888,cifar10,89.1,86.99,200,280448,1235395
10293,888,cifar10,86.42,85.77,200,163792,538620
10462,888,cifar10,84.37,83.7,200,436800,1598267
10516,888,cifar10,75.91,66.86,200,437872,1647463
10667,888,cifar10,91.28,90.77,200,530912,1860515
9001,888,cifar10,91.44,90.95,200,738736,2961133
10633,888,cifar10,92.43,36.22,200,1001184,4029767
10234,888,cifar10,91.11,89.34,200,708800,2731961
9959,888,cifar10,89.54,59.03,200,478256,1863590
10473,888,cifar10,76.03,65.26,200,488704,1853987
9808,888,cifar10,92.05,91.78,200,516768,2051965
9880,888,cifar10,92.53,92.74,200,552656,2082101
9866,888,cifar10,90.69,90.62,200,993232,4009341
10224,888,cifar10,89.86,88.46,200,509104,1847203
10065,888,cifar10,92.25,56.65,200,740400,2938101
10933,888,cifar10,92.26,31.67,200,740368,2938101
9796,888,cifar10,89.23,83.61,200,282256,1009389
9661,888,cifar10,93.02,92.86,200,1018800,4027253
9761,888,cifar10,90.27,88.19,200,297648,1034917
10167,888,cifar10,92.12,92.01,200,407968,1604859
9893,888,cifar10,88.85,88.32,200,315376,1198333
10527,888,cifar10,92.48,17.5,200,752800,2938165
10590,888,cifar10,91.77,91.65,200,719328,2720547
10688,888,cifar10,90.86,87.96,200,708928,2732025
9914,888,cifar10,89.9,87.34,200,386992,1446773
10599,888,cifar10,86.78,79.13,200,220928,756113
10678,888,cifar10,92.31,91.98,200,484800,1829261
9925,888,cifar10,92.06,91.82,200,690640,2904950
10451,888,cifar10,75.65,65.13,200,173760,538620
11004,888,cifar10,78.96,23.57,200,450752,1647527
10362,888,cifar10,87.94,80.2,200,685328,2700507
11017,888,cifar10,89.88,24.78,200,497120,1847139
10614,888,cifar10,90.14,41.07,200,276128,993315
10794,888,cifar10,92.58,92.05,200,493664,2046295
10022,888,cifar10,91.79,91.64,200,509488,1835789
10748,888,cifar10,89.94,12.9,200,711360,2955843
9855,888,cifar10,91.55,91.1,200,496048,1851893
10569,888,cifar10,77.19,12.8,200,486656,1871737
10033,888,cifar10,84.26,83.28,200,262800,962573
9936,888,cifar10,92.21,91.67,200,507776,2069358
10180,888,cifar10,92.31,79.36,200,762944,2913567
11052,888,cifar10,88.76,88.24,200,229184,780711
10080,888,cifar10,91.4,89.26,200,492160,1847139
11038,888,cifar10,92.25,53.82,200,559648,2053407
10647,888,cifar10,90.39,66.79,200,543168,2078005
10408,888,cifar10,87.1,83.75,200,241344,805245
9947,888,cifar10,86.32,20.77,200,431072,1628853
10341,888,cifar10,84.31,67.72,200,221760,738107
10044,888,cifar10,75.79,58.58,200,494496,1853987
10771,888,cifar10,91.85,90.34,200,963040,3816067
10441,888,cifar10,89.61,88.34,200,523776,2077941
10848,888,cifar10,80.82,47.78,200,231936,805437
10272,888,cifar10,92.67,91.49,200,781360,3186773
10136,888,cifar10,91.14,89.8,200,488736,1847203
10101,888,cifar10,92.54,92.26,200,793312,3169159
10579,888,cifar10,75.58,21.38,200,504464,1878393
9971,888,cifar10,91.84,91.55,200,766448,2961389
9785,888,cifar10,93.13,93.11,200,988880,4045030
10053,888,cifar10,90.36,85.7,200,741344,2980569
11112,888,cifar10,92.38,92.09,200,425632,1604923
10189,888,cifar10,93.78,93.68,200,789472,3143921
10954,888,cifar10,85.71,11.75,200,282928,987043
10157,888,cifar10,88.21,83.21,200,445984,1840347
11099,888,cifar10,90.03,43.0,200,504144,2070957
10319,888,cifar10,90.7,90.09,200,933360,3766615
10329,888,cifar10,92.27,91.92,200,769744,3144561
10827,888,cifar10,91.72,91.21,200,692016,2906455
10837,888,cifar10,92.14,41.45,200,557968,2066527
10091,888,cifar10,90.18,87.12,200,545136,2102539
10262,888,cifar10,88.61,10.0,200,535408,2065887
9798,888,cifar10,75.42,22.01,200,234816,768693
10386,888,cifar10,84.67,78.19,200,728400,2738233
10351,888,cifar10,90.45,87.57,200,286672,1017913
9926,888,cifar10,89.39,88.52,200,211008,762101
9731,888,cifar10,88.65,88.42,200,505696,1877357
10882,888,cifar10,89.9,88.04,200,502384,1896463
10429,888,cifar10,89.67,81.72,200,281040,993187
10537,888,cifar10,87.26,32.85,200,480592,1889607
10709,888,cifar10,92.68,92.52,200,947904,3997801
10484,888,cifar10,93.82,93.91,200,952256,3798325
10904,888,cifar10,92.1,91.92,200,793648,2944565
10724,888,cifar10,89.74,80.29,200,495184,1871801
10113,888,cifar10,92.34,92.27,200,704928,2688973
11135,888,cifar10,90.69,90.58,200,715744,2695949
11123,888,cifar10,93.21,92.46,200,520128,2095683
9822,888,cifar10,92.61,92.4,200,815552,3390766
10507,888,cifar10,89.15,10.0,200,503408,1847139
11018,888,cifar10,52.75,10.0,200,162704,567648
9904,888,cifar10,89.22,84.43,200,273024,1009709
10148,888,cifar10,70.27,13.07,200,202160,556562
9834,888,cifar10,89.67,88.44,200,565504,2082357
10760,888,cifar10,91.55,89.51,200,480048,1847267
11087,888,cifar10,91.68,91.33,200,797040,3169159
10397,888,cifar10,90.35,84.95,200,345456,1442111
10560,888,cifar10,92.47,92.06,200,773408,3162431
9809,888,cifar10,92.08,90.99,200,497920,1846005
11064,888,cifar10,92.33,92.34,200,1210944,4889671
10689,888,cifar10,90.77,90.52,200,267104,968909
10248,888,cifar10,89.41,13.98,200,732544,2955843
10203,888,cifar10,91.61,91.62,200,803728,3151345
10967,888,cifar10,92.49,91.68,200,941264,3791277
10658,888,cifar10,92.69,92.72,200,521632,2053215
11054,888,cifar10,87.37,81.55,200,422160,1609353
9881,888,cifar10,90.33,85.22,200,508512,1870445
10625,888,cifar10,62.07,10.0,200,182656,549906
10363,888,cifar10,89.82,89.03,200,255472,986915
9772,888,cifar10,92.62,92.58,200,578784,2282493
10035,888,cifar10,89.25,85.65,200,242912,980187
9867,888,cifar10,90.97,90.62,200,686240,2748190
10066,888,cifar10,93.05,92.74,200,575056,2283761
10023,888,cifar10,88.73,19.21,200,299392,987043
10615,888,cifar10,92.37,92.08,200,489248,1829261
10548,888,cifar10,92.14,20.82,200,789408,3144561
10850,888,cifar10,85.9,77.36,200,192240,798325
10570,888,cifar10,86.1,24.42,200,227520,804669
10235,888,cifar10,91.89,87.87,200,536880,2101963
10700,888,cifar10,89.0,14.92,200,530240,2095683
9999,888,cifar10,90.16,47.42,200,487104,1845941
10181,888,cifar10,88.83,88.43,200,249104,811901
10417,888,cifar10,88.71,77.42,200,570736,2284273
10648,888,cifar10,92.11,92.08,200,491296,1829261
11078,888,cifar10,88.47,86.47,200,269168,1210925
10992,888,cifar10,93.52,93.29,200,1029904,4253201
10225,888,cifar10,91.56,91.28,200,763328,2962827
11005,888,cifar10,92.27,49.22,200,737696,2919967
10517,888,cifar10,91.4,90.47,200,509664,1853603
10452,888,cifar10,80.5,73.47,200,227552,787367
10679,888,cifar10,88.99,88.41,200,208176,751355
10011,888,cifar10,92.14,91.88,200,721840,2714147
10214,888,cifar10,89.75,89.57,200,220704,762769
9950,888,cifar10,93.84,93.99,200,717040,2688125
10442,888,cifar10,91.98,92.1,200,457056,1629649
10772,888,cifar10,92.09,92.16,200,701184,2689485
10284,888,cifar10,10.0,10.0,200,154736,552060
10081,888,cifar10,84.71,80.02,200,448224,1672189
10375,888,cifar10,93.06,92.36,200,1017840,4253329
10137,888,cifar10,91.78,91.8,200,453456,1629649
9762,888,cifar10,90.71,90.44,200,308928,1191485
10924,888,cifar10,92.71,92.01,200,1178176,4882687
10330,888,cifar10,74.22,30.25,200,196192,556562
10320,888,cifar10,79.97,20.78,200,180464,556562
10474,888,cifar10,92.02,91.0,200,523808,2077941
10738,888,cifar10,76.91,70.02,200,197776,724339
11208,888,cifar10,89.57,88.04,200,235840,955461
10190,888,cifar10,88.41,81.73,200,234208,787303
10944,888,cifar10,88.27,84.74,200,740704,2720547
11039,888,cifar10,91.41,90.68,200,583648,2308999
10600,888,cifar10,90.21,33.88,200,339888,1217717
10045,888,cifar10,92.19,91.91,200,755696,2938165
10893,888,cifar10,88.96,88.24,200,282064,962317
9752,888,cifar10,91.9,13.32,200,801200,3149245
10342,888,cifar10,90.86,90.64,200,743760,2944629
11028,888,cifar10,86.83,56.96,200,453200,1864753
10508,888,cifar10,10.0,10.0,200,417312,1604987
9786,888,cifar10,88.6,75.9,200,499552,1895077
10580,888,cifar10,90.79,17.38,200,740512,2938101
11125,888,cifar10,78.05,22.27,200,193072,847713
11138,888,cifar10,76.98,11.59,200,210160,798581
10125,888,cifar10,91.62,91.05,200,539424,2077877
11113,888,cifar10,88.72,87.45,200,425184,1591355
9916,888,cifar10,93.71,93.59,200,734080,2911869
9882,888,cifar10,84.35,71.73,200,223488,737213
10934,888,cifar10,90.02,85.84,200,687072,2724913
10168,888,cifar10,93.13,92.7,200,798768,3168519
9937,888,cifar10,92.75,92.63,200,556464,2058749
10398,888,cifar10,86.45,82.64,200,241456,780711
10749,888,cifar10,93.35,93.39,200,1245040,5113553
10529,888,cifar10,92.3,92.3,200,697072,2707299
10274,888,cifar10,91.82,90.85,200,802752,3393169
10430,888,cifar10,90.66,89.81,200,279632,993187
10497,888,cifar10,89.82,86.33,200,470960,1889351
10806,888,cifar10,89.77,85.01,200,922992,3791277
10054,888,cifar10,92.94,92.67,200,984592,4004785
10387,888,cifar10,81.15,22.49,200,454432,1690003
10725,888,cifar10,91.76,15.91,200,522816,1853603
10561,888,cifar10,85.5,40.64,200,246688,805437
10955,888,cifar10,90.87,88.89,200,769152,2944629
10883,888,cifar10,89.58,88.03,200,480496,1889351
11219,888,cifar10,91.82,91.89,200,694528,2689485
10309,888,cifar10,88.22,12.86,200,263088,1004529
10838,888,cifar10,93.6,93.55,200,961600,3773343
10485,888,cifar10,85.7,20.19,200,483456,1889607
11195,888,cifar10,93.14,93.01,200,770368,3137513
10993,888,cifar10,87.51,86.09,200,211520,731195
10158,888,cifar10,88.99,86.68,200,242608,780711
11019,888,cifar10,92.9,92.56,200,537168,2077941
11229,888,cifar10,86.47,46.89,200,483456,1889607
10353,888,cifar10,92.32,90.56,200,722672,2955843
11088,888,cifar10,92.21,92.18,200,743120,2920287
9986,888,cifar10,92.59,92.4,200,534256,2081909
10828,888,cifar10,91.75,91.54,200,431840,1598331
10635,888,cifar10,92.64,92.32,200,539520,2277353
10236,888,cifar10,86.16,74.41,200,208416,773855
10263,888,cifar10,91.94,90.87,200,713728,2731897
11275,888,cifar10,90.2,89.82,200,268208,986915
10149,888,cifar10,88.67,27.45,200,490800,1871801
10465,888,cifar10,86.56,19.08,200,702528,2689357
10182,888,cifar10,66.38,17.69,200,186544,581224
11185,888,cifar10,89.14,10.57,200,526768,2060255
11289,888,cifar10,90.91,91.01,200,524704,2060127
11264,888,cifar10,90.11,89.25,200,719552,2906455
11239,888,cifar10,93.15,92.74,200,714528,2931117
10204,888,cifar10,75.67,61.37,200,464688,1654055
10861,888,cifar10,93.56,93.28,200,1266544,5319885
10690,888,cifar10,90.48,88.71,200,542080,2077877
10701,888,cifar10,88.05,86.43,200,445248,1840283
11164,888,cifar10,91.9,91.83,200,482880,1835789
11100,888,cifar10,89.95,88.86,200,504400,2095555
10538,888,cifar10,88.98,88.75,200,228016,769489
10915,888,cifar10,79.34,41.64,200,196880,749257
10601,888,cifar10,74.98,58.81,200,175056,538684
10453,888,cifar10,87.54,74.82,200,459312,1864753
10851,888,cifar10,92.33,91.95,200,579168,2284273
11209,888,cifar10,89.53,89.38,200,238944,762897
11316,888,cifar10,87.26,65.85,200,459312,1864753
10773,888,cifar10,89.61,67.95,200,479568,1828749
9773,888,cifar10,86.84,40.76,200,684544,2748318
11174,888,cifar10,93.7,93.66,200,715024,2732089
10626,888,cifar10,10.0,10.0,200,289456,1000227
10249,888,cifar10,91.5,88.48,200,755920,3186837
10571,888,cifar10,56.33,10.0,200,188304,549906
10762,888,cifar10,10.0,10.0,200,486448,1835789
10295,888,cifar10,92.1,68.8,200,751664,2962827
10530,888,cifar10,80.85,22.02,200,174880,532028
10659,888,cifar10,10.0,10.0,200,440800,1636369
10710,888,cifar10,91.53,91.3,200,679104,2700443
11006,888,cifar10,92.17,92.2,200,570768,2284273
10067,888,cifar10,90.99,91.05,200,509424,1829261
10215,888,cifar10,92.51,92.18,200,721904,2913503
10114,888,cifar10,92.46,92.05,200,515440,2071021
10649,888,cifar10,92.3,92.17,200,798912,3144497
9927,888,cifar10,93.08,92.68,200,755760,3135542
10945,888,cifar10,80.51,10.0,200,434784,1658549
10364,888,cifar10,84.06,76.91,200,464000,1889351
10431,888,cifar10,86.98,86.52,200,163904,538684
10549,888,cifar10,88.36,88.34,200,217456,769489
11382,888,cifar10,86.67,86.21,200,217248,762769
10980,888,cifar10,89.85,84.04,200,472352,1647655
10082,888,cifar10,91.94,91.99,200,424912,1604987
10376,888,cifar10,84.81,24.31,200,732384,2738553
10285,888,cifar10,90.07,90.01,200,454656,1622993
10670,888,cifar10,92.49,92.03,200,756832,3162431
10410,888,cifar10,89.18,87.9,200,295568,1235523
11340,888,cifar10,91.74,90.57,200,500720,2070893
10581,888,cifar10,88.82,88.5,200,273856,993379
9973,888,cifar10,91.72,21.35,200,489824,1833981
10126,888,cifar10,92.32,92.35,200,488464,1829261
10740,888,cifar10,75.38,62.65,200,204128,581224
10138,888,cifar10,92.91,92.5,200,779600,3162431
10956,888,cifar10,78.28,10.16,200,209568,798517
10192,888,cifar10,93.53,93.37,200,729664,2938165
11079,888,cifar10,93.17,92.96,200,485552,1847139
10275,888,cifar10,91.05,90.72,200,282016,993315
10616,888,cifar10,92.77,90.81,200,764688,2920287
11371,888,cifar10,88.87,27.22,200,493920,1853539
11403,888,cifar10,76.31,63.46,200,448448,1622929
9938,888,cifar10,80.46,72.07,200,488544,1859253
10013,888,cifar10,90.13,82.58,200,475216,1647527
11126,888,cifar10,88.89,81.54,200,490288,1871545
11350,888,cifar10,92.08,91.24,200,770880,2938101
10498,888,cifar10,89.79,89.47,200,478704,1853539
11196,888,cifar10,89.13,84.91,200,267152,987043
10784,888,cifar10,88.94,86.7,200,315536,1260121
10727,888,cifar10,91.05,90.86,200,488416,1847139
10169,888,cifar10,88.25,87.48,200,464640,1654055
11020,888,cifar10,88.74,85.07,200,230912,780711
10750,888,cifar10,93.64,93.49,200,710144,2707299
11230,888,cifar10,91.78,91.7,200,441984,1622929
10518,888,cifar10,92.48,92.32,200,703856,2713699
11361,888,cifar10,90.98,89.38,200,555072,2102667
10343,888,cifar10,91.56,90.6,200,756672,2944821
10884,888,cifar10,92.18,92.06,200,728176,2913311
11066,888,cifar10,10.0,10.0,200,226240,776209
10055,888,cifar10,86.82,27.02,200,685712,2749767
11265,888,cifar10,90.17,89.32,200,476304,1829197
11220,888,cifar10,88.13,13.31,200,551648,2084725
10399,888,cifar10,84.19,67.82,200,699424,2756495
10562,888,cifar10,91.82,91.96,200,505728,1878521
10969,888,cifar10,87.52,10.13,200,289040,1235587
10807,888,cifar10,87.99,17.54,200,507872,2120281
11277,888,cifar10,88.34,87.59,200,474768,1654183
10228,888,cifar10,91.89,91.6,200,492960,1847075
11392,888,cifar10,92.17,91.75,200,766416,3162303
10636,888,cifar10,93.34,93.07,200,928672,3766615
10509,888,cifar10,88.07,76.12,200,684336,2724913
11114,888,cifar10,91.96,91.45,200,724688,2713763
10205,888,cifar10,88.83,36.52,200,277264,1011449
11242,888,cifar10,90.93,88.95,200,724768,2713827
10894,888,cifar10,83.29,67.19,200,676032,2749575
10264,888,cifar10,84.68,73.95,200,711088,2713699
10486,888,cifar10,93.18,92.98,200,814032,3144497
10691,888,cifar10,91.93,90.73,200,495952,1853155
11414,888,cifar10,92.62,92.29,200,770128,2938101
10444,888,cifar10,90.39,89.04,200,249216,980187
10829,888,cifar10,92.66,92.4,200,609072,2291313
10852,888,cifar10,86.78,81.03,200,243056,787495
11090,888,cifar10,89.86,83.32,200,548448,2102795
10238,888,cifar10,88.46,84.4,200,511584,2120281
10839,888,cifar10,91.06,90.75,200,797568,3169223
11253,888,cifar10,92.94,92.57,200,499616,2070957
9753,888,cifar10,92.71,92.61,200,574416,2281661
11426,888,cifar10,88.53,88.01,200,756960,2945077
10466,888,cifar10,91.14,90.67,200,591392,2308935
10650,888,cifar10,92.28,92.06,200,477296,1822029
11495,888,cifar10,86.36,85.88,200,177040,581224
11463,888,cifar10,90.82,89.82,200,432224,1622929
11007,888,cifar10,91.89,91.87,200,459104,1623057
11210,888,cifar10,79.73,17.06,200,455888,1647143
10925,888,cifar10,90.98,29.65,200,741024,2938037
11290,888,cifar10,93.49,92.49,200,725200,2955843
10906,888,cifar10,92.03,91.3,200,959216,4022527
10419,888,cifar10,85.84,58.71,200,235456,780583
11439,888,cifar10,92.89,92.17,200,959776,4022591
11056,888,cifar10,92.6,76.25,200,761744,2920031
10433,888,cifar10,86.53,26.73,200,468688,1829069
10216,888,cifar10,91.31,88.74,200,464784,1864753
10310,888,cifar10,93.22,47.92,200,1263008,5095427
10774,888,cifar10,92.22,91.84,200,525056,2077429
10935,888,cifar10,93.63,93.48,200,748112,3137513
10296,888,cifar10,86.25,61.12,200,473312,1864625
9774,888,cifar10,91.27,89.45,200,504704,1858357
10681,888,cifar10,89.87,88.5,200,509344,1896271
10981,888,cifar10,89.31,85.07,200,252128,1029191
11505,888,cifar10,92.03,91.87,200,466112,1822733
10250,888,cifar10,91.15,90.61,200,541040,2102155
11153,888,cifar10,92.14,27.53,200,754144,2938037
10702,888,cifar10,88.02,87.27,200,451968,1636305
10711,888,cifar10,91.21,90.77,200,542368,2102667
11484,888,cifar10,90.94,89.37,200,480176,1847139
11044,888,cifar10,89.46,88.88,200,216048,756049
10354,888,cifar10,87.83,83.99,200,470144,1665341
11231,888,cifar10,86.28,85.6,200,164000,545404
11517,888,cifar10,89.91,86.47,200,305984,1210733
10286,888,cifar10,88.36,84.99,200,469568,1647655
10332,888,cifar10,91.97,91.76,200,451200,1640871
11451,888,cifar10,90.72,90.06,200,591040,2308871
11551,888,cifar10,75.83,59.16,200,180800,538684
11165,888,cifar10,90.77,88.84,200,495088,1847267
10916,888,cifar10,92.56,92.5,200,570720,2284273
10742,888,cifar10,92.04,89.74,200,521424,1853475
11021,888,cifar10,88.78,88.38,200,234848,794087
10193,888,cifar10,90.84,88.4,200,472848,1864753
10671,888,cifar10,90.68,81.65,200,505520,1871673
11474,888,cifar10,88.46,85.19,200,502304,1896463
11080,888,cifar10,92.72,92.7,200,554448,2060191
10322,888,cifar10,55.56,10.04,200,181168,599166
10763,888,cifar10,86.61,79.17,200,453712,1640871
10539,888,cifar10,90.27,86.13,200,495552,2095683
11318,888,cifar10,93.19,93.05,200,553936,2277353
10411,888,cifar10,92.91,92.64,200,745312,2938165
10627,888,cifar10,90.87,90.07,200,326336,1217205
11539,888,cifar10,86.02,77.46,200,265904,812029
10170,888,cifar10,91.1,89.47,200,484112,2071085
11383,888,cifar10,91.79,68.97,200,486192,1829325
11030,888,cifar10,89.53,89.28,200,458128,1616209
11562,888,cifar10,88.98,88.88,200,227472,762897
10454,888,cifar10,91.22,90.15,200,498640,1871673
11127,888,cifar10,89.31,32.79,200,483344,1889351
11362,888,cifar10,92.15,91.61,200,483696,1847203
10365,888,cifar10,91.45,90.54,200,768624,3187029
10531,888,cifar10,91.46,91.33,200,746896,2962763
10276,888,cifar10,91.11,89.58,200,561760,2302271
10593,888,cifar10,92.57,92.47,200,836496,3599565
10499,888,cifar10,91.31,90.97,200,589872,2284273
10344,888,cifar10,89.14,80.37,200,344720,1423793
11243,888,cifar10,82.84,77.9,200,248032,787367
10786,888,cifar10,91.98,89.97,200,540928,2102667
10693,888,cifar10,67.28,39.06,200,200000,563218
10617,888,cifar10,92.39,91.69,200,763536,2962827
11394,888,cifar10,83.28,14.97,200,284624,1011641
10819,888,cifar10,84.54,81.23,200,513424,1878009
10572,888,cifar10,92.78,92.26,200,781296,3186645
10885,888,cifar10,92.1,20.37,200,555248,2084213
10752,888,cifar10,93.23,93.06,200,778320,3368507
11092,888,cifar10,89.15,88.58,200,287200,986979
10550,888,cifar10,90.55,88.62,200,693584,2749511
10808,888,cifar10,89.6,62.73,200,472032,1864689
11372,888,cifar10,93.6,93.24,200,985664,4022655
10660,888,cifar10,91.62,90.76,200,772448,2962955
10895,888,cifar10,89.95,86.63,200,318048,1217781
10853,888,cifar10,86.73,82.18,200,257328,787303
11586,888,cifar10,87.71,53.92,200,476960,1889223
11221,888,cifar10,92.1,30.37,200,719168,2720867
11415,888,cifar10,92.2,92.13,200,531552,2053151
11428,888,cifar10,88.86,87.58,200,491856,2046295
10840,888,cifar10,90.58,90.37,200,523504,1853475
11200,888,cifar10,84.94,82.38,200,451952,1635921
10445,888,cifar10,90.92,69.02,200,325488,1217717
11574,888,cifar10,91.64,13.08,200,726464,2720483
11266,888,cifar10,87.88,79.42,200,431824,1616209
10946,888,cifar10,92.44,12.73,200,833088,3375107
10970,888,cifar10,93.29,92.88,200,823952,3151473
11496,888,cifar10,86.61,10.0,200,346624,1206303
11404,888,cifar10,85.52,38.55,200,475104,1889607
11292,888,cifar10,86.65,35.01,200,289760,993379
10476,888,cifar10,93.83,93.53,200,986848,4022655
10252,888,cifar10,83.99,75.36,200,228336,780647
11068,888,cifar10,79.0,24.48,200,427200,1683275
9775,888,cifar10,88.3,83.93,200,469664,1839278
10389,888,cifar10,92.6,92.55,200,827312,3151473
10206,888,cifar10,92.4,92.16,200,984784,4004849
10875,888,cifar10,79.6,65.31,200,247216,805437
10672,888,cifar10,83.88,83.47,200,176400,532028
11166,888,cifar10,56.39,10.19,200,183392,574568
10563,888,cifar10,92.41,90.93,200,802816,3393169
10510,888,cifar10,92.43,91.84,200,967056,3798197
11187,888,cifar10,89.51,88.67,200,402160,1654275
10400,888,cifar10,93.53,93.42,200,1051488,4459725
10995,888,cifar10,92.82,84.99,200,1025232,4011697
10467,888,cifar10,69.18,30.52,200,507440,1896335
10716,888,cifar10,80.68,14.58,200,286096,1000291
11552,888,cifar10,86.35,80.43,200,440144,1616273
10743,888,cifar10,80.09,58.08,200,228752,780583
11211,888,cifar10,90.31,85.6,200,505792,1878457
11057,888,cifar10,89.41,84.04,200,497040,1896335
10682,888,cifar10,88.28,84.06,200,490208,1871737
10519,888,cifar10,86.68,44.11,200,474272,1889223
11452,888,cifar10,80.66,60.36,200,237728,805501
10334,888,cifar10,92.17,92.24,200,499344,1829069
11440,888,cifar10,92.16,92.08,200,727888,2937717
10637,888,cifar10,93.07,93.04,200,1262384,5095171
10298,888,cifar10,90.41,88.9,200,551072,2078069
11154,888,cifar10,85.86,84.5,200,499136,1860515
11177,888,cifar10,89.19,88.61,200,332944,1199967
11141,888,cifar10,85.58,51.43,200,483664,1914013
11518,888,cifar10,88.41,87.58,200,518576,1860515
10287,888,cifar10,91.71,90.77,200,530848,1860451
11129,888,cifar10,87.7,74.6,200,245472,980059
11254,888,cifar10,92.79,92.59,200,1032016,4029255
