idx,seed,key,espdl_size_bytes,torch_size_bytes
3654,888,200,714656,2735301
3655,777,200,963216,4018420
3655,888,200,961840,4018484
3656,777,200,661728,2697636
3656,888,200,662416,2697700
3656,999,200,661040,2697828
3657,777,200,450944,1614755
3657,888,200,451632,1614755
3658,777,200,530656,2073715
3658,888,200,530656,2073715
3659,777,200,235232,779133
3659,888,200,235232,779133
3660,777,200,739632,2952966
3660,888,200,738960,2952966
3661,777,200,754304,2941939
3661,888,200,754304,2941939
3664,777,200,816928,3165179
3664,888,200,816928,3165051
3665,777,200,244080,767907
3665,888,200,244080,767907
3666,777,200,254128,1002110
3666,888,200,256864,1002046
3668,777,200,548960,2099277
3668,888,200,548960,2099341
3669,777,200,732112,2952774
3669,888,200,732800,2952774
3670,777,200,690672,2710827
3670,888,200,690672,2710827
3671,777,200,523552,1851755
3671,888,200,523552,1851755
3672,777,200,757248,3158452
3672,888,200,757248,3158452
3674,777,200,480032,1844779
3674,888,200,480032,1844843
3674,999,200,480032,1844715
3675,777,200,578736,2503906
3675,888,200,579424,2504034
3676,777,200,474128,1862334
3676,888,200,473440,1862270
3677,777,200,525600,2073715
3677,888,200,525600,2073715
3678,777,200,697728,2680337
3678,888,200,698432,2680401
3679,777,200,150912,513214
3679,888,200,150912,513214
3680,777,200,228560,784701
3680,888,200,229936,784637
3681,777,200,189712,729673
3681,888,200,187664,729673
3681,999,200,187664,729673
3682,777,200,1021280,4025275
3682,888,200,1021280,4025275
3683,777,200,300528,1232134
3683,888,200,297088,1232262
3684,777,200,172880,531096
3684,888,200,173600,531096
3684,999,200,171440,531096
3685,777,200,233216,810135
3685,888,200,231856,810071
3686,777,200,284416,973585
3686,888,200,285856,973585
3687,777,200,215408,736265
3687,888,200,213952,736265
3688,777,200,741152,2934131
3688,888,200,741840,2934131
3689,777,200,374272,1420641
3689,888,200,372864,1420641
3690,777,200,541760,2298036
3690,888,200,541760,2298228
3691,777,200,214960,742089
3691,888,200,212800,742089
3692,777,200,1257840,5091369
3692,888,200,1257840,5091241
3693,777,200,268560,991147
3693,888,200,268560,991147
3694,777,200,1020960,4025723
3694,888,200,1020960,4025787
3695,777,200,1065712,4231337
3695,888,200,1065712,4231337
3696,777,200,498544,1869253
3696,888,200,498544,1869189
3697,777,200,986736,4018612
3697,888,200,988112,4018420
3698,777,200,436400,1681322
3698,888,200,435024,1681322
3699,777,200,283552,1009093
3699,888,200,283552,1008965
3700,777,200,507456,1869253
3700,888,200,507456,1869253
3701,777,200,500672,1844715
3701,888,200,499248,1844843
3701,999,200,499952,1844779
3702,777,200,522496,2273754
3702,888,200,523168,2273882
3703,777,200,727152,2705003
3703,888,200,728560,2705003
3704,777,200,234592,761187
3704,888,200,235312,761187
3705,777,200,984784,4000993
3705,888,200,984784,4000609
3706,777,200,730480,2928044
3706,888,200,731856,2927980
3707,777,200,441056,1614755
3707,888,200,438192,1614819
3707,999,200,438192,1614819
3708,777,200,499408,2068012
3708,888,200,500096,2068012
3708,999,200,498736,2068012
3709,777,200,511984,1876165
3709,888,200,515536,1876165
3710,777,200,1013456,4025083
3710,888,200,1013456,4024827
3711,777,200,824016,3146529
3711,888,200,824016,3146657
3712,777,200,243136,761187
3712,888,200,243120,761187
3713,777,200,280736,984491
3713,888,200,280736,984491
3714,777,200,163040,537816
3714,888,200,163040,537752
3714,999,200,163040,537752
3715,777,200,947776,3813318
3715,888,200,948464,3813318
3716,777,200,425632,1656784
3716,888,200,427008,1656784
3716,999,200,426320,1656784
3717,777,200,504544,1893727
3717,888,200,508816,1893727
3718,777,200,710608,2753055
3718,888,200,712688,2753055
3719,777,200,715968,2711787
3719,888,200,715968,2711787
3721,777,200,977968,3818957
3721,888,200,977968,3818957
3724,777,200,334416,1190233
3724,888,200,332992,1190361
3725,777,200,777168,2940339
3725,888,200,777168,2940339
3726,777,200,702768,2928108
3726,888,200,702768,2928108
3726,999,200,700704,2928108
3727,777,200,729168,2736261
3727,888,200,729168,2736197
3728,777,200,449200,1645885
3728,888,200,449200,1645885
3729,777,200,424304,1632246
3729,888,200,424304,1632182
3729,999,200,424304,1632182
3730,777,200,675328,2722750
3730,888,200,675328,2722750
3730,999,200,674640,2722750
3732,777,200,962064,3777497
3732,888,200,960624,3777497
3733,777,200,566336,2323086
3733,888,200,566336,2323086
3734,777,200,440208,1639293
3734,888,200,440224,1639293
3734,999,200,440208,1639293
3735,777,200,803632,3147489
3735,888,200,803632,3147617
3737,777,200,755776,2940787
3737,888,200,755776,2940467
3738,777,200,1027616,4224226
3738,888,200,1027616,4224354
3739,777,200,527168,2067820
3739,888,200,527168,2067948
3740,777,200,759248,2934771
3740,888,200,761392,2934771
3741,777,200,240944,785789
3741,888,200,240944,785725
3742,777,200,326896,1239501
3742,888,200,326896,1239501
3743,777,200,245472,767907
3743,888,200,245472,767907
3744,777,200,756720,2941299
3744,888,200,756720,2941491
3745,777,200,565344,2063641
3745,888,200,565344,2063641
3746,777,200,719168,2711723
3746,888,200,719168,2711531
3747,777,200,234144,779005
3747,888,200,234144,779005
3747,999,200,234144,778941
3748,777,200,1047952,4231337
3748,888,200,1047952,4231337
3749,777,200,496896,1868357
3749,888,200,496896,1868293
3752,777,200,316688,1190297
3752,888,200,316688,1190297
3753,777,200,498624,1869189
3753,888,200,498624,1869125
3754,777,200,996400,4043214
3754,888,200,996400,4043214
3755,777,200,719264,2711659
3755,888,200,718544,2711659
3756,777,200,315632,1213555
3756,888,200,315632,1213491
3757,777,200,502256,2092806
3757,888,200,505680,2092806
3760,777,200,720816,2729541
3760,888,200,720832,2729541
3761,777,200,496928,1868485
3761,888,200,496928,1868485
3762,777,200,538992,2050393
3762,888,200,538992,2050393
3763,777,200,444064,1614755
3763,888,200,444784,1614691
3764,777,200,275632,984619
3764,888,200,279168,984619
3765,777,200,736928,2953094
3765,888,200,738976,2953030
3766,777,200,424288,1607644
3766,888,200,424288,1607644
3766,999,200,424288,1607644
3767,777,200,1266464,5314282
3767,888,200,1266464,5314282
3768,777,200,217632,779133
3768,888,200,217632,779069
3768,999,200,217632,779133
3769,777,200,500720,2067948
3769,888,200,499344,2067884
3769,999,200,500016,2067948
3771,777,200,1017808,4249148
3771,888,200,1017808,4249148
3772,777,200,506304,1851307
3772,888,200,506304,1851307
3773,777,200,425168,1656720
3773,888,200,423792,1656720
3773,999,200,425168,1656720
3774,777,200,243760,779133
3774,888,200,244464,779069
3774,999,200,243024,779133
3775,777,200,996416,4043342
3775,888,200,996416,4043342
3776,777,200,502960,2050457
3776,888,200,504320,2050457
3777,777,200,240208,779005
3777,888,200,240208,779005
3777,999,200,240208,778941
3778,777,200,480176,1826961
3778,888,200,482320,1826961
3778,999,200,482320,1826961
3780,777,200,785808,3165371
3780,888,200,785808,3165307
3781,777,200,740704,2718507
3781,888,200,740704,2718507
3782,777,200,555360,2280865
3782,888,200,557440,2280865
3783,777,200,698784,2746968
3783,888,200,696704,2746968
3784,777,200,446032,1837732
3784,888,200,446032,1837732
3784,999,200,446736,1837732
3785,777,200,445040,1613795
3785,888,200,443600,1613731
3786,777,200,542640,2074675
3786,888,200,542640,2074675
3787,777,200,1002816,4001185
3787,888,200,1002816,4000673
3787,999,200,1002816,4000993
3788,777,200,556496,2074931
3788,888,200,553616,2074931
3789,777,200,232768,803607
3789,888,200,232752,803607
3790,777,200,420752,1632246
3790,888,200,421440,1632246
3791,777,200,549920,2056985
3791,888,200,549920,2057113
3794,777,200,820288,3370857
3794,888,200,820288,3370793
3795,777,200,743168,2736133
3795,888,200,743168,2736197
3796,777,200,445072,1638205
3796,888,200,446512,1638141
3797,777,200,436592,1621411
3797,888,200,435904,1621411
3799,777,200,238672,778045
3799,888,200,238656,778045
3800,777,200,241312,779133
3800,888,200,241312,779133
3801,777,200,286288,1207724
3801,888,200,284224,1207660
3801,999,200,284928,1207340
3802,777,200,746752,2934899
3802,888,200,746752,2934899
3803,777,200,1047504,4230249
3803,888,200,1047504,4230377
3805,777,200,1215456,4884603
3805,888,200,1215456,4884603
3806,777,200,507360,1876101
3806,888,200,507360,1876037
3807,777,200,288560,1033631
3807,888,200,287104,1033631
3808,777,200,703024,2699665
3808,888,200,703024,2699665
3808,999,200,703024,2699665
3809,777,200,445040,1639293
3809,888,200,446480,1639165
3810,777,200,189968,580172
3810,888,200,189968,580172
3811,777,200,771680,3140705
3811,888,200,770992,3140641
3812,777,200,596304,2286753
3812,888,200,596304,2286945
3813,777,200,231664,977764
3813,888,200,230976,977764
3813,999,200,231664,977764
3814,777,200,461648,1663703
3814,888,200,461648,1663703
3815,777,200,527456,2117472
3815,888,200,526768,2117472
3816,777,200,704560,2704875
3816,888,200,704560,2705003
3817,777,200,583680,2304059
3817,888,200,583680,2304059
3818,777,200,810560,3364066
3818,888,200,810560,3364130
3820,777,200,749520,3158260
3820,888,200,748144,3158388
3821,777,200,516176,1869445
3821,888,200,518336,1869509
3822,777,200,719712,2977440
3822,888,200,721104,2977440
3823,777,200,745520,2916377
3823,888,200,745520,2916377
3824,777,200,241600,761187
3824,888,200,238720,761187
3824,999,200,243760,761187
3825,777,200,495728,2043602
3825,888,200,494336,2043602
3825,999,200,493648,2043410
3826,777,200,699344,2729541
3826,888,200,700032,2729541
3828,777,200,419216,1652413
3828,888,200,419216,1652477
3829,777,200,728288,2910617
3829,888,200,728288,2910617
3829,999,200,728288,2910617
3830,777,200,792576,3140961
3830,888,200,792576,3140961
3831,777,200,217824,785661
3831,888,200,217824,785661
3832,777,200,583792,2305147
3832,888,200,583792,2305147
3833,777,200,706592,2693905
3833,888,200,706592,2693905
3834,777,200,475536,2043474
3834,888,200,475536,2043474
3834,999,200,474864,2043474
3835,777,200,510080,2092614
3835,888,200,510768,2092614
3835,999,200,509392,2092614
3837,777,200,693424,2729477
3837,888,200,693424,2729477
3838,777,200,337552,1220083
3838,888,200,337552,1220083
3839,777,200,225792,754659
3839,888,200,225792,754659
3840,777,200,290144,997867
3840,888,200,290144,997803
3840,999,200,290144,997867
3841,777,200,256304,1002302
3841,888,200,256976,1002302
3842,777,200,312848,1207660
3842,888,200,312160,1207724
3843,777,200,695696,2747160
3843,888,200,696384,2747160
3844,777,200,574512,2528572
3844,888,200,574512,2528572
3845,777,200,512992,2092614
3845,888,200,515056,2092614
3846,777,200,743648,2959629
3846,888,200,745024,2959501
3847,777,200,453360,1628003
3847,888,200,453360,1628003
3849,777,200,1219632,5108988
3849,888,200,1219632,5108988
3850,777,200,493776,1844779
3850,888,200,493056,1844779
3851,777,200,583600,2304123
3851,888,200,583600,2304059
3852,777,200,676640,2679249
3852,888,200,675936,2679377
3852,999,200,675952,2679313
3853,777,200,553568,2074675
3853,888,200,554288,2074739
3855,777,200,729600,2909593
3855,888,200,729600,2909593
3855,999,200,729600,2909593
3856,777,200,763520,2959757
3856,888,200,763520,2959757
3857,777,200,713584,2686993
3857,888,200,713584,2687121
3857,999,200,713584,2687121
3858,777,200,711344,2903762
3858,888,200,708592,2903762
3858,999,200,709296,2903762
3859,777,200,483216,1820241
3859,888,200,482512,1820241
3860,777,200,532464,2050521
3860,888,200,534608,2050521
3861,777,200,507776,1869253
3861,888,200,507776,1869253
3862,777,200,970944,4043150
3862,888,200,970944,4043150
3863,777,200,407536,1705732
3863,888,200,408896,1705796
3864,777,200,765536,2917401
3864,888,200,766960,2917401
3865,777,200,498672,1869381
3865,888,200,500784,1869317
3867,777,200,457488,1652541
3867,888,200,458208,1652605
3868,777,200,516832,1851307
3868,888,200,516832,1851307
3869,777,200,499936,1869509
3869,888,200,499936,1869509
3870,777,200,459200,1645821
3870,888,200,459200,1645821
3871,777,200,582576,2305147
3871,888,200,582576,2305211
3872,777,200,717152,2705067
3872,888,200,717872,2705131
3872,999,200,719296,2705131
3873,777,200,453856,1663767
3873,888,200,453856,1663767
3873,999,200,453136,1663767
3874,777,200,279776,973521
3874,888,200,279776,973457
3875,777,200,476992,1820177
3875,888,200,477008,1820177
3876,777,200,554624,2280801
3876,888,200,554624,2280801
3877,777,200,1000800,4025275
3877,888,200,1000800,4025083
3878,777,200,502512,1851563
3878,888,200,502512,1851563
3879,777,200,498608,1869189
3879,888,200,498608,1869253
3880,777,200,242384,1002174
3880,888,200,242368,1002174
3881,777,200,705024,2693905
3881,888,200,705024,2693777
3882,777,200,1048112,4231209
3882,888,200,1048112,4231337
3883,777,200,784880,3165307
3883,888,200,784880,3165307
3884,777,200,522064,1844779
3884,888,200,522064,1844843
3884,999,200,522064,1844779
3885,777,200,227616,761251
3885,888,200,227616,761187
3886,777,200,492880,1844843
3886,888,200,493584,1844843
3886,999,200,494992,1844843
3888,777,200,1010704,4224162
3888,888,200,1011392,4224354
3889,777,200,482096,1844715
3889,888,200,481408,1844715
3889,999,200,481392,1844715
3891,777,200,507392,1869125
3891,888,200,507392,1869253
3892,777,200,291248,1014981
3892,888,200,291248,1014981
3894,777,200,152784,506622
3894,888,200,152784,506558
3894,999,200,152784,506558
3895,777,200,486448,1827025
3895,888,200,487888,1826961
3898,777,200,498016,1832721
3898,888,200,498016,1832721
3898,999,200,498016,1832721
3899,777,200,954048,3776537
3899,888,200,953344,3776537
3899,999,200,954048,3776537
3900,777,200,450784,1813322
3900,888,200,451504,1813322
3900,999,200,452224,1813322
3901,777,200,424880,1632246
3901,888,200,424880,1632246
3901,999,200,424880,1632246
3903,777,200,763408,2959693
3903,888,200,763408,2959693
3903,999,200,763408,2959693
3904,777,200,493536,1869509
3904,888,200,494944,1869509
3904,999,200,493536,1869445
3905,777,200,283280,990187
3905,888,200,283280,990187
3905,999,200,283280,990187
3906,777,200,476448,1886808
3906,888,200,477136,1886744
3906,999,200,476448,1886808
3907,777,200,973424,3770649
3907,888,200,972704,3770777
3907,999,200,973408,3770777
3908,777,200,459216,1911474
3908,888,200,461296,1911474
3908,999,200,461984,1911474
3909,777,200,289232,984619
3909,888,200,287088,984619
3909,999,200,289952,984683
3910,777,200,448368,1628067
3910,888,200,448368,1628067
3910,999,200,448368,1628067
3912,777,200,560320,2322958
3912,888,200,560320,2322958
3912,999,200,558944,2322958
3913,777,200,778672,3140833
3913,888,200,779344,3141025
3913,999,200,777296,3141025
3914,777,200,461680,1663831
3914,888,200,458128,1663831
3914,999,200,460944,1663831
3915,777,200,466688,1826961
3915,888,200,466688,1826961
3915,999,200,466688,1826833
3917,777,200,583648,2304443
3917,888,200,583648,2304443
3917,999,200,583648,2304507
3918,777,200,436000,1614755
3918,888,200,434560,1614755
3918,999,200,435280,1614755
3919,777,200,739824,2917337
3919,888,200,739824,2917401
3919,999,200,739824,2917401
3920,777,200,558064,2298292
3920,888,200,558064,2298292
3920,999,200,558752,2298356
3921,777,200,703808,2711595
3921,888,200,703808,2711595
3921,999,200,703808,2711595
3922,777,200,950160,3795187
3922,888,200,950160,3795187
3922,999,200,950160,3795123
3925,777,200,530432,2057177
3925,888,200,530432,2057177
3925,999,200,530432,2057177
3927,777,200,709216,2687185
3927,888,200,705680,2687185
3927,999,200,706416,2687185
3928,777,200,1262400,5090537
3928,888,200,1262400,5090281
3928,999,200,1262400,5090473
3929,777,200,324848,1190233
3929,888,200,322720,1190169
3929,999,200,326240,1190297
3930,777,200,545568,2074611
3930,888,200,545552,2074611
3930,999,200,543408,2074611
3931,777,200,993312,4224290
3931,888,200,993312,4224290
3931,999,200,993312,4224290
3932,777,200,745600,2934899
3932,888,200,745600,2934899
3932,999,200,745600,2934899
3934,777,200,760720,3134106
3934,888,200,760016,3134042
3934,999,200,761408,3134042
3935,777,200,695392,2747032
3935,888,200,697456,2747096
3935,999,200,692624,2747160
3936,777,200,472752,1862462
3936,888,200,474128,1862462
3936,999,200,472048,1862462
3937,777,200,554624,2280673
3937,888,200,554624,2280673
3937,999,200,554624,2280673
3938,777,200,297872,1232454
3938,888,200,297184,1232454
3938,999,200,298560,1232454
3940,777,200,508192,1893663
3940,888,200,508192,1893663
3940,999,200,508192,1893663
3941,777,200,286576,1008965
3941,888,200,287936,1009093
3941,999,200,287936,1008901
3942,777,200,552640,2081267
3942,888,200,552640,2081267
3942,999,200,552640,2081331
3943,777,200,155376,537752
3943,888,200,155376,537752
3943,999,200,155376,537752
3944,777,200,426688,1645821
3944,888,200,428752,1645949
3944,999,200,427360,1645949
3945,777,200,546096,2063641
3945,888,200,546096,2063641
3945,999,200,546096,2063641
3946,777,200,242992,779005
3946,888,200,242256,779005
3946,999,200,240080,779005
3947,777,200,506448,2067628
3947,888,200,507120,2067884
3947,999,200,507120,2067820
3949,777,200,587536,2286561
3949,888,200,587536,2286561
3949,999,200,587536,2286561
3950,777,200,314720,1214387
3950,888,200,314720,1214323
3950,999,200,314720,1214387
3951,777,200,420304,1656848
3951,888,200,423904,1656720
3951,999,200,426064,1656848
3952,777,200,536976,2099533
3952,888,200,536976,2099597
3952,999,200,536976,2099533
3953,777,200,276432,980241
3953,888,200,276432,980241
3953,999,200,276432,980241
3954,777,200,233952,779005
3954,888,200,236048,779069
3954,999,200,236048,779069
3956,777,200,481488,1833745
3956,888,200,481488,1833745
3956,999,200,481488,1833745
3957,777,200,744848,2934835
3957,888,200,744848,2934771
3957,999,200,744848,2934899
3958,777,200,273536,997931
3958,888,200,273536,997867
3958,999,200,273536,997931
3959,777,200,502336,1851691
3959,888,200,501616,1851691
3959,999,200,502336,1851691
3960,777,200,297200,973521
3960,888,200,295760,973585
3960,999,200,297920,973585
3961,777,200,447712,1628003
3961,888,200,447712,1628003
3961,999,200,447712,1628003
3962,777,200,283568,1009221
3962,888,200,283568,1009221
3962,999,200,283568,1009221
3964,777,200,472688,1893791
3964,888,200,471296,1893855
3964,999,200,471984,1893855
3965,777,200,688576,2687185
3965,888,200,688592,2687185
3965,999,200,688576,2687185
3966,777,200,498640,1869189
3966,888,200,498640,1869061
3966,999,200,498640,1869189
3967,777,200,803584,3147681
3967,888,200,803584,3147681
3967,999,200,803584,3147553
3968,777,200,996368,4043470
3968,888,200,996368,4043470
3968,999,200,996368,4043342
3969,777,200,750224,2910617
3969,888,200,749520,2910617
3969,999,200,752400,2910617
3970,777,200,499696,1875077
3970,888,200,499696,1875077
3970,999,200,499696,1875077
3971,777,200,721504,2927980
3971,888,200,721504,2927980
3971,999,200,721504,2927980
3972,777,200,706608,2705067
3972,888,200,706608,2705067
3972,999,200,706608,2705067
3973,777,200,692896,2680401
3973,888,200,692896,2680401
3973,999,200,692896,2680401
3975,777,200,793488,3141025
3975,888,200,794208,3141025
3975,999,200,793488,3141025
3976,777,200,743680,2927916
3976,888,200,742304,2928044
3976,999,200,742992,2927980
3977,777,200,772336,3133978
3977,888,200,770272,3133914
3977,999,200,770256,3134106
3978,777,200,525760,2074739
3978,888,200,525760,2074739
3978,999,200,525760,2074739
3979,777,200,422448,1656848
3979,888,200,428000,1656720
3979,999,200,422464,1656720
3980,777,200,291872,991211
3980,888,200,291872,991211
3980,999,200,291872,991211
3981,777,200,774736,2917465
3981,888,200,774736,2917465
3981,999,200,774736,2917465
3982,777,200,754288,2910489
3982,888,200,754976,2910489
3982,999,200,754288,2910617
3984,777,200,275120,991339
3984,888,200,275120,991339
3984,999,200,275120,991339
3985,777,200,744944,2934771
3985,888,200,744944,2934771
3985,999,200,744944,2934771
3986,777,200,946848,3770777
3986,888,200,946176,3770777
3986,999,200,946176,3770777
3987,777,200,474768,1651645
3987,888,200,474768,1651645
3987,999,200,474768,1651709
3988,777,200,731440,2952582
3988,888,200,731440,2952582
3988,999,200,732112,2952582
3989,777,200,740624,2718379
3989,888,200,740624,2718379
3989,999,200,740624,2718379
3990,777,200,1065792,4231337
3990,888,200,1065792,4231401
3990,999,200,1065792,4231401
3991,777,200,478672,1844843
3991,888,200,478672,1844843
3991,999,200,478672,1844843
3992,777,200,542576,2074675
3992,888,200,542576,2074675
3992,999,200,542576,2074675
3993,777,200,547584,2056729
3993,888,200,546176,2057241
3993,999,200,547600,2057113
3994,777,200,552304,2057241
3994,888,200,551584,2057241
3994,999,200,552304,2057241
3995,777,200,231152,754595
3995,888,200,233312,754595
3995,999,200,230464,754595
3996,777,200,565216,2063577
3996,888,200,565216,2063577
3996,999,200,565216,2063577
3997,777,200,535072,2273946
3997,888,200,534384,2273882
3997,999,200,534384,2273754
3998,777,200,545888,2298228
3998,888,200,547952,2298228
3998,999,200,548656,2298292
3999,777,200,194672,598054
3999,888,200,194672,598054
3999,999,200,194672,598054
4000,777,200,824000,3147681
4000,888,200,824000,3147617
4000,999,200,824000,3147681
4001,777,200,481328,1670231
4001,888,200,481328,1670359
4001,999,200,481328,1670359
4002,777,200,690928,2680401
4002,888,200,690928,2680337
4002,999,200,691600,2680401
4004,777,200,483552,1826833
4004,888,200,482880,1826833
4004,999,200,481488,1826833
4006,777,200,493520,1833745
4006,888,200,493520,1833745
4006,999,200,493520,1833745
4007,777,200,492800,2043602
4007,888,200,494848,2043602
4007,999,200,494864,2043538
4008,777,200,556496,2057241
4008,888,200,556496,2057241
4008,999,200,556496,2057241
4009,777,200,474416,1869125
4009,888,200,474416,1869189
4009,999,200,470960,1868805
4010,777,200,276240,966609
4010,888,200,276240,966417
4010,999,200,276240,966481
4011,777,200,708944,2729605
4011,888,200,709632,2729669
4011,999,200,711024,2729669
4012,777,200,261440,1026456
4012,888,200,261440,1026648
4012,999,200,260080,1026584
4013,777,200,814928,3388732
4013,888,200,814928,3388732
4013,999,200,814928,3388604
4014,777,200,495904,1851691
4014,888,200,495904,1851691
4014,999,200,495904,1851691
4015,777,200,714784,2705067
4015,888,200,719072,2705067
4015,999,200,716912,2705003
4017,777,200,772912,2917401
4017,888,200,772192,2917401
4018,777,200,192432,573516
4018,888,200,187392,573516
4018,999,200,190976,573516
4019,777,200,701888,2928108
4019,888,200,701184,2928044
4019,999,200,702560,2928108
4020,777,200,162048,530136
4020,888,200,161312,530136
4020,999,200,161328,530136
4022,777,200,504704,1876165
4022,888,200,504704,1876165
4023,777,200,798352,3165563
4023,888,200,798352,3165435
4024,777,200,751200,3133978
4024,888,200,750256,3133978
4024,999,200,749152,3134106
4025,777,200,236864,761315
4025,888,200,235424,761315
4026,777,200,255728,803543
4026,888,200,255728,803543
4028,777,200,427824,1602185
4028,888,200,429968,1602121
4029,777,200,340048,1239565
4029,888,200,340048,1239565
4030,777,200,697968,2705003
4030,888,200,697280,2704875
4031,777,200,714544,2693905
4031,888,200,713824,2693905
4032,777,200,542608,2074931
4032,888,200,542608,2074867
4033,777,200,416080,1610057
4033,888,200,416080,1610057
4033,999,200,416080,1610057
4034,777,200,244928,1002302
4034,888,200,249744,1002238
4034,999,200,249056,1002302
4036,777,200,238000,761187
4036,888,200,238000,761187
4036,999,200,238000,761187
4037,777,200,1186880,4878772
4037,888,200,1186880,4878708
4038,777,200,241200,977892
4038,888,200,241872,977892
4038,999,200,241872,977892
4039,777,200,539072,2063641
4039,888,200,539072,2063385
4039,999,200,539072,2063513
4040,777,200,154800,499902
4040,888,200,154800,499966
4040,999,200,154800,499902
4041,777,200,1004672,4248892
4041,888,200,1004672,4248892
4042,777,200,733264,2700625
4042,888,200,733264,2700625
4043,777,200,278048,1015941
4043,888,200,280096,1015941
4046,777,200,768016,2917401
4046,888,200,767296,2917401
4047,777,200,753792,2959885
4047,888,200,753104,2959885
4048,777,200,269808,966609
4048,888,200,269808,966609
4048,999,200,269808,966609
4050,777,200,991872,4018484
4050,888,200,991184,4018548
4052,777,200,722176,2928044
4052,888,200,722176,2928044
4052,999,200,722176,2928044
4054,777,200,415632,1596233
4054,888,200,415632,1596169
4054,999,200,415632,1596297
4055,777,200,208416,772150
4055,888,200,208416,772086
4055,999,200,209152,772150
4056,777,200,946544,3812934
4056,888,200,947216,3812870
4057,777,200,313072,1214451
4057,888,200,313776,1214451
4058,777,200,294560,991467
4058,888,200,294560,991403
4060,777,200,479968,1911410
4060,888,200,482032,1911410
4061,777,200,699232,2928044
4061,888,200,699232,2928108
4061,999,200,699232,2928108
4062,777,200,986944,3994266
4062,888,200,986256,3994266
4063,777,200,763760,3158388
4063,888,200,763744,3158388
4064,777,200,221888,742985
4064,888,200,221888,742985
4064,999,200,221888,742985
4065,777,200,456608,1621539
4065,888,200,455168,1621475
4065,999,200,458048,1621539
4066,777,200,440928,1627107
4066,888,200,440928,1627107
4067,777,200,711360,2680273
4067,888,200,713504,2680273
4069,777,200,817040,3165179
4069,888,200,817040,3165435
4070,777,200,261456,1183186
4070,888,200,261232,1183314
4070,999,200,262144,1183314
4071,777,200,266368,973585
4071,888,200,266368,973585
4071,999,200,266368,973585
4072,777,200,295824,1232454
4072,888,200,295824,1232454
4073,777,200,448192,1651645
4073,888,200,448192,1651645
4074,777,200,492880,1844843
4074,888,200,492880,1844843
4075,777,200,953056,3788204
4075,888,200,953040,3788140
4076,777,200,295856,1232326
4076,888,200,296544,1232390
4077,777,200,589632,2287073
4077,888,200,589632,2287329
4078,777,200,203328,736137
4078,888,200,202656,736073
4078,999,200,205392,736137
4079,777,200,505744,2068012
4079,888,200,502304,2068012
4080,777,200,1042896,4231273
4080,888,200,1042896,4231145
4081,777,200,459520,1886680
4081,888,200,457440,1886680
4082,777,200,507760,1858155
4082,888,200,507760,1858155
4083,777,200,803808,3165307
4083,888,200,803808,3165307
4085,777,200,511456,2092422
4085,888,200,509408,2092422
4086,777,200,182656,524440
4086,888,200,182656,524440
4087,777,200,547648,2074803
4087,888,200,547648,2074739
4088,777,200,704000,2711595
4088,888,200,704000,2711595
4089,777,200,220752,821098
4089,888,200,220752,821098
4089,999,200,220752,821098
4090,777,200,745952,2934771
4090,888,200,744592,2934771
4091,777,200,515968,1869061
4091,888,200,515968,1869253
4092,777,200,302544,1232774
4092,888,200,302544,1232646
4093,777,200,489920,1892575
4093,888,200,489920,1892767
4094,777,200,479200,1833745
4094,888,200,479200,1833745
4094,999,200,479200,1833617
4095,777,200,481664,1869317
4095,888,200,481664,1869317
4096,777,200,475440,1862398
4096,888,200,475456,1862398
4097,777,200,451536,1628067
4097,888,200,450112,1628067
4098,777,200,268576,991147
4098,888,200,268576,991147
4099,777,200,759008,2910617
4099,888,200,758288,2910617
4100,777,200,210816,743113
4100,888,200,210816,743113
4102,777,200,960544,3777433
4102,888,200,960544,3777433
4103,777,200,469008,1663703
4103,888,200,469008,1663703
4104,777,200,560736,2081651
4104,888,200,560736,2081651
4105,777,200,530544,2056217
4105,888,200,530544,2056217
4107,777,200,582880,2280865
4107,888,200,582144,2280865
4108,777,200,437264,1614755
4108,888,200,437264,1614755
4109,777,200,467920,1887064
4109,888,200,470672,1887064
4110,777,200,463296,1645885
4110,888,200,462592,1645949
4111,777,200,493200,2067948
4111,888,200,491136,2067948
4112,777,200,284912,984555
4112,888,200,285632,984555
4113,777,200,563328,2287457
4113,888,200,563328,2287393
4114,777,200,977120,3994266
4114,888,200,975040,3994266
4115,777,200,450160,1645821
4115,888,200,452992,1645757
4116,777,200,491264,1869253
4116,888,200,491264,1869253
4116,999,200,491264,1869253
4117,777,200,434496,1614819
4117,888,200,435216,1614819
4117,999,200,433120,1614819
4118,777,200,345680,1221491
4118,888,200,345680,1221491
4120,777,200,286368,1009349
4120,888,200,285008,1009349
4121,777,200,532368,2074931
4121,888,200,532384,2074931
4122,777,200,498688,1869317
4122,888,200,498688,1869253
4123,777,200,516112,2067884
4123,888,200,516096,2067948
4124,777,200,811456,3147681
4124,888,200,811456,3147681
4125,777,200,1051536,4454122
4125,888,200,1051536,4454122
4126,777,200,535392,2062873
4126,888,200,535392,2062873
4127,777,200,492640,1868421
4127,888,200,486288,1868421
4128,777,200,743248,2736325
4128,888,200,743248,2736325
4129,777,200,514992,2092614
4129,888,200,513632,2092614
4130,777,200,295632,991531
4130,888,200,295632,991595
4130,999,200,295632,991595
4131,777,200,754928,2934899
4131,888,200,755648,2934899
4132,777,200,502672,1844907
