idx,seed,dataset,acc,esp_acc
10500,777,cifar10,92.19,92.01
11607,999,cifar10,87.74,70.38
11154,888,cifar10,85.86,84.50
10809,777,cifar10,92.29,91.80
11177,888,cifar10,89.19,88.61
11141,888,cifar10,85.58,51.43
11279,777,cifar10,92.65,92.65
11518,888,cifar10,88.41,87.58
11266,999,cifar10,87.80,78.25
10287,888,cifar10,91.71,90.77
11485,777,cifar10,91.27,90.83
11129,888,cifar10,87.70,74.60
10550,999,cifar10,90.34,88.19
10841,777,cifar10,88.67,87.51
11575,777,cifar10,10.00,10.00
11429,777,cifar10,90.97,88.65
10435,777,cifar10,75.76,62.52
11254,888,cifar10,92.79,92.59
10488,777,cifar10,89.23,10.00
11587,777,cifar10,92.55,92.68
11244,777,cifar10,92.31,91.94
11656,777,cifar10,86.77,24.17
10703,888,cifar10,92.95,92.85
10477,777,cifar10,76.10,68.69
10446,777,cifar10,91.90,91.53
10311,888,cifar10,91.28,90.63
11475,888,cifar10,89.67,88.89
11232,888,cifar10,93.79,93.85
11103,888,cifar10,92.02,91.30
11416,777,cifar10,88.29,80.32
10573,777,cifar10,93.13,92.63
11690,777,cifar10,88.19,87.48
10798,888,cifar10,89.46,83.06
10947,777,cifar10,92.12,92.01
11497,777,cifar10,89.70,89.24
11045,888,cifar10,92.33,92.05
10863,888,cifar10,88.46,88.05
10603,888,cifar10,93.93,93.79
10661,777,cifar10,92.17,63.40
11008,888,cifar10,87.46,79.65
10355,888,cifar10,91.80,91.28
10730,888,cifar10,88.31,87.28
11563,777,cifar10,90.15,84.94
11668,777,cifar10,88.22,81.78
11646,777,cifar10,91.43,91.22
11704,777,cifar10,76.25,10.05
10366,888,cifar10,89.36,88.92
11319,777,cifar10,91.61,91.30
10897,777,cifar10,92.26,92.27
11597,999,cifar10,92.00,91.75
11293,777,cifar10,89.15,86.64
10412,888,cifar10,93.53,93.32
11464,888,cifar10,86.44,86.30
11620,888,cifar10,90.74,89.09
11068,999,cifar10,79.86,17.02
10775,888,cifar10,86.90,53.60
10971,777,cifar10,86.72,10.04
11330,777,cifar10,10.00,10.00
10390,777,cifar10,88.88,85.62
10379,888,cifar10,90.69,89.63
10673,777,cifar10,87.14,86.77
10854,888,cifar10,10.00,10.00
11373,888,cifar10,86.67,86.17
10217,888,cifar10,93.37,93.12
11022,888,cifar10,93.64,93.37
11679,777,cifar10,91.34,89.88
10876,777,cifar10,10.00,10.00
10787,888,cifar10,86.64,86.03
10831,888,cifar10,90.99,90.66
11201,777,cifar10,93.63,93.55
11552,999,cifar10,87.08,75.80
10583,888,cifar10,90.75,89.82
11031,777,cifar10,92.63,92.31
10628,888,cifar10,91.77,91.61
10997,777,cifar10,89.76,89.20
11363,777,cifar10,90.99,45.65
10456,888,cifar10,89.12,21.41
10917,888,cifar10,88.99,86.16
10540,777,cifar10,92.27,91.83
11633,888,cifar10,91.89,91.13
11540,888,cifar10,89.50,46.58
10820,888,cifar10,91.91,91.51
10420,888,cifar10,87.34,10.74
11405,777,cifar10,92.11,17.62
10907,888,cifar10,88.55,13.85
11081,888,cifar10,90.10,83.26
10401,777,cifar10,72.82,15.76
11116,888,cifar10,92.03,91.19
10717,777,cifar10,75.86,20.19
11167,777,cifar10,92.98,92.97
10618,888,cifar10,88.90,10.00
10638,777,cifar10,10.00,10.00
10764,888,cifar10,91.42,89.67
10532,777,cifar10,82.69,43.29
11530,888,cifar10,93.36,75.87
11222,888,cifar10,91.82,91.72
11093,777,cifar10,85.45,77.21
11395,888,cifar10,93.53,93.17
10744,777,cifar10,89.27,10.03
11740,777,cifar10,80.31,57.45
10520,777,cifar10,10.00,10.00
10564,777,cifar10,93.23,93.11
10694,777,cifar10,92.55,86.00
10511,777,cifar10,91.85,91.58
10651,888,cifar10,87.45,42.71
11059,777,cifar10,90.64,90.39
10468,777,cifar10,92.51,92.43
10683,777,cifar10,92.30,92.39
10936,888,cifar10,92.41,52.14
11727,777,cifar10,92.30,92.39
10345,777,cifar10,88.82,17.70
10958,777,cifar10,87.50,10.51
10886,888,cifar10,92.46,92.41
11341,999,cifar10,91.24,90.56
11609,777,cifar10,85.75,53.51
10753,888,cifar10,91.43,90.60
11188,777,cifar10,91.04,90.45
11212,777,cifar10,92.21,91.79
11178,777,cifar10,90.23,89.37
11384,888,cifar10,92.11,91.86
11307,888,cifar10,93.83,93.68
11155,777,cifar10,92.93,92.81
10926,888,cifar10,89.63,88.39
11656,888,cifar10,86.61,14.53
11129,999,cifar10,87.41,74.12
11519,777,cifar10,88.22,80.26
11752,777,cifar10,83.03,81.85
10477,888,cifar10,75.92,66.84
11142,777,cifar10,92.76,92.55
10809,888,cifar10,92.28,91.95
11717,777,cifar10,92.59,92.37
10983,888,cifar10,90.08,89.17
11575,888,cifar10,10.00,10.00
10594,888,cifar10,91.81,91.29
10312,777,cifar10,78.88,22.83
11440,999,cifar10,92.12,91.75
11353,888,cifar10,92.99,69.28
11690,888,cifar10,88.31,87.36
10841,888,cifar10,88.88,86.33
10435,888,cifar10,75.38,64.85
11429,888,cifar10,91.17,89.97
10730,999,cifar10,88.51,87.58
11268,777,cifar10,92.58,92.67
11330,888,cifar10,10.00,10.00
11704,888,cifar10,76.71,31.53
11233,777,cifar10,92.20,38.74
11475,999,cifar10,89.72,89.22
10854,999,cifar10,10.00,10.00
10446,888,cifar10,92.19,92.00
11506,888,cifar10,92.25,91.48
11453,777,cifar10,91.78,91.34
11256,777,cifar10,88.89,13.78
11279,888,cifar10,92.65,92.55
10619,777,cifar10,77.60,72.72
10500,888,cifar10,92.58,92.23
10799,777,cifar10,89.20,88.30
11668,888,cifar10,88.09,79.56
11497,888,cifar10,89.81,88.40
11587,888,cifar10,92.76,92.27
10947,888,cifar10,92.19,91.96
11008,999,cifar10,88.19,81.99
10488,888,cifar10,88.65,10.00
11621,777,cifar10,78.30,20.34
11342,777,cifar10,57.67,10.34
11319,888,cifar10,91.25,90.84
10775,999,cifar10,87.24,79.09
10703,999,cifar10,93.05,92.97
10673,888,cifar10,86.17,85.94
10605,777,cifar10,92.40,92.43
11788,777,cifar10,88.91,87.47
11485,888,cifar10,90.94,90.71
11293,888,cifar10,89.61,86.80
10629,777,cifar10,89.88,46.73
11466,777,cifar10,81.42,63.09
11416,888,cifar10,88.37,82.00
10390,888,cifar10,89.01,86.29
10765,777,cifar10,79.60,22.17
11764,777,cifar10,73.78,14.72
11563,888,cifar10,90.62,80.62
11541,777,cifar10,88.66,85.58
10356,777,cifar10,92.33,92.17
11070,777,cifar10,92.24,91.98
10876,888,cifar10,10.00,10.00
11679,888,cifar10,90.85,87.87
10638,888,cifar10,10.00,10.00
11046,777,cifar10,89.06,81.81
10997,888,cifar10,89.94,87.82
10551,777,cifar10,91.79,91.36
10820,999,cifar10,92.24,91.96
11222,999,cifar10,91.93,91.76
10908,777,cifar10,88.89,84.96
10864,777,cifar10,88.87,86.09
11646,888,cifar10,91.68,91.33
10971,888,cifar10,86.63,11.99
11740,888,cifar10,80.56,38.00
10717,888,cifar10,75.92,14.59
10532,888,cifar10,83.35,47.15
11023,777,cifar10,91.93,91.12
11244,888,cifar10,92.06,91.48
11598,777,cifar10,93.30,93.14
10573,888,cifar10,92.51,92.09
11531,777,cifar10,86.60,86.30
11553,777,cifar10,89.40,86.75
11633,999,cifar10,92.12,91.55
10661,888,cifar10,92.52,80.24
10401,888,cifar10,73.31,17.48
10520,888,cifar10,10.00,10.00
10788,777,cifar10,92.85,92.10
11093,888,cifar10,83.49,69.70
11104,777,cifar10,93.18,92.83
11374,777,cifar10,92.73,92.61
10652,777,cifar10,75.84,66.95
11727,888,cifar10,92.13,91.93
10887,777,cifar10,92.77,92.51
10897,888,cifar10,92.02,91.70
11117,777,cifar10,89.77,89.27
10832,777,cifar10,86.65,70.86
11363,888,cifar10,90.90,48.44
10744,888,cifar10,88.83,10.88
11752,888,cifar10,83.91,83.63
11609,888,cifar10,85.38,70.90
10683,888,cifar10,92.33,92.33
10918,777,cifar10,91.19,90.91
11167,888,cifar10,93.60,93.48
11657,777,cifar10,90.42,90.10
10540,888,cifar10,92.68,91.55
11777,777,cifar10,93.64,93.54
11059,888,cifar10,89.98,89.71
11690,999,cifar10,88.44,87.72
10984,777,cifar10,89.95,88.20
10584,777,cifar10,92.01,89.03
10312,888,cifar10,78.21,16.91
11308,777,cifar10,86.68,17.53
11178,888,cifar10,90.04,89.45
10619,888,cifar10,76.27,68.47
11799,777,cifar10,92.82,92.37
10810,777,cifar10,78.44,25.91
11342,888,cifar10,56.57,10.09
10753,999,cifar10,91.48,91.40
11330,999,cifar10,10.00,10.00
11082,777,cifar10,91.70,88.93
10936,999,cifar10,92.37,56.55
11519,888,cifar10,88.50,80.69
11201,888,cifar10,93.28,93.03
11575,999,cifar10,10.00,10.00
11155,888,cifar10,93.22,92.90
11280,777,cifar10,80.28,55.83
11396,777,cifar10,92.43,92.00
11031,888,cifar10,92.37,92.00
10457,777,cifar10,88.26,87.80
10345,888,cifar10,88.96,32.23
10468,888,cifar10,92.12,91.92
11405,888,cifar10,92.37,12.34
11142,888,cifar10,92.81,92.30
10564,888,cifar10,92.75,92.59
11704,999,cifar10,78.06,16.56
11354,777,cifar10,86.31,59.87
10511,888,cifar10,91.68,91.73
11476,777,cifar10,92.05,92.00
10422,777,cifar10,91.06,89.69
10731,777,cifar10,92.12,92.01
11507,777,cifar10,88.79,88.66
10842,777,cifar10,88.62,71.44
11212,888,cifar10,91.89,91.51
10595,777,cifar10,92.14,91.76
11429,999,cifar10,91.36,89.50
10478,777,cifar10,74.11,11.54
10694,888,cifar10,92.91,83.41
11717,888,cifar10,93.02,92.68
10958,888,cifar10,86.20,10.38
11486,777,cifar10,88.35,86.95
10926,999,cifar10,89.04,86.47
11233,888,cifar10,92.09,35.22
11812,777,cifar10,91.87,38.78
11442,777,cifar10,92.07,91.60
11130,777,cifar10,91.52,89.54
11385,777,cifar10,93.29,93.11
11188,888,cifar10,90.74,90.17
10674,777,cifar10,91.45,91.46
11668,999,cifar10,88.11,84.27
10776,777,cifar10,87.52,57.46
10765,888,cifar10,79.35,21.64
11589,777,cifar10,88.40,83.05
11268,888,cifar10,92.31,92.06
11833,777,cifar10,80.00,56.99
11497,999,cifar10,89.20,89.07
10799,888,cifar10,88.60,88.39
11621,888,cifar10,78.68,40.83
10629,888,cifar10,89.93,34.86
10821,777,cifar10,87.77,86.66
11541,888,cifar10,88.69,84.82
11256,888,cifar10,88.65,14.52
10501,777,cifar10,90.67,89.50
11319,999,cifar10,91.32,90.86
11788,888,cifar10,88.99,85.55
10947,999,cifar10,91.75,91.95
11342,999,cifar10,57.27,10.17
10489,777,cifar10,91.27,89.70
10638,999,cifar10,10.00,10.00
10619,999,cifar10,76.76,72.00
10605,888,cifar10,92.62,92.58
11466,888,cifar10,81.40,30.64
10704,777,cifar10,91.99,91.86
10876,999,cifar10,10.00,10.00
11417,777,cifar10,89.68,30.17
10908,888,cifar10,88.94,86.15
11094,777,cifar10,79.73,39.33
10532,999,cifar10,82.99,19.49
11679,999,cifar10,91.12,89.59
11742,777,cifar10,91.78,91.51
11280,888,cifar10,80.79,48.07
11764,888,cifar10,73.96,11.64
10855,777,cifar10,92.23,92.15
11070,888,cifar10,92.14,92.04
11531,888,cifar10,86.56,86.22
10972,777,cifar10,89.91,59.54
11823,777,cifar10,93.19,92.62
11453,888,cifar10,90.98,90.44
10356,888,cifar10,92.87,92.43
10520,999,cifar10,10.00,10.00
10887,888,cifar10,92.62,92.21
10984,888,cifar10,89.72,87.79
11223,777,cifar10,87.80,9.97
10312,999,cifar10,78.36,14.61
10898,777,cifar10,90.98,89.36
11727,999,cifar10,92.30,92.39
10652,888,cifar10,75.86,66.52
11657,888,cifar10,90.31,89.88
10810,888,cifar10,78.44,16.91
11032,777,cifar10,91.81,91.82
11308,888,cifar10,86.22,22.33
11564,777,cifar10,93.75,88.94
10718,777,cifar10,91.61,91.30
11609,999,cifar10,85.73,56.76
11046,888,cifar10,88.85,78.82
11844,777,cifar10,87.25,82.92
11553,888,cifar10,89.02,85.47
11486,888,cifar10,88.20,86.39
11011,777,cifar10,92.06,91.95
11430,777,cifar10,86.72,18.16
11178,999,cifar10,90.39,89.52
11023,888,cifar10,92.10,91.08
11476,888,cifar10,92.22,92.04
10574,777,cifar10,91.80,91.62
11364,777,cifar10,75.84,66.95
11577,777,cifar10,90.85,90.77
10745,777,cifar10,75.76,62.52
11117,888,cifar10,89.29,88.16
10512,777,cifar10,86.96,83.25
10864,888,cifar10,88.93,84.90
11507,888,cifar10,88.49,88.38
11294,777,cifar10,93.12,92.85
11598,888,cifar10,93.31,93.19
10684,777,cifar10,92.59,92.37
10662,777,cifar10,84.92,9.07
11246,777,cifar10,92.15,66.57
11691,777,cifar10,92.24,92.24
10788,888,cifar10,92.97,92.29
10731,888,cifar10,91.99,91.60
10754,777,cifar10,91.36,89.75
11354,888,cifar10,87.02,33.05
10998,777,cifar10,90.32,90.04
11167,999,cifar10,93.11,93.06
11142,999,cifar10,92.44,92.18
11269,777,cifar10,80.97,59.14
10765,999,cifar10,78.58,33.03
11202,777,cifar10,91.32,89.69
10832,888,cifar10,86.35,28.64
10674,888,cifar10,92.03,91.95
11374,888,cifar10,92.96,93.06
11520,777,cifar10,92.07,60.69
10918,888,cifar10,90.90,90.73
11833,888,cifar10,79.88,63.33
10821,888,cifar10,87.82,86.57
10551,888,cifar10,91.93,91.51
11157,777,cifar10,93.84,93.82
11634,777,cifar10,91.83,91.33
11647,777,cifar10,92.64,92.50
10842,888,cifar10,88.30,71.78
10540,999,cifar10,92.57,91.55
10776,888,cifar10,86.81,78.42
11082,888,cifar10,90.82,88.14
11854,777,cifar10,90.03,89.01
11396,888,cifar10,92.23,91.91
10584,888,cifar10,91.75,84.77
10468,999,cifar10,92.49,92.43
11498,777,cifar10,10.00,10.00
10629,999,cifar10,90.03,35.20
11234,777,cifar10,91.95,91.87
11406,777,cifar10,88.89,80.53
10595,888,cifar10,92.30,92.03
11589,888,cifar10,88.04,82.95
11541,999,cifar10,88.76,85.43
10927,777,cifar10,91.94,91.82
10937,777,cifar10,92.54,92.28
11104,888,cifar10,93.13,92.78
11621,999,cifar10,78.86,24.64
11812,888,cifar10,91.89,29.96
11799,888,cifar10,93.02,92.85
10565,777,cifar10,92.22,91.87
11670,777,cifar10,88.17,10.00
10478,888,cifar10,74.65,10.00
11213,777,cifar10,89.80,88.85
11280,999,cifar10,79.79,63.07
10457,888,cifar10,88.01,87.83
11442,888,cifar10,91.52,91.45
11060,777,cifar10,93.26,93.27
10799,999,cifar10,88.78,88.24
11717,999,cifar10,92.59,92.37
11777,888,cifar10,93.64,93.46
10961,777,cifar10,86.72,77.25
11331,777,cifar10,93.26,93.05
11788,999,cifar10,88.66,86.60
11754,777,cifar10,93.54,93.43
11680,777,cifar10,92.30,92.39
10639,777,cifar10,92.55,74.09
10422,888,cifar10,92.03,89.94
11728,777,cifar10,79.93,49.56
10489,888,cifar10,91.38,89.94
11094,888,cifar10,80.61,38.23
10888,777,cifar10,86.57,86.46
11130,888,cifar10,90.61,89.26
11385,888,cifar10,92.78,92.59
10501,888,cifar10,90.82,89.30
11320,777,cifar10,91.44,91.42
10877,777,cifar10,88.92,85.84
11189,777,cifar10,91.49,90.90
11658,777,cifar10,77.80,29.27
11257,777,cifar10,91.72,91.37
10908,999,cifar10,89.31,85.07
11742,888,cifar10,92.01,91.88
10948,777,cifar10,93.75,93.70
11430,888,cifar10,86.70,18.74
11878,777,cifar10,89.63,89.65
11343,777,cifar10,90.22,88.46
11705,777,cifar10,93.50,93.41
10695,777,cifar10,92.09,66.86
11766,777,cifar10,76.81,33.58
11032,888,cifar10,92.20,92.10
10898,888,cifar10,90.97,89.38
11072,777,cifar10,87.27,46.91
10605,999,cifar10,92.57,92.36
10653,777,cifar10,87.11,47.54
11417,888,cifar10,90.05,41.96
11467,777,cifar10,92.47,92.34
10972,888,cifar10,90.27,70.27
11476,999,cifar10,92.14,91.94
10533,777,cifar10,90.00,89.00
10620,777,cifar10,93.30,93.22
10704,888,cifar10,91.71,91.62
11047,777,cifar10,81.43,62.60
11508,777,cifar10,88.40,85.98
11269,888,cifar10,79.27,33.88
10821,999,cifar10,87.18,85.86
11223,888,cifar10,84.53,10.00
10766,777,cifar10,56.48,10.00
11118,777,cifar10,88.04,87.19
10985,777,cifar10,92.22,91.48
11309,777,cifar10,92.97,92.45
11577,888,cifar10,90.89,91.04
11454,777,cifar10,92.59,92.40
10512,888,cifar10,87.29,83.14
10731,999,cifar10,92.09,91.79
11610,777,cifar10,89.24,86.88
11554,777,cifar10,91.91,91.88
11844,888,cifar10,86.58,82.82
11532,777,cifar10,91.79,90.64
11024,777,cifar10,91.93,36.63
10718,888,cifar10,91.91,91.30
11364,888,cifar10,75.75,65.79
10843,777,cifar10,80.68,27.11
11487,777,cifar10,92.45,92.34
11354,999,cifar10,85.25,60.22
10745,888,cifar10,76.10,65.63
11865,777,cifar10,88.01,87.01
11834,777,cifar10,91.46,89.38
11498,888,cifar10,10.00,10.00
10521,777,cifar10,92.59,92.40
10855,888,cifar10,92.63,92.21
11691,888,cifar10,92.30,92.02
10630,777,cifar10,91.92,91.80
10574,888,cifar10,92.18,91.94
10754,888,cifar10,91.67,90.49
10789,777,cifar10,89.46,85.61
11397,777,cifar10,86.72,18.16
10684,888,cifar10,92.69,92.40
11823,888,cifar10,92.65,91.77
11564,888,cifar10,93.64,86.06
11083,777,cifar10,87.97,87.35
10811,777,cifar10,92.92,92.19
11728,888,cifar10,79.81,61.69
11542,777,cifar10,88.70,85.82
11589,999,cifar10,88.59,76.10
10865,777,cifar10,88.59,85.95
10675,777,cifar10,75.89,65.16
11680,888,cifar10,91.76,91.81
11202,888,cifar10,91.11,89.53
11144,777,cifar10,88.86,42.18
11234,888,cifar10,91.54,91.50
11157,888,cifar10,93.69,93.61
10888,888,cifar10,86.14,85.89
11520,888,cifar10,91.92,70.16
11168,777,cifar10,10.00,10.00
10662,888,cifar10,84.48,11.23
11813,777,cifar10,10.00,10.00
11599,777,cifar10,91.76,90.68
11246,888,cifar10,92.56,84.36
11179,777,cifar10,91.03,11.79
11891,777,cifar10,88.90,88.19
10777,777,cifar10,92.30,35.26
10927,888,cifar10,92.42,92.25
11801,777,cifar10,90.85,90.77
11658,888,cifar10,79.13,21.80
11094,999,cifar10,80.50,55.73
11281,777,cifar10,89.86,88.80
11670,888,cifar10,87.67,10.00
10595,999,cifar10,92.56,92.15
11854,888,cifar10,89.75,88.32
11914,777,cifar10,89.26,10.25
11011,888,cifar10,92.01,91.85
11374,999,cifar10,92.80,92.74
11903,777,cifar10,89.92,88.13
10833,777,cifar10,91.91,90.85
10639,888,cifar10,91.60,55.90
11789,777,cifar10,91.95,91.34
10919,777,cifar10,92.72,92.71
11386,777,cifar10,78.30,20.34
11406,888,cifar10,89.10,79.58
10998,888,cifar10,89.87,88.60
11432,777,cifar10,88.76,88.24
10541,777,cifar10,92.55,92.16
10877,888,cifar10,89.06,85.24
11106,777,cifar10,91.93,91.46
11294,888,cifar10,93.38,93.02
11634,888,cifar10,92.14,91.91
11443,777,cifar10,93.71,93.43
10489,999,cifar10,91.62,89.90
11032,999,cifar10,91.80,91.74
11213,888,cifar10,89.91,87.77
11878,888,cifar10,89.34,88.46
11477,777,cifar10,58.84,11.59
11622,777,cifar10,88.45,87.04
11718,777,cifar10,90.99,89.45
11647,888,cifar10,93.37,92.70
10565,888,cifar10,92.07,91.69
10937,888,cifar10,92.66,92.57
10961,888,cifar10,86.72,77.99
10551,999,cifar10,92.24,91.83
11224,777,cifar10,49.62,21.88
10909,777,cifar10,89.59,87.09
10898,999,cifar10,91.08,89.71
10585,777,cifar10,91.11,91.13
11508,888,cifar10,88.51,84.30
10423,777,cifar10,84.72,78.96
10653,888,cifar10,86.67,63.71
11320,888,cifar10,92.08,91.85
11766,888,cifar10,79.95,11.21
10766,888,cifar10,55.74,10.65
11047,888,cifar10,80.73,60.32
11072,888,cifar10,87.15,20.71
11257,888,cifar10,92.44,92.17
11131,777,cifar10,92.29,90.37
10972,999,cifar10,90.16,47.42
10800,777,cifar10,88.75,8.82
11118,888,cifar10,87.94,86.97
10948,888,cifar10,93.81,93.67
11778,777,cifar10,92.80,92.56
11060,888,cifar10,93.49,93.48
11343,888,cifar10,89.78,88.36
11331,888,cifar10,93.19,93.04
11728,999,cifar10,80.34,47.93
10843,888,cifar10,80.28,33.18
10533,888,cifar10,90.25,89.49
11467,888,cifar10,91.91,91.95
11845,777,cifar10,81.40,25.11
11189,888,cifar10,90.90,90.15
10732,777,cifar10,92.42,92.34
11498,999,cifar10,10.00,10.00
11309,888,cifar10,92.89,92.52
11928,777,cifar10,92.54,92.28
11578,777,cifar10,91.53,90.80
10630,888,cifar10,92.17,91.90
11554,888,cifar10,91.77,91.74
11834,888,cifar10,90.84,88.91
11610,888,cifar10,89.25,85.09
11754,888,cifar10,93.49,93.59
11744,777,cifar10,90.10,16.86
11680,999,cifar10,91.92,91.86
10620,888,cifar10,92.97,92.84
10985,888,cifar10,92.19,91.21
11397,888,cifar10,86.22,22.76
10608,777,cifar10,91.65,91.36
11024,888,cifar10,92.05,16.72
11270,777,cifar10,93.75,88.94
10719,777,cifar10,90.29,88.74
11418,777,cifar10,93.11,76.46
11454,888,cifar10,92.65,92.49
11083,888,cifar10,88.48,87.01
11658,999,cifar10,77.57,19.83
10705,777,cifar10,90.92,87.16
11487,888,cifar10,92.87,92.34
11542,888,cifar10,89.15,86.04
10822,777,cifar10,92.29,26.04
10695,888,cifar10,91.79,44.03
10754,999,cifar10,91.64,89.86
10596,777,cifar10,92.30,92.39
11813,888,cifar10,10.00,10.00
11522,777,cifar10,88.64,88.47
10789,888,cifar10,89.15,86.46
11203,777,cifar10,90.27,87.53
10684,999,cifar10,92.53,92.57
10856,777,cifar10,91.52,91.19
11705,888,cifar10,92.67,92.55
10746,777,cifar10,90.34,17.76
11355,777,cifar10,90.10,85.18
11158,777,cifar10,92.20,91.78
11477,888,cifar10,59.75,17.51
11938,777,cifar10,92.53,91.94
11855,777,cifar10,85.36,43.09
11532,888,cifar10,92.13,91.43
11692,777,cifar10,93.90,93.69
11432,888,cifar10,88.68,87.04
11566,777,cifar10,90.39,11.76
11224,888,cifar10,48.62,15.48
11365,777,cifar10,91.33,90.97
10675,888,cifar10,75.76,67.37
11914,888,cifar10,89.67,10.00
11144,888,cifar10,88.77,37.42
10963,777,cifar10,85.42,77.53
11801,888,cifar10,91.24,91.03
11375,777,cifar10,88.40,83.05
11281,888,cifar10,89.68,88.08
11865,888,cifar10,88.24,86.57
11891,888,cifar10,88.68,88.43
10663,777,cifar10,92.45,92.34
10927,999,cifar10,92.37,92.06
11386,888,cifar10,78.86,24.64
11635,777,cifar10,89.32,88.83
10865,888,cifar10,88.94,85.85
10877,999,cifar10,88.76,85.23
10521,888,cifar10,92.96,92.81
11508,999,cifar10,88.92,85.43
11671,777,cifar10,91.85,91.22
10777,888,cifar10,92.18,24.22
10889,777,cifar10,92.22,91.84
11168,888,cifar10,10.00,10.00
10766,999,cifar10,56.30,12.34
11590,777,cifar10,91.97,91.56
11789,888,cifar10,92.03,91.42
10811,888,cifar10,92.90,92.47
11407,777,cifar10,82.32,75.94
11903,888,cifar10,89.97,86.58
11599,888,cifar10,92.14,90.81
11949,777,cifar10,89.88,45.04
11962,777,cifar10,86.22,51.64
11215,777,cifar10,89.77,89.27
10653,999,cifar10,87.16,71.09
10575,777,cifar10,93.12,93.11
10999,777,cifar10,86.99,82.79
11443,888,cifar10,93.84,93.52
11095,777,cifar10,91.93,91.54
11247,777,cifar10,91.27,91.00
11824,777,cifar10,89.62,49.33
11034,777,cifar10,89.64,47.24
10909,888,cifar10,89.66,87.73
11766,999,cifar10,77.39,10.01
11106,888,cifar10,92.49,91.95
11179,888,cifar10,89.79,12.17
11718,888,cifar10,91.28,88.60
10899,777,cifar10,87.37,67.13
11118,999,cifar10,88.01,83.33
11729,777,cifar10,89.89,88.84
10641,777,cifar10,92.67,92.52
11025,777,cifar10,84.55,73.03
10552,777,cifar10,92.96,92.86
11468,777,cifar10,86.56,84.29
11235,777,cifar10,93.20,92.93
11622,888,cifar10,88.28,87.03
10919,888,cifar10,92.94,92.55
10541,888,cifar10,92.86,92.77
11845,888,cifar10,80.34,13.01
11073,777,cifar10,88.55,88.09
11879,777,cifar10,93.15,92.90
10833,888,cifar10,91.71,90.96
11320,999,cifar10,91.66,91.61
11061,777,cifar10,86.60,71.52
11048,777,cifar10,92.00,91.73
10423,888,cifar10,85.32,82.49
10630,999,cifar10,91.62,91.56
10937,999,cifar10,92.38,92.14
11310,777,cifar10,77.06,16.73
11012,777,cifar10,91.61,90.45
10845,777,cifar10,91.86,91.64
10732,888,cifar10,92.24,91.77
11648,777,cifar10,88.46,15.99
10533,999,cifar10,90.37,89.69
10949,777,cifar10,88.89,85.24
11578,888,cifar10,91.93,91.14
10975,777,cifar10,93.48,93.19
10755,777,cifar10,80.62,33.89
10585,888,cifar10,91.88,91.46
10596,888,cifar10,92.04,91.90
11554,999,cifar10,91.94,91.91
11131,888,cifar10,91.95,90.28
11343,999,cifar10,90.62,87.92
11542,999,cifar10,89.43,85.72
11611,777,cifar10,85.19,82.87
10963,888,cifar10,85.02,57.70
10696,777,cifar10,76.09,19.64
11296,777,cifar10,93.24,92.85
10790,777,cifar10,91.85,91.62
10985,999,cifar10,92.16,91.20
11835,777,cifar10,88.69,12.69
11659,777,cifar10,92.41,92.10
10800,888,cifar10,88.16,10.80
11398,777,cifar10,93.38,93.23
11813,999,cifar10,10.00,10.00
10719,888,cifar10,89.61,87.98
11084,777,cifar10,89.56,87.15
11282,777,cifar10,91.96,91.92
11778,888,cifar10,93.36,92.81
11855,888,cifar10,85.04,48.87
11522,888,cifar10,88.74,88.38
11499,777,cifar10,91.68,90.11
11977,777,cifar10,89.10,87.52
11755,777,cifar10,92.59,92.45
