,Unnamed: 0,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5,dataset,espdl_size_bytes,torch_size_bytes,accuracy_fp32,accuracy_esp,idx,seed
9446,9446,none,avg_pool_3x3,avg_pool_3x3,skip_connect,none,skip_connect,cifar10,180272,555570,80.97,59.29,4884,777
9447,9447,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,566336,2323086,92.43,92.12,5223,999
9448,9448,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,471616,1886936,88.86,86.68,4658,777
9449,9449,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,none,cifar10,541408,2081523,89.71,88.48,4648,777
9450,9450,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,none,skip_connect,cifar10,490272,1851371,91.11,90.54,4566,777
9451,9451,avg_pool_3x3,skip_connect,none,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,755072,2933747,91.95,91.68,5105,999
9452,9452,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,cifar10,325792,1413722,89.78,88.51,4451,777
9453,9453,skip_connect,none,none,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,466784,1826001,92.42,92.33,5288,777
9454,9454,none,avg_pool_3x3,skip_connect,none,nor_conv_1x1,avg_pool_3x3,cifar10,261632,785661,67.84,11.9,5472,999
9455,9455,nor_conv_3x3,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,425792,1656784,86.03,45.62,4466,777
9456,9456,nor_conv_1x1,none,nor_conv_1x1,none,nor_conv_1x1,none,cifar10,307712,1203417,87.72,86.28,4939,777
9457,9457,none,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3,none,cifar10,490128,1851499,92.16,92.08,4709,999
9458,9458,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_3x3,none,cifar10,537168,2074739,91.2,90.8,5383,777
9459,9459,skip_connect,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,cifar10,457936,1862334,87.33,66.51,4576,888
9460,9460,none,skip_connect,nor_conv_3x3,none,nor_conv_1x1,nor_conv_3x3,cifar10,766144,2917401,91.73,13.78,4742,777
9461,9461,none,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,989952,4001057,92.0,19.01,4486,777
9462,9462,skip_connect,skip_connect,nor_conv_3x3,none,nor_conv_3x3,avg_pool_3x3,cifar10,701904,2704939,90.74,88.65,4390,999
9463,9463,skip_connect,nor_conv_3x3,skip_connect,nor_conv_1x1,none,none,cifar10,472128,1826961,88.61,88.14,4803,888
9464,9464,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,none,cifar10,364096,1420705,89.18,88.26,5485,999
9465,9465,nor_conv_3x3,nor_conv_3x3,skip_connect,skip_connect,skip_connect,nor_conv_3x3,cifar10,934896,3763922,93.7,93.59,5544,888
9466,9466,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,cifar10,1205520,4903438,92.16,91.5,4997,777
9467,9467,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,435056,1681322,85.52,33.61,4827,888
9468,9468,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,none,none,cifar10,504992,1858219,76.34,63.47,4509,777
9469,9469,nor_conv_1x1,skip_connect,skip_connect,none,nor_conv_3x3,nor_conv_3x3,cifar10,766672,2910617,92.24,91.95,5127,777
9470,9470,nor_conv_3x3,skip_connect,nor_conv_1x1,skip_connect,none,avg_pool_3x3,cifar10,504880,1844843,89.57,68.47,5311,777
9471,9471,skip_connect,none,nor_conv_3x3,none,skip_connect,none,cifar10,426160,1603273,86.59,86.29,5680,999
9472,9472,skip_connect,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,skip_connect,cifar10,198384,747484,80.24,50.42,4671,999
9473,9473,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,none,none,cifar10,488976,1851371,91.92,91.98,4532,888
9474,9474,skip_connect,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,cifar10,265056,984491,88.65,84.0,4906,777
9475,9475,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,cifar10,814880,3388668,92.92,92.81,4424,888
9476,9476,none,nor_conv_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3,cifar10,994272,3801907,91.1,22.19,4343,999
9477,9477,none,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,753936,2910553,92.34,29.18,5611,777
9478,9478,nor_conv_3x3,skip_connect,skip_connect,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,734560,2928172,92.61,91.88,4951,888
9479,9479,nor_conv_3x3,none,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,cifar10,795184,3140769,93.22,92.97,4973,777
9480,9480,skip_connect,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3,cifar10,715184,2729477,92.46,92.1,5429,777
9481,9481,skip_connect,avg_pool_3x3,skip_connect,nor_conv_1x1,skip_connect,none,cifar10,222384,754659,89.21,88.67,4498,999
9482,9482,nor_conv_3x3,skip_connect,skip_connect,skip_connect,none,none,cifar10,431840,1596297,86.37,85.83,4587,888
9483,9483,avg_pool_3x3,none,skip_connect,nor_conv_3x3,skip_connect,skip_connect,cifar10,449040,1614755,87.25,76.82,5049,888
9484,9484,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,none,skip_connect,cifar10,314960,1190297,89.26,88.75,5438,888
9485,9485,none,none,skip_connect,avg_pool_3x3,skip_connect,avg_pool_3x3,cifar10,179216,555570,75.8,64.19,4851,888
9486,9486,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,skip_connect,cifar10,507088,2067756,91.0,89.05,4623,888
9487,9487,none,none,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,none,cifar10,276768,997931,76.04,19.64,4308,777
9488,9488,nor_conv_3x3,nor_conv_1x1,skip_connect,skip_connect,avg_pool_3x3,skip_connect,cifar10,451712,1837732,92.38,92.04,4437,777
9489,9489,nor_conv_1x1,nor_conv_3x3,skip_connect,none,avg_pool_3x3,nor_conv_1x1,cifar10,541392,2074867,91.51,91.34,4298,888
9490,9490,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,none,none,none,cifar10,505232,1858027,10.0,10.0,4862,999
9491,9491,none,nor_conv_1x1,none,nor_conv_1x1,skip_connect,skip_connect,cifar10,267808,966673,88.91,88.59,5153,888
9492,9492,none,nor_conv_1x1,skip_connect,skip_connect,nor_conv_1x1,nor_conv_3x3,cifar10,546416,2050457,92.51,75.19,5233,999
9493,9493,none,skip_connect,avg_pool_3x3,none,none,avg_pool_3x3,cifar10,186544,562290,75.91,65.68,5372,888
9494,9494,none,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,skip_connect,cifar10,719600,2705067,90.95,22.21,5360,999
9495,9495,skip_connect,nor_conv_1x1,skip_connect,none,nor_conv_3x3,nor_conv_3x3,cifar10,749520,2910617,92.37,92.32,3969,888
9496,9496,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,avg_pool_3x3,cifar10,457984,1663703,85.85,63.24,5094,777
9497,9497,skip_connect,nor_conv_3x3,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,cifar10,491248,1869317,89.49,83.78,4690,999
9498,9498,skip_connect,avg_pool_3x3,skip_connect,nor_conv_1x1,none,skip_connect,cifar10,222384,754659,87.03,79.87,5211,999
9499,9499,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,none,cifar10,218480,754595,89.67,89.05,4873,888
9500,9500,nor_conv_3x3,none,none,nor_conv_3x3,none,avg_pool_3x3,cifar10,722736,2718315,91.76,91.76,5621,777
9501,9501,none,skip_connect,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,none,cifar10,491680,1851499,75.23,19.94,5531,999
9502,9502,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,skip_connect,cifar10,661040,2697828,88.19,81.79,4598,888
9503,9503,skip_connect,nor_conv_1x1,none,avg_pool_3x3,none,skip_connect,cifar10,235216,761187,88.55,83.6,4720,999
9504,9504,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,cifar10,298320,1015877,83.87,79.37,5006,777
9505,9505,nor_conv_1x1,nor_conv_3x3,skip_connect,none,skip_connect,skip_connect,cifar10,484800,1820241,92.07,91.61,4840,777
9506,9506,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,none,skip_connect,cifar10,291872,991211,88.64,84.92,3980,888
9507,9507,skip_connect,nor_conv_1x1,none,skip_connect,skip_connect,none,cifar10,221760,736137,84.29,83.86,4919,777
9508,9508,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,781280,3183246,92.27,91.45,4544,777
9509,9509,none,nor_conv_1x1,skip_connect,skip_connect,nor_conv_3x3,nor_conv_1x1,cifar10,545776,2050457,90.25,48.7,5073,777
9510,9510,skip_connect,avg_pool_3x3,nor_conv_1x1,none,skip_connect,skip_connect,cifar10,216832,754659,87.42,78.66,4413,888
9511,9511,nor_conv_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3,none,nor_conv_3x3,cifar10,981056,3795187,92.41,91.41,5277,888
9512,9512,skip_connect,avg_pool_3x3,skip_connect,avg_pool_3x3,none,nor_conv_3x3,cifar10,452352,1639229,89.98,88.06,5188,999
9513,9513,nor_conv_1x1,skip_connect,nor_conv_3x3,none,skip_connect,nor_conv_1x1,cifar10,550336,2050521,91.73,91.43,5632,777
9514,9514,none,skip_connect,skip_connect,none,nor_conv_3x3,nor_conv_3x3,cifar10,718624,2687249,91.73,33.5,4793,888
9515,9515,skip_connect,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3,skip_connect,cifar10,449104,1639229,86.96,59.41,4960,888
9516,9516,none,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,none,nor_conv_1x1,cifar10,380032,1427297,89.46,66.5,5167,777
9517,9517,none,skip_connect,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,cifar10,262368,959889,83.61,37.24,5417,888
9518,9518,nor_conv_3x3,nor_conv_1x1,none,none,avg_pool_3x3,none,cifar10,499040,1857259,88.4,87.71,5462,777
9519,9519,none,skip_connect,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,497552,1844651,92.45,92.34,5600,888
9520,9520,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,cifar10,208464,772150,86.23,79.09,5177,777
9521,9521,nor_conv_3x3,none,skip_connect,skip_connect,avg_pool_3x3,nor_conv_3x3,cifar10,699664,2704939,93.34,92.99,4377,999
9522,9522,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,skip_connect,skip_connect,cifar10,712816,2903442,93.69,93.43,4354,888
9523,9523,none,none,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,cifar10,313712,1197145,86.09,17.02,4556,888
9524,9524,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,cifar10,510144,2092422,91.91,91.56,5140,999
9525,9525,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,1025520,4224354,93.23,93.21,4729,777
9526,9526,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,skip_connect,skip_connect,skip_connect,cifar10,468880,1837732,89.07,10.0,4765,999
9527,9527,none,avg_pool_3x3,avg_pool_3x3,skip_connect,none,skip_connect,cifar10,179568,555570,79.89,44.61,4884,888
9528,9528,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,cifar10,294944,1232454,88.85,86.58,5061,888
9529,9529,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,cifar10,731424,2952646,91.47,90.81,5298,888
9530,9530,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,532560,2117472,92.17,90.86,5199,999
9531,9531,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,none,none,cifar10,745552,2917081,86.75,86.29,5019,777
9532,9532,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,none,skip_connect,nor_conv_1x1,cifar10,750208,2935091,93.28,93.05,4521,777
9533,9533,nor_conv_3x3,none,skip_connect,avg_pool_3x3,none,skip_connect,cifar10,449680,1621347,91.69,90.47,5348,777
9534,9534,nor_conv_1x1,nor_conv_1x1,none,avg_pool_3x3,skip_connect,skip_connect,cifar10,280720,984683,88.92,83.56,4611,888
9535,9535,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,none,none,cifar10,249808,792381,88.64,88.47,4895,777
9536,9536,none,nor_conv_3x3,none,skip_connect,nor_conv_1x1,nor_conv_1x1,cifar10,545328,2056153,93.45,85.34,5645,777
9537,9537,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,none,nor_conv_1x1,cifar10,507312,1876101,90.36,89.43,5565,888
9538,9538,none,nor_conv_1x1,none,skip_connect,skip_connect,skip_connect,cifar10,214736,736265,89.61,89.01,4829,777
9539,9539,skip_connect,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,none,cifar10,252672,960017,89.64,89.32,4578,999
9540,9540,nor_conv_3x3,none,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,cifar10,554624,2280673,92.07,91.87,3937,999
9541,9541,skip_connect,nor_conv_1x1,skip_connect,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,707264,2903762,92.91,92.64,4635,777
9542,9542,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,cifar10,504240,2092742,91.84,90.71,5083,999
9543,9543,skip_connect,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,skip_connect,cifar10,197008,747484,79.25,23.4,4671,777
9544,9544,nor_conv_3x3,skip_connect,avg_pool_3x3,none,skip_connect,nor_conv_1x1,cifar10,498976,1844715,92.43,91.97,5667,777
9545,9545,nor_conv_1x1,skip_connect,nor_conv_1x1,avg_pool_3x3,skip_connect,avg_pool_3x3,cifar10,258384,1002174,87.48,10.0,4366,777
9546,9546,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,none,none,nor_conv_3x3,cifar10,588544,2287521,90.78,90.49,5518,999
9547,9547,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,cifar10,498448,2067820,91.11,91.11,4477,777
9548,9548,none,avg_pool_3x3,skip_connect,none,nor_conv_1x1,avg_pool_3x3,cifar10,261632,785661,67.99,19.78,5472,777
9549,9549,skip_connect,none,none,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,466784,1826001,92.02,91.72,5288,888
9550,9550,avg_pool_3x3,none,none,nor_conv_3x3,nor_conv_1x1,none,cifar10,504704,1856811,91.71,91.39,4778,888
9551,9551,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,cifar10,325792,1413722,89.36,88.7,4451,888
9552,9552,skip_connect,none,nor_conv_3x3,none,skip_connect,none,cifar10,426160,1603209,87.1,86.59,5680,777
9553,9553,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,814928,3388796,92.94,92.85,5266,777
9554,9554,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,none,cifar10,531536,2074739,89.83,88.41,5578,888
9555,9555,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,cifar10,1051504,4454058,93.5,93.32,4681,777
9556,9556,nor_conv_1x1,none,nor_conv_1x1,none,nor_conv_1x1,none,cifar10,307712,1203545,87.13,86.0,4939,888
9557,9557,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,none,skip_connect,cifar10,490272,1851371,91.79,91.05,4566,888
9558,9558,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,474384,1886936,88.59,85.27,4658,888
9559,9559,skip_connect,avg_pool_3x3,skip_connect,nor_conv_1x1,skip_connect,none,cifar10,221648,754659,89.53,88.77,4498,777
9560,9560,skip_connect,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,cifar10,265056,984555,89.4,84.82,4906,888
9561,9561,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,cifar10,781408,3182926,93.09,92.69,5029,888
9562,9562,skip_connect,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,none,cifar10,222864,785661,75.57,55.51,4425,999
9563,9563,avg_pool_3x3,none,avg_pool_3x3,skip_connect,avg_pool_3x3,skip_connect,cifar10,193984,573516,57.82,10.0,5050,777
9564,9564,nor_conv_3x3,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,425776,1656784,86.5,61.71,4466,888
9565,9565,none,avg_pool_3x3,nor_conv_3x3,none,none,nor_conv_3x3,cifar10,716192,2718315,85.71,7.83,5040,777
9566,9566,none,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,cifar10,555360,2081075,88.42,87.88,4755,999
9567,9567,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,none,cifar10,362688,1420705,88.72,88.25,5485,777
9568,9568,none,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3,none,cifar10,490128,1851499,92.21,92.07,4709,777
9569,9569,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,none,cifar10,541408,2081523,89.74,88.82,4648,888
9570,9570,skip_connect,skip_connect,nor_conv_3x3,none,nor_conv_3x3,avg_pool_3x3,cifar10,703344,2704811,90.89,88.8,4390,777
9571,9571,none,skip_connect,nor_conv_3x3,none,nor_conv_1x1,nor_conv_3x3,cifar10,764016,2917401,92.15,12.92,4742,888
9572,9572,none,skip_connect,avg_pool_3x3,none,nor_conv_1x1,skip_connect,cifar10,229776,761315,86.72,18.16,5373,777
9573,9573,nor_conv_3x3,skip_connect,nor_conv_1x1,skip_connect,none,avg_pool_3x3,cifar10,505568,1844843,89.8,51.36,5311,888
9574,9574,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_3x3,none,cifar10,537168,2074739,91.06,90.67,5383,888
9575,9575,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,551872,2322446,91.07,89.56,5656,777
9576,9576,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,none,none,cifar10,504992,1858219,75.69,62.58,4509,888
9577,9577,avg_pool_3x3,skip_connect,none,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,753680,2933619,92.1,91.51,5105,777
9578,9578,skip_connect,avg_pool_3x3,skip_connect,nor_conv_1x1,none,skip_connect,cifar10,221680,754659,87.29,74.22,5211,777
9579,9579,skip_connect,nor_conv_1x1,none,skip_connect,skip_connect,none,cifar10,221760,736137,84.05,83.46,4919,888
9580,9580,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,skip_connect,none,cifar10,507424,1869317,73.41,28.07,5407,888
9581,9581,nor_conv_1x1,skip_connect,skip_connect,none,nor_conv_3x3,nor_conv_3x3,cifar10,766656,2910617,92.28,91.58,5127,888
9582,9582,skip_connect,nor_conv_1x1,none,avg_pool_3x3,none,skip_connect,cifar10,235216,761187,89.13,85.79,4720,777
9583,9583,avg_pool_3x3,skip_connect,avg_pool_3x3,none,nor_conv_1x1,skip_connect,cifar10,226432,779069,83.94,71.66,5154,999
9584,9584,nor_conv_3x3,nor_conv_1x1,skip_connect,skip_connect,avg_pool_3x3,skip_connect,cifar10,452384,1837732,91.96,91.84,4437,888
9585,9585,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,566336,2323022,92.79,92.41,5223,777
9586,9586,none,none,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,none,cifar10,276768,997739,75.8,23.75,4308,888
9587,9587,none,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,753936,2910553,92.44,49.69,5611,888
9588,9588,none,skip_connect,nor_conv_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,511456,1844651,89.1,19.39,4929,777
9589,9589,none,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,989952,4000673,92.3,32.55,4486,888
9590,9590,nor_conv_1x1,nor_conv_3x3,skip_connect,none,skip_connect,skip_connect,cifar10,484800,1820241,92.21,91.85,4840,888
9591,9591,skip_connect,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3,cifar10,715168,2729477,92.44,92.11,5429,888
9592,9592,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,cifar10,996320,4043214,92.75,92.21,5116,999
9593,9593,none,nor_conv_1x1,skip_connect,skip_connect,nor_conv_1x1,nor_conv_3x3,cifar10,547136,2050457,92.54,67.14,5233,777
9594,9594,skip_connect,skip_connect,nor_conv_3x3,avg_pool_3x3,none,skip_connect,cifar10,436704,1614755,87.48,78.06,5278,999
9595,9595,nor_conv_3x3,none,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,cifar10,820112,3371113,93.33,90.09,5545,999
9596,9596,skip_connect,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,none,cifar10,513088,2050201,92.47,92.18,4874,999
9597,9597,skip_connect,avg_pool_3x3,skip_connect,avg_pool_3x3,none,nor_conv_3x3,cifar10,455904,1639165,90.1,86.99,5188,777
9598,9598,none,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,skip_connect,cifar10,719600,2705067,90.9,50.24,5360,777
9599,9599,none,skip_connect,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,none,cifar10,491680,1851499,75.47,22.83,5531,777
9600,9600,skip_connect,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,699216,2927980,91.2,89.57,4852,999
9601,9601,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,none,none,none,cifar10,505232,1858027,10.0,10.0,4862,777
9602,9602,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,cifar10,210528,772086,86.16,67.97,5177,888
9603,9603,nor_conv_1x1,none,none,skip_connect,skip_connect,skip_connect,cifar10,220368,736137,89.88,89.34,4612,999
9604,9604,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,avg_pool_3x3,cifar10,460864,1663703,85.74,58.08,5094,888
9605,9605,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,cifar10,299744,1016005,83.77,79.63,5006,888
9606,9606,nor_conv_3x3,none,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,cifar10,798000,3140577,93.2,92.86,4973,888
9607,9607,skip_connect,nor_conv_3x3,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,cifar10,491248,1869317,89.12,80.55,4690,777
9608,9608,nor_conv_3x3,none,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,797120,3140833,93.26,92.93,4588,777
9609,9609,none,nor_conv_1x1,none,skip_connect,skip_connect,skip_connect,cifar10,216176,736265,89.22,88.66,4829,888
9610,9610,none,nor_conv_1x1,skip_connect,skip_connect,nor_conv_3x3,nor_conv_1x1,cifar10,547888,2050457,90.13,66.48,5073,888
9611,9611,none,nor_conv_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3,cifar10,994272,3801907,91.25,34.31,4343,777
9612,9612,skip_connect,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,skip_connect,cifar10,197008,747420,77.87,25.94,4671,888
9613,9613,skip_connect,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,none,cifar10,254896,960017,89.59,89.14,4578,777
9614,9614,nor_conv_3x3,none,none,nor_conv_3x3,none,avg_pool_3x3,cifar10,722736,2718315,92.22,92.12,5621,888
9615,9615,nor_conv_1x1,skip_connect,nor_conv_3x3,none,skip_connect,nor_conv_1x1,cifar10,552448,2050329,91.51,91.44,5632,888
9616,9616,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,none,cifar10,978544,3820045,93.63,93.53,4533,777
9617,9617,none,avg_pool_3x3,none,none,nor_conv_3x3,nor_conv_1x1,cifar10,521616,1857259,81.02,18.08,4414,999
9618,9618,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,cifar10,1202784,4903246,92.63,91.69,4997,888
9619,9619,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,skip_connect,cifar10,496960,1868293,90.66,88.87,5395,888
9620,9620,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,cifar10,466528,1670423,82.56,69.85,4794,999
9621,9621,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,skip_connect,nor_conv_3x3,cifar10,750128,2935091,92.49,92.21,5509,999
9622,9622,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,skip_connect,skip_connect,skip_connect,cifar10,468880,1837668,88.94,18.85,4765,777
9623,9623,none,nor_conv_3x3,none,skip_connect,nor_conv_3x3,nor_conv_1x1,cifar10,761744,2916441,93.2,80.78,5556,999
9624,9624,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,none,none,cifar10,249808,792381,88.67,87.94,4895,888
9625,9625,nor_conv_3x3,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,none,cifar10,448880,1639165,88.32,85.6,5702,777
9626,9626,nor_conv_3x3,none,skip_connect,avg_pool_3x3,none,skip_connect,cifar10,448976,1621347,90.73,89.53,5348,888
9627,9627,nor_conv_3x3,skip_connect,skip_connect,none,none,avg_pool_3x3,cifar10,454752,1621347,88.44,86.05,5566,999
9628,9628,skip_connect,none,nor_conv_3x3,none,skip_connect,none,cifar10,426160,1603209,86.7,86.24,5680,888
9629,9629,skip_connect,avg_pool_3x3,none,none,avg_pool_3x3,skip_connect,cifar10,182032,554610,73.74,12.84,4660,999
9630,9630,nor_conv_3x3,nor_conv_1x1,none,none,avg_pool_3x3,none,cifar10,499040,1857323,88.6,87.29,5462,888
