,Unnamed: 0,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5,dataset,espdl_size_bytes,torch_size_bytes,accuracy_fp32,accuracy_esp,idx,seed
29257,29257,skip_connect,none,nor_conv_1x1,skip_connect,none,none,cifar10,210608,744763,86.4,86.3,11067,777
29258,29258,none,none,none,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,496640,1835981,88.95,10.95,10959,888
29259,29259,skip_connect,none,avg_pool_3x3,none,nor_conv_1x1,none,cifar10,244096,769489,88.84,88.28,10736,888
29260,29260,skip_connect,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,none,cifar10,271104,1011641,89.25,85.81,12277,999
29261,29261,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,836560,3599565,92.56,92.44,13717,888
29262,29262,avg_pool_3x3,nor_conv_1x1,skip_connect,none,skip_connect,none,cifar10,222816,762769,76.07,63.2,12912,888
29263,29263,nor_conv_3x3,skip_connect,skip_connect,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,715648,2906455,92.68,92.47,11124,888
29264,29264,none,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,none,cifar10,504512,1860387,10.0,10.0,13078,777
29265,29265,none,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,1216096,4889927,91.66,63.07,10816,777
29266,29266,nor_conv_3x3,none,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,746048,2938229,93.07,92.9,12618,777
29267,29267,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,none,cifar10,715440,2731897,73.87,24.24,13267,888
29268,29268,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,734400,2980633,89.51,71.28,13207,888
29269,29269,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,599888,2532817,92.81,92.59,12099,777
29270,29270,skip_connect,skip_connect,nor_conv_3x3,none,skip_connect,skip_connect,cifar10,426608,1591355,88.29,87.7,12513,777
29271,29271,nor_conv_1x1,none,skip_connect,nor_conv_3x3,none,skip_connect,cifar10,487008,1829261,92.0,91.94,14367,888
29272,29272,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,cifar10,304368,1260313,87.92,83.37,12157,777
29273,29273,skip_connect,nor_conv_1x1,none,nor_conv_1x1,skip_connect,skip_connect,cifar10,251856,962509,89.38,88.93,11701,999
29274,29274,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,none,cifar10,256032,1011641,88.58,88.07,12443,888
29275,29275,nor_conv_1x1,none,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,798608,3169159,92.9,92.58,14620,888
29276,29276,nor_conv_1x1,nor_conv_3x3,skip_connect,avg_pool_3x3,skip_connect,nor_conv_1x1,cifar10,514784,2070957,92.09,90.73,12375,888
29277,29277,skip_connect,skip_connect,avg_pool_3x3,none,none,nor_conv_1x1,cifar10,228320,762833,86.8,84.46,12995,999
29278,29278,nor_conv_3x3,skip_connect,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,skip_connect,cifar10,707088,2931181,90.4,72.36,14286,888
29279,29279,none,nor_conv_3x3,nor_conv_3x3,skip_connect,skip_connect,nor_conv_1x1,cifar10,759008,2913567,93.35,81.4,11300,888
29280,29280,skip_connect,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,cifar10,263216,1011449,89.17,85.22,13978,999
29281,29281,none,nor_conv_1x1,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,cifar10,520928,1878393,90.95,90.77,14551,888
29282,29282,none,skip_connect,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,248176,780583,88.4,86.33,11765,777
29283,29283,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,599984,2532817,92.43,91.91,10556,888
29284,29284,skip_connect,avg_pool_3x3,nor_conv_3x3,none,none,nor_conv_1x1,cifar10,490480,1853475,90.82,89.3,11909,777
29285,29285,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,937856,3816003,90.55,88.27,11493,777
29286,29286,nor_conv_3x3,skip_connect,none,nor_conv_3x3,skip_connect,nor_conv_1x1,cifar10,740320,2913503,92.44,92.16,11422,777
29287,29287,skip_connect,avg_pool_3x3,nor_conv_1x1,none,none,nor_conv_3x3,cifar10,490448,1853475,91.59,91.04,13794,999
29288,29288,skip_connect,none,nor_conv_1x1,skip_connect,none,none,cifar10,210608,744763,86.19,85.9,11067,888
29289,29289,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,755824,3137577,92.78,92.76,14468,777
29290,29290,skip_connect,none,avg_pool_3x3,none,nor_conv_1x1,none,cifar10,244096,769489,88.6,88.11,10736,999
29291,29291,nor_conv_1x1,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,522608,2095619,91.31,90.38,13927,888
29292,29292,avg_pool_3x3,nor_conv_1x1,skip_connect,none,skip_connect,none,cifar10,222816,762769,75.58,63.51,12912,999
29293,29293,none,nor_conv_1x1,none,none,skip_connect,nor_conv_3x3,cifar10,507408,1835789,90.9,90.7,14096,999
29294,29294,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,cifar10,972400,4022655,91.71,91.18,11863,777
29295,29295,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,cifar10,504800,2070957,89.33,10.0,13458,777
29296,29296,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,cifar10,986592,4022591,92.8,92.86,10654,888
29297,29297,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,1017920,4253329,93.0,92.18,11009,777
29298,29298,nor_conv_1x1,avg_pool_3x3,none,skip_connect,avg_pool_3x3,nor_conv_3x3,cifar10,493264,1871929,91.01,90.64,11967,888
29299,29299,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,963168,3997737,93.82,93.7,10439,777
29300,29300,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,none,cifar10,238288,812029,80.48,74.33,13635,888
29301,29301,none,avg_pool_3x3,skip_connect,avg_pool_3x3,none,nor_conv_3x3,cifar10,467536,1647527,84.65,48.46,11276,888
29302,29302,nor_conv_3x3,skip_connect,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,cifar10,731200,2732089,92.33,91.93,12278,777
29303,29303,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,cifar10,311264,1260249,88.94,83.77,12743,888
29304,29304,none,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,972656,3798261,91.97,50.79,11636,888
29305,29305,none,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,1002880,4004785,91.98,22.96,14178,777
29306,29306,nor_conv_3x3,nor_conv_3x3,skip_connect,none,nor_conv_1x1,avg_pool_3x3,cifar10,755856,2938037,91.78,91.5,10960,777
29307,29307,none,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,none,cifar10,504512,1860387,10.0,10.0,13078,888
29308,29308,skip_connect,skip_connect,nor_conv_3x3,none,skip_connect,skip_connect,cifar10,426608,1591355,88.53,88.18,12513,888
29309,29309,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,cifar10,1245088,5113553,93.08,93.04,13382,777
29310,29310,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,836560,3599565,92.94,92.73,13717,999
29311,29311,avg_pool_3x3,nor_conv_1x1,none,skip_connect,nor_conv_3x3,nor_conv_3x3,cifar10,755168,2937909,92.79,92.85,11128,777
29312,29312,none,none,skip_connect,nor_conv_1x1,none,avg_pool_3x3,cifar10,224176,769489,88.39,88.11,11707,777
29313,29313,nor_conv_3x3,none,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,745344,2938229,92.65,92.34,12618,888
29314,29314,nor_conv_1x1,none,skip_connect,nor_conv_3x3,none,skip_connect,cifar10,489120,1829261,92.2,92.03,14367,999
29315,29315,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,none,cifar10,715440,2731897,73.76,23.04,13267,999
29316,29316,none,skip_connect,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,248176,780583,89.18,85.88,11765,888
29317,29317,skip_connect,nor_conv_1x1,nor_conv_1x1,none,none,nor_conv_1x1,cifar10,309792,1199967,87.9,82.13,12850,888
29318,29318,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,none,avg_pool_3x3,cifar10,287616,1011385,88.74,81.67,11576,888
29319,29319,nor_conv_1x1,nor_conv_1x1,none,nor_conv_1x1,none,none,cifar10,323552,1206559,88.7,88.0,12376,777
29320,29320,skip_connect,nor_conv_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,cifar10,485216,1847139,92.28,91.96,13979,777
29321,29321,skip_connect,none,nor_conv_1x1,skip_connect,none,none,cifar10,210608,744763,86.22,85.94,11067,999
29322,29322,nor_conv_1x1,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,cifar10,318096,1217845,89.95,86.3,14558,777
29323,29323,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,cifar10,304368,1260313,89.41,78.34,12157,888
29324,29324,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,none,none,nor_conv_3x3,cifar10,541696,2084661,91.52,90.79,13002,777
29325,29325,nor_conv_3x3,nor_conv_1x1,none,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,792608,3144241,93.15,93.08,14294,777
29326,29326,avg_pool_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,none,cifar10,687456,2731961,84.47,79.3,10587,777
29327,29327,none,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,1216096,4889927,91.86,29.79,10816,888
29328,29328,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,599888,2532817,92.69,92.39,12099,888
29329,29329,skip_connect,avg_pool_3x3,nor_conv_3x3,none,none,nor_conv_1x1,cifar10,490480,1853475,90.67,89.5,11909,888
29330,29330,none,nor_conv_1x1,skip_connect,none,nor_conv_3x3,nor_conv_3x3,cifar10,785296,2920351,91.24,14.52,12030,888
29331,29331,nor_conv_3x3,skip_connect,none,nor_conv_3x3,skip_connect,nor_conv_1x1,cifar10,741040,2913503,92.17,92.0,11422,888
29332,29332,skip_connect,skip_connect,nor_conv_3x3,none,skip_connect,skip_connect,cifar10,426608,1591355,88.73,88.16,12513,999
29333,29333,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,cifar10,505488,2070957,89.51,10.0,13458,888
29334,29334,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,755824,3137577,92.81,92.51,14468,888
29335,29335,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,cifar10,261328,1186135,88.94,88.14,11639,777
29336,29336,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,939920,3816003,91.12,88.74,11493,888
29337,29337,nor_conv_1x1,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,521920,2095619,91.46,89.88,13927,999
29338,29338,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,770688,3162367,92.83,92.57,13843,777
29339,29339,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,cifar10,294896,1036175,84.65,69.56,10669,777
29340,29340,nor_conv_3x3,skip_connect,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,cifar10,730496,2732089,92.39,92.13,12278,888
29341,29341,none,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_3x3,cifar10,775792,2944885,92.97,64.99,14106,777
29342,29342,none,none,skip_connect,nor_conv_1x1,none,avg_pool_3x3,cifar10,224176,769489,88.76,88.19,11707,888
29343,29343,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,cifar10,939360,3816003,92.08,91.52,11191,888
29344,29344,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,964544,3997737,93.8,93.75,10439,888
29345,29345,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,cifar10,972400,4022655,92.07,91.6,11863,888
29346,29346,skip_connect,none,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,740272,2938037,92.44,91.77,12758,777
29347,29347,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,1242720,5088763,93.95,93.86,12919,777
29348,29348,none,none,nor_conv_1x1,skip_connect,none,avg_pool_3x3,cifar10,234064,769489,86.29,30.51,12445,888
29349,29349,skip_connect,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,none,cifar10,442768,1647143,90.84,88.42,13730,777
29350,29350,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,1219792,5113681,92.92,92.85,10739,777
29351,29351,none,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,none,cifar10,504512,1860387,10.0,10.0,13078,999
29352,29352,skip_connect,none,none,none,none,nor_conv_1x1,cifar10,195760,751483,10.0,10.0,12181,777
29353,29353,none,avg_pool_3x3,skip_connect,none,none,avg_pool_3x3,cifar10,198672,563218,68.68,37.01,11069,777
29354,29354,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,cifar10,1004720,4253521,93.39,93.19,13532,888
29355,29355,none,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,1004256,4004785,92.58,12.49,14178,888
29356,29356,nor_conv_3x3,nor_conv_3x3,skip_connect,none,nor_conv_1x1,avg_pool_3x3,cifar10,756576,2938037,91.84,91.53,10960,888
29357,29357,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,1017920,4253329,92.93,92.11,11009,888
29358,29358,skip_connect,none,nor_conv_1x1,avg_pool_3x3,none,none,cifar10,232672,769489,75.62,67.77,13272,777
29359,29359,none,avg_pool_3x3,none,skip_connect,skip_connect,avg_pool_3x3,cifar10,197072,556562,79.4,29.53,11917,777
29360,29360,skip_connect,nor_conv_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,cifar10,483856,1847139,92.93,92.77,13979,888
29361,29361,nor_conv_1x1,nor_conv_1x1,none,nor_conv_1x1,none,none,cifar10,323552,1206559,88.98,88.59,12376,888
29362,29362,avg_pool_3x3,nor_conv_1x1,none,skip_connect,nor_conv_3x3,nor_conv_3x3,cifar10,755152,2937973,93.19,92.85,11128,888
29363,29363,skip_connect,none,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,732432,2913567,93.21,92.93,12627,777
29364,29364,nor_conv_1x1,none,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,cifar10,348544,1424241,90.42,90.05,11301,888
29365,29365,nor_conv_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,cifar10,1223776,5088763,93.15,92.95,13132,888
29366,29366,nor_conv_1x1,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,cifar10,318096,1217845,90.26,89.77,14558,888
29367,29367,nor_conv_1x1,skip_connect,none,nor_conv_3x3,none,avg_pool_3x3,cifar10,509696,1853667,91.02,89.43,10824,777
29368,29368,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,cifar10,501808,1896399,81.85,75.93,13209,888
29369,29369,nor_conv_3x3,none,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,cifar10,777216,2944949,92.63,92.39,11769,777
29370,29370,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,cifar10,1245088,5113553,93.04,92.76,13382,888
29371,29371,avg_pool_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,none,cifar10,688144,2731961,84.73,76.27,10587,888
29372,29372,none,nor_conv_1x1,nor_conv_1x1,none,none,skip_connect,cifar10,274848,975629,89.06,11.16,13639,888
29373,29373,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,none,none,nor_conv_3x3,cifar10,541696,2084661,91.13,90.2,13002,888
29374,29374,none,none,none,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,704848,2695757,91.87,38.78,11424,777
29375,29375,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,cifar10,260640,1186135,89.45,88.49,11639,888
29376,29376,nor_conv_3x3,nor_conv_1x1,none,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,792608,3144241,93.23,93.08,14294,888
29377,29377,none,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,553104,2084277,91.8,63.34,12108,777
29378,29378,nor_conv_3x3,skip_connect,avg_pool_3x3,none,skip_connect,avg_pool_3x3,cifar10,457840,1640871,90.24,88.21,11284,888
29379,29379,skip_connect,none,none,none,none,nor_conv_1x1,cifar10,195760,751483,10.0,10.0,12181,888
29380,29380,skip_connect,none,skip_connect,none,avg_pool_3x3,none,cifar10,175072,538684,76.0,63.18,13080,777
29381,29381,none,skip_connect,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,cifar10,325488,1217845,89.1,40.0,13468,777
29382,29382,none,none,skip_connect,nor_conv_1x1,none,avg_pool_3x3,cifar10,224176,769489,88.66,88.4,11707,999
29383,29383,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,755824,3137577,92.85,92.56,14468,999
29384,29384,nor_conv_1x1,nor_conv_3x3,none,skip_connect,nor_conv_3x3,skip_connect,cifar10,745008,2913055,93.12,92.85,12518,777
29385,29385,avg_pool_3x3,none,avg_pool_3x3,none,skip_connect,none,cifar10,192064,563218,75.4,62.3,12859,888
29386,29386,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,789648,3393361,92.94,92.69,14622,888
29387,29387,none,avg_pool_3x3,skip_connect,none,none,avg_pool_3x3,cifar10,198672,563218,67.49,35.06,11069,888
29388,29388,skip_connect,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,cifar10,226896,805501,85.17,49.86,11197,777
29389,29389,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,none,avg_pool_3x3,cifar10,320112,1217781,91.52,90.86,11972,888
29390,29390,none,none,avg_pool_3x3,none,nor_conv_3x3,none,cifar10,440896,1636241,10.0,10.0,11868,777
29391,29391,skip_connect,none,none,skip_connect,nor_conv_3x3,skip_connect,cifar10,419744,1597883,92.05,92.0,13538,777
29392,29392,none,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,cifar10,241664,756113,89.6,88.37,11010,777
29393,29393,skip_connect,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,none,cifar10,444208,1647207,91.07,89.64,13730,888
29394,29394,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,cifar10,532400,2302143,91.29,89.3,13932,777
29395,29395,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,cifar10,294896,1036175,85.43,65.6,10669,888
29396,29396,none,avg_pool_3x3,none,skip_connect,skip_connect,avg_pool_3x3,cifar10,198512,556562,80.19,21.32,11917,888
29397,29397,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,710512,2955715,90.62,88.19,12285,777
29398,29398,skip_connect,none,nor_conv_1x1,avg_pool_3x3,none,none,cifar10,232672,769489,75.67,64.75,13272,888
29399,29399,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,773424,3162367,92.75,92.77,13843,888
29400,29400,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,972656,4022655,92.36,92.22,11514,777
29401,29401,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,963168,3997737,93.88,93.73,10439,999
29402,29402,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,skip_connect,cifar10,277888,1186135,89.22,88.56,12038,888
29403,29403,skip_connect,none,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,740272,2938037,92.52,92.07,12758,888
29404,29404,none,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_3x3,cifar10,775792,2944885,92.41,63.28,14106,888
29405,29405,none,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,cifar10,487440,1871801,73.73,18.19,14383,888
29406,29406,skip_connect,none,nor_conv_1x1,skip_connect,none,nor_conv_3x3,cifar10,491344,1829261,92.8,92.59,12391,777
29407,29407,skip_connect,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,cifar10,198336,749193,78.05,42.83,13392,777
29408,29408,skip_connect,nor_conv_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,cifar10,483856,1847139,92.66,92.45,13979,999
29409,29409,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,461968,1889223,87.32,67.43,10962,777
29410,29410,skip_connect,none,none,none,none,nor_conv_1x1,cifar10,195760,751483,10.0,10.0,12181,999
29411,29411,skip_connect,none,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,731760,2913567,93.33,93.23,12627,888
29412,29412,none,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,1004240,4004785,92.33,17.68,14178,999
29413,29413,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,1242032,5088763,93.04,93.02,12919,888
29414,29414,nor_conv_1x1,skip_connect,none,nor_conv_3x3,none,avg_pool_3x3,cifar10,509696,1853667,91.25,90.1,10824,888
29415,29415,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,skip_connect,avg_pool_3x3,cifar10,460336,1864625,87.06,29.37,11314,777
29416,29416,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,none,skip_connect,cifar10,543824,2078005,92.3,91.61,11136,777
29417,29417,skip_connect,none,skip_connect,none,avg_pool_3x3,none,cifar10,175072,538684,75.61,59.38,13080,888
29418,29418,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,cifar10,261536,1186135,90.19,89.71,11639,999
29419,29419,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,1219792,5113681,93.35,92.86,10739,888
29420,29420,nor_conv_1x1,none,none,none,none,none,cifar10,201616,758203,10.0,10.0,14471,777
29421,29421,none,none,none,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,488336,1860387,92.28,44.48,10604,777
29422,29422,none,none,none,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,704848,2695629,91.81,24.34,11424,888
29423,29423,none,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,cifar10,241680,756113,89.14,88.47,11010,888
29424,29424,nor_conv_3x3,skip_connect,nor_conv_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,cifar10,971072,3997737,93.79,93.66,11584,888
29425,29425,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,none,none,cifar10,801424,3151153,88.89,88.56,14565,777
29426,29426,skip_connect,none,none,skip_connect,nor_conv_3x3,skip_connect,cifar10,418368,1597883,92.05,91.79,13538,888
29427,29427,nor_conv_3x3,none,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,cifar10,777216,2944949,92.87,92.35,11769,888
29428,29428,skip_connect,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,cifar10,228320,805501,85.01,42.85,11197,888
29429,29429,none,none,avg_pool_3x3,none,nor_conv_3x3,none,cifar10,440896,1636241,10.0,10.0,11868,888
29430,29430,none,skip_connect,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,cifar10,324112,1217845,88.68,38.08,13468,888
29431,29431,none,nor_conv_1x1,none,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,537056,2059871,89.0,12.32,11708,777
29432,29432,none,nor_conv_3x3,skip_connect,none,none,nor_conv_3x3,cifar10,722512,2695949,91.29,91.23,11071,777
29433,29433,none,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,553104,2084405,91.7,68.3,12108,888
29434,29434,nor_conv_1x1,nor_conv_3x3,none,skip_connect,nor_conv_3x3,skip_connect,cifar10,745008,2913055,92.97,92.9,12518,888
29435,29435,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,none,cifar10,797088,3169159,91.83,89.73,13009,777
29436,29436,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,none,none,cifar10,767728,2944501,91.93,91.96,14300,777
29437,29437,skip_connect,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,none,cifar10,442768,1647399,91.3,89.59,13730,999
29438,29438,skip_connect,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,cifar10,199728,749193,79.04,44.53,13392,888
29439,29439,skip_connect,none,nor_conv_1x1,avg_pool_3x3,none,none,cifar10,232672,769489,75.85,61.03,13272,999
