390,777,cifar10,75.37,59.10
620,777,cifar10,76.37,64.06
742,777,cifar10,92.50,91.99
0,777,cifar10,85.62,51.99
291,777,cifar10,90.01,88.05
313,777,cifar10,75.76,66.94
280,777,cifar10,80.73,34.33
665,777,cifar10,91.42,91.53
830,777,cifar10,81.40,25.11
529,777,cifar10,89.88,46.73
1266,777,cifar10,78.59,29.14
124,777,cifar10,91.75,91.39
1116,777,cifar10,75.23,18.14
205,777,cifar10,92.14,91.97
687,777,cifar10,86.06,79.21
956,777,cifar10,88.97,88.79
44,777,cifar10,80.00,59.92
797,777,cifar10,93.07,92.86
481,777,cifar10,86.40,74.46
564,777,cifar10,87.14,73.51
421,777,cifar10,91.20,90.67
195,777,cifar10,90.09,89.88
1220,777,cifar10,92.00,91.98
88,777,cifar10,88.47,10.12
1276,777,cifar10,79.25,51.61
675,777,cifar10,66.10,10.00
876,777,cifar10,79.95,42.40
1230,777,cifar10,78.91,62.43
1334,777,cifar10,88.78,86.11
492,777,cifar10,92.43,92.33
786,777,cifar10,88.55,80.40
864,777,cifar10,86.73,84.41
763,888,cifar10,75.55,18.68
1411,777,cifar10,81.87,39.48
1095,777,cifar10,90.11,88.71
259,777,cifar10,88.88,84.79
1355,777,cifar10,86.71,77.83
931,888,cifar10,62.55,15.64
218,777,cifar10,90.81,90.28
1296,888,cifar10,73.62,30.27
633,777,cifar10,87.02,12.11
302,777,cifar10,83.42,32.78
909,777,cifar10,90.35,88.69
899,777,cifar10,75.72,59.38
1401,777,cifar10,85.02,79.61
552,777,cifar10,10.00,10.00
134,777,cifar10,89.91,87.61
597,777,cifar10,91.60,91.01
457,777,cifar10,88.33,54.34
357,777,cifar10,86.26,62.30
1022,777,cifar10,91.27,90.70
1378,777,cifar10,91.56,91.22
379,888,cifar10,87.19,84.66
346,777,cifar10,88.96,88.64
576,777,cifar10,88.50,85.88
324,777,cifar10,82.77,10.12
400,777,cifar10,92.06,91.53
446,777,cifar10,92.75,92.40
1322,777,cifar10,92.54,91.92
1366,777,cifar10,91.93,91.89
504,777,cifar10,90.17,88.32
1073,777,cifar10,92.42,92.25
31,777,cifar10,90.88,89.53
1059,777,cifar10,92.98,92.82
989,777,cifar10,86.43,28.28
228,777,cifar10,92.60,91.96
819,777,cifar10,91.24,90.87
999,777,cifar10,91.28,90.17
752,888,cifar10,92.70,15.45
644,777,cifar10,91.65,91.36
1159,777,cifar10,87.48,57.41
1137,777,cifar10,90.20,88.71
698,888,cifar10,92.55,91.86
541,777,cifar10,93.67,93.57
1241,777,cifar10,89.47,37.15
1308,888,cifar10,80.41,36.87
270,777,cifar10,88.44,85.66
113,888,cifar10,87.09,71.13
967,777,cifar10,88.06,17.05
1206,888,cifar10,87.12,61.75
1184,888,cifar10,70.09,16.29
842,888,cifar10,92.25,91.87
979,777,cifar10,91.22,90.99
434,777,cifar10,86.96,76.92
774,888,cifar10,91.49,90.28
921,777,cifar10,92.62,92.44
390,888,cifar10,75.57,63.03
169,777,cifar10,88.82,84.52
620,888,cifar10,75.71,62.05
336,777,cifar10,91.04,89.77
56,777,cifar10,93.48,93.24
1286,777,cifar10,89.04,86.24
1427,777,cifar10,91.29,89.66
20,777,cifar10,90.10,73.04
249,777,cifar10,91.91,91.75
516,777,cifar10,86.85,72.40
1084,777,cifar10,93.45,93.25
1105,777,cifar10,93.30,93.22
77,777,cifar10,93.46,93.21
469,777,cifar10,91.74,90.83
369,888,cifar10,90.70,89.52
0,888,cifar10,86.18,61.69
291,888,cifar10,89.90,88.38
889,777,cifar10,91.17,89.72
313,888,cifar10,75.74,63.43
943,777,cifar10,86.86,9.99
280,888,cifar10,79.57,33.54
665,888,cifar10,91.76,91.59
100,777,cifar10,92.19,91.40
830,888,cifar10,78.91,42.84
529,888,cifar10,90.03,35.20
1345,777,cifar10,91.51,90.29
1254,777,cifar10,90.96,90.20
1266,888,cifar10,79.96,29.45
1116,888,cifar10,75.27,26.89
124,888,cifar10,92.12,92.00
1046,777,cifar10,93.30,93.14
687,888,cifar10,85.49,75.09
1010,777,cifar10,92.65,92.49
205,888,cifar10,92.03,91.82
184,777,cifar10,91.65,91.04
708,888,cifar10,92.84,92.86
956,888,cifar10,89.09,88.62
10,777,cifar10,10.00,10.00
1126,777,cifar10,91.50,89.47
1389,777,cifar10,90.91,88.88
797,888,cifar10,93.08,92.91
44,888,cifar10,79.06,66.00
1034,777,cifar10,92.65,92.55
158,777,cifar10,92.68,91.29
481,888,cifar10,86.71,58.61
720,888,cifar10,91.79,23.29
564,888,cifar10,87.28,69.04
67,777,cifar10,93.48,93.15
609,777,cifar10,93.08,93.01
586,777,cifar10,92.58,92.46
238,777,cifar10,92.26,91.12
421,888,cifar10,91.54,91.41
1220,888,cifar10,92.04,91.89
195,888,cifar10,89.92,89.74
411,777,cifar10,92.98,92.65
147,777,cifar10,93.08,92.28
88,888,cifar10,88.59,9.74
1276,888,cifar10,80.13,45.14
876,888,cifar10,80.33,60.37
1230,888,cifar10,78.87,50.45
492,888,cifar10,92.20,92.01
675,888,cifar10,65.70,16.21
1334,888,cifar10,89.25,85.81
786,888,cifar10,88.61,77.98
852,777,cifar10,93.06,93.03
864,888,cifar10,86.96,84.34
655,777,cifar10,94.12,94.00
1411,888,cifar10,79.83,12.01
808,777,cifar10,92.79,92.36
1173,777,cifar10,92.44,91.66
753,777,cifar10,84.58,83.90
1095,888,cifar10,90.10,88.87
732,888,cifar10,93.52,93.29
1149,777,cifar10,93.09,92.83
259,888,cifar10,89.15,86.01
1355,888,cifar10,86.56,60.08
1195,777,cifar10,93.22,92.98
932,999,cifar10,91.90,91.18
633,888,cifar10,86.70,10.00
218,888,cifar10,91.33,90.80
302,888,cifar10,83.54,45.31
909,888,cifar10,90.04,87.80
899,888,cifar10,75.52,64.40
764,777,cifar10,76.00,12.85
1401,888,cifar10,84.62,80.79
1309,999,cifar10,86.36,28.84
832,999,cifar10,52.18,11.45
552,888,cifar10,10.00,10.00
134,888,cifar10,90.31,87.37
457,888,cifar10,87.76,64.91
357,888,cifar10,87.02,76.52
597,888,cifar10,91.29,90.76
1297,999,cifar10,92.43,91.40
1022,888,cifar10,91.26,90.81
1207,999,cifar10,91.92,13.41
1378,888,cifar10,91.43,91.29
742,888,cifar10,92.34,92.26
346,888,cifar10,88.88,88.61
576,888,cifar10,87.58,68.18
324,888,cifar10,82.48,10.00
957,999,cifar10,67.41,24.67
1366,888,cifar10,91.83,92.07
400,888,cifar10,92.28,92.22
446,888,cifar10,93.09,92.53
1322,888,cifar10,92.28,92.14
206,999,cifar10,91.87,91.84
504,888,cifar10,90.22,88.01
1073,888,cifar10,93.00,92.72
31,888,cifar10,91.05,89.19
777,777,cifar10,86.62,86.51
1059,888,cifar10,93.40,93.25
989,888,cifar10,85.28,47.03
228,888,cifar10,92.38,91.77
819,888,cifar10,91.02,89.99
999,888,cifar10,91.46,90.07
45,999,cifar10,89.67,89.25
1159,888,cifar10,87.53,71.40
644,888,cifar10,91.90,91.38
1137,888,cifar10,90.28,88.41
1241,888,cifar10,89.85,29.93
1221,999,cifar10,58.49,10.00
114,999,cifar10,90.41,90.15
541,888,cifar10,93.73,93.63
270,888,cifar10,87.96,85.33
381,777,cifar10,91.87,91.77
967,888,cifar10,88.68,9.67
370,777,cifar10,91.76,91.51
434,888,cifar10,86.85,70.77
979,888,cifar10,90.95,91.09
125,999,cifar10,89.70,88.56
921,888,cifar10,92.62,92.60
699,777,cifar10,93.62,93.56
753,888,cifar10,84.15,83.25
336,888,cifar10,91.10,88.39
56,888,cifar10,93.21,93.03
1185,999,cifar10,91.39,9.99
169,888,cifar10,88.46,84.57
1286,888,cifar10,88.49,84.60
1427,888,cifar10,91.45,88.20
530,999,cifar10,72.90,20.34
621,999,cifar10,91.60,90.58
249,888,cifar10,92.43,92.22
20,888,cifar10,89.97,67.78
314,999,cifar10,91.93,78.25
516,888,cifar10,85.97,73.68
1231,999,cifar10,73.06,35.76
709,777,cifar10,89.67,20.50
1084,888,cifar10,93.53,93.43
832,777,cifar10,51.49,11.71
77,888,cifar10,93.08,92.83
1105,888,cifar10,93.14,93.10
799,999,cifar10,83.36,14.10
469,888,cifar10,92.42,90.92
260,999,cifar10,86.04,58.18
879,999,cifar10,10.00,10.00
1117,999,cifar10,89.18,14.04
889,888,cifar10,91.21,90.09
1,999,cifar10,93.61,93.01
292,999,cifar10,91.25,89.81
493,999,cifar10,90.20,89.42
943,888,cifar10,86.60,10.00
843,999,cifar10,91.49,91.04
89,999,cifar10,92.01,91.76
423,999,cifar10,85.26,62.85
1267,999,cifar10,92.96,92.77
391,999,cifar10,92.05,91.76
482,999,cifar10,87.70,86.35
565,999,cifar10,90.97,89.82
196,999,cifar10,86.89,86.53
1345,888,cifar10,91.79,90.20
1412,999,cifar10,84.06,64.70
281,999,cifar10,92.56,81.96
100,888,cifar10,92.02,91.65
1254,888,cifar10,90.99,90.27
865,999,cifar10,89.41,82.16
957,777,cifar10,68.70,24.13
721,777,cifar10,92.44,92.22
666,999,cifar10,92.08,45.63
1046,888,cifar10,93.11,93.12
1309,777,cifar10,86.25,46.25
184,888,cifar10,91.54,90.87
1010,888,cifar10,92.91,92.60
688,999,cifar10,93.22,93.16
206,777,cifar10,91.97,91.74
676,999,cifar10,84.97,80.86
219,999,cifar10,93.10,93.18
1096,999,cifar10,92.32,39.22
787,999,cifar10,92.19,91.70
900,999,cifar10,87.90,24.22
10,888,cifar10,10.00,10.00
1126,888,cifar10,90.99,89.35
1389,888,cifar10,91.05,89.19
634,999,cifar10,88.20,82.86
932,777,cifar10,91.97,91.66
1034,888,cifar10,92.56,92.15
1207,777,cifar10,91.98,34.02
303,999,cifar10,89.88,88.95
158,888,cifar10,92.74,91.94
1221,777,cifar10,61.22,18.55
743,777,cifar10,82.63,79.19
733,777,cifar10,93.11,93.00
67,888,cifar10,93.36,93.25
45,777,cifar10,89.84,89.05
609,888,cifar10,93.36,93.05
586,888,cifar10,93.10,92.87
1356,999,cifar10,92.35,62.19
238,888,cifar10,92.17,91.39
505,999,cifar10,89.78,23.08
411,888,cifar10,92.96,92.89
147,888,cifar10,93.15,92.64
401,999,cifar10,88.88,78.83
32,999,cifar10,92.46,92.35
1277,999,cifar10,93.41,93.13
553,999,cifar10,87.33,41.80
764,888,cifar10,75.85,18.83
832,888,cifar10,50.31,14.58
655,888,cifar10,94.03,93.91
1242,999,cifar10,75.06,27.54
1323,999,cifar10,10.00,10.00
1297,777,cifar10,92.41,91.89
777,888,cifar10,86.98,86.69
852,888,cifar10,93.20,93.16
229,999,cifar10,87.18,82.52
447,999,cifar10,88.70,86.09
808,888,cifar10,92.34,91.79
1367,999,cifar10,92.48,92.37
1402,999,cifar10,91.20,90.73
1173,888,cifar10,93.20,92.49
1335,999,cifar10,93.39,93.08
599,999,cifar10,86.88,63.45
347,777,cifar10,89.30,41.33
1379,999,cifar10,90.65,90.00
337,999,cifar10,88.41,87.76
1060,999,cifar10,90.28,88.69
325,999,cifar10,91.79,91.32
260,777,cifar10,85.59,82.72
125,777,cifar10,89.89,87.77
1149,888,cifar10,92.42,92.20
910,999,cifar10,93.13,92.86
577,999,cifar10,93.01,92.92
1231,777,cifar10,73.36,33.87
1000,999,cifar10,93.58,93.46
957,888,cifar10,68.88,22.65
990,999,cifar10,92.08,91.76
358,777,cifar10,91.63,91.37
271,999,cifar10,85.44,63.20
1085,999,cifar10,75.03,15.53
370,888,cifar10,92.49,92.39
1023,999,cifar10,92.56,59.49
1195,888,cifar10,93.24,93.03
1074,999,cifar10,91.20,33.10
890,999,cifar10,89.18,88.81
458,999,cifar10,92.72,91.06
114,777,cifar10,90.43,90.21
79,999,cifar10,91.84,60.90
968,999,cifar10,89.04,38.88
645,999,cifar10,93.29,93.08
1139,999,cifar10,93.27,92.99
206,888,cifar10,91.82,91.63
1106,999,cifar10,86.03,46.65
517,999,cifar10,92.31,92.08
101,999,cifar10,87.98,87.24
250,999,cifar10,93.57,93.64
879,777,cifar10,10.00,10.00
709,888,cifar10,89.67,31.83
1287,999,cifar10,93.00,92.76
493,777,cifar10,90.04,89.21
530,777,cifar10,73.90,31.05
136,999,cifar10,92.18,91.86
170,999,cifar10,88.49,87.57
57,999,cifar10,76.11,64.57
437,999,cifar10,75.55,60.36
1309,888,cifar10,86.75,57.52
922,999,cifar10,84.44,16.51
820,999,cifar10,90.49,85.65
799,777,cifar10,83.14,27.22
1221,888,cifar10,62.86,10.00
314,777,cifar10,91.92,58.92
1412,777,cifar10,85.06,75.75
89,777,cifar10,92.15,91.87
21,999,cifar10,92.37,92.06
470,999,cifar10,91.80,91.26
755,777,cifar10,90.48,86.70
699,888,cifar10,94.08,94.11
381,888,cifar10,91.00,90.49
1428,999,cifar10,92.98,92.87
45,888,cifar10,89.24,88.67
423,777,cifar10,85.65,55.73
621,777,cifar10,91.52,90.28
1047,999,cifar10,89.75,89.20
1185,777,cifar10,90.83,10.33
196,777,cifar10,86.22,85.95
865,777,cifar10,89.97,85.04
900,777,cifar10,87.72,10.01
239,999,cifar10,54.64,13.21
219,777,cifar10,92.79,92.75
1117,777,cifar10,89.63,12.31
565,777,cifar10,91.35,89.82
482,777,cifar10,88.19,87.30
1207,888,cifar10,92.07,50.68
980,999,cifar10,90.44,86.85
1127,999,cifar10,91.96,92.06
159,999,cifar10,89.98,89.55
542,999,cifar10,93.24,93.14
743,888,cifar10,81.81,77.17
634,777,cifar10,88.34,83.04
1,777,cifar10,93.75,93.08
721,888,cifar10,92.86,92.64
292,777,cifar10,90.65,89.51
932,888,cifar10,92.18,91.45
1391,999,cifar10,92.34,92.10
1096,777,cifar10,92.12,48.26
1267,777,cifar10,93.43,93.24
676,777,cifar10,85.63,83.03
1255,999,cifar10,92.72,92.57
303,777,cifar10,90.18,89.08
505,777,cifar10,89.93,15.69
32,777,cifar10,92.28,92.20
1160,999,cifar10,93.53,93.34
1035,999,cifar10,92.72,92.61
765,999,cifar10,87.88,79.42
787,777,cifar10,92.02,91.56
185,999,cifar10,90.84,10.00
401,777,cifar10,87.60,82.63
68,999,cifar10,91.31,90.79
281,777,cifar10,92.30,88.92
1242,777,cifar10,75.23,18.14
260,888,cifar10,86.25,73.06
337,777,cifar10,88.10,87.25
843,777,cifar10,91.83,91.01
1011,999,cifar10,92.02,71.24
148,999,cifar10,92.36,92.18
391,777,cifar10,91.88,91.67
688,777,cifar10,93.17,93.10
944,999,cifar10,92.09,91.53
666,777,cifar10,92.64,28.07
733,888,cifar10,93.10,93.18
610,999,cifar10,92.17,91.79
833,999,cifar10,92.15,92.02
1231,888,cifar10,73.56,17.94
229,777,cifar10,87.51,82.03
1346,999,cifar10,93.36,93.18
553,777,cifar10,86.48,47.57
587,999,cifar10,93.58,93.05
890,777,cifar10,89.23,88.84
1356,777,cifar10,92.30,14.38
1323,777,cifar10,10.00,10.00
1085,777,cifar10,75.95,23.87
447,777,cifar10,88.77,86.05
125,888,cifar10,90.10,87.27
1367,777,cifar10,92.26,92.19
854,999,cifar10,91.18,65.85
79,777,cifar10,91.74,65.33
101,777,cifar10,88.19,87.48
1175,999,cifar10,90.96,89.36
1060,777,cifar10,90.10,88.94
11,999,cifar10,91.19,91.00
1297,888,cifar10,92.23,91.35
1106,777,cifar10,86.46,43.81
809,999,cifar10,90.48,88.35
271,777,cifar10,85.61,32.14
656,999,cifar10,90.51,90.48
347,888,cifar10,88.61,17.92
599,777,cifar10,87.96,39.26
371,777,cifar10,91.50,89.11
412,999,cifar10,92.20,91.87
493,888,cifar10,89.77,89.14
1000,777,cifar10,93.77,93.71
879,888,cifar10,10.00,10.00
1379,777,cifar10,90.63,89.30
1277,777,cifar10,93.17,93.09
990,777,cifar10,91.88,91.86
778,777,cifar10,92.50,44.80
1150,999,cifar10,90.36,88.41
1402,777,cifar10,91.33,90.72
325,777,cifar10,91.93,91.58
239,777,cifar10,51.04,10.00
517,777,cifar10,92.01,91.33
700,999,cifar10,91.80,91.74
933,999,cifar10,10.00,10.00
958,999,cifar10,92.66,92.37
1196,999,cifar10,92.02,91.93
1311,999,cifar10,79.46,27.29
968,777,cifar10,89.05,16.16
250,777,cifar10,93.79,93.85
114,888,cifar10,89.87,89.45
577,777,cifar10,93.16,93.28
710,777,cifar10,85.19,82.87
1412,888,cifar10,84.66,69.88
1287,777,cifar10,93.05,92.76
530,888,cifar10,72.82,16.81
1074,777,cifar10,91.06,22.59
645,777,cifar10,93.30,93.14
799,888,cifar10,82.33,26.61
170,777,cifar10,88.86,88.53
1047,777,cifar10,89.98,88.99
1139,777,cifar10,93.15,92.93
57,777,cifar10,75.54,64.85
89,888,cifar10,91.93,91.36
900,888,cifar10,87.97,10.00
358,888,cifar10,92.20,91.91
159,777,cifar10,89.23,88.76
910,777,cifar10,93.22,93.03
207,999,cifar10,91.30,90.01
1023,777,cifar10,92.76,74.79
865,888,cifar10,89.16,86.49
219,888,cifar10,93.19,93.18
1335,777,cifar10,93.33,93.05
314,888,cifar10,92.18,52.61
1127,777,cifar10,91.82,91.55
437,777,cifar10,75.86,64.88
423,888,cifar10,84.97,55.52
470,777,cifar10,91.62,91.28
196,888,cifar10,86.52,86.21
922,777,cifar10,85.36,21.46
765,777,cifar10,87.80,78.25
458,777,cifar10,92.28,90.42
32,888,cifar10,92.40,92.16
1222,999,cifar10,85.13,75.45
505,888,cifar10,90.09,31.82
634,888,cifar10,88.06,84.18
21,777,cifar10,92.21,92.00
337,888,cifar10,88.56,88.04
46,999,cifar10,90.84,88.49
565,888,cifar10,91.66,89.54
1209,999,cifar10,89.15,10.32
1242,888,cifar10,75.62,15.50
1391,777,cifar10,92.03,91.92
482,888,cifar10,88.16,86.05
1117,888,cifar10,89.40,10.97
1428,777,cifar10,92.96,92.71
401,888,cifar10,87.65,79.49
621,888,cifar10,91.56,89.58
755,888,cifar10,90.48,83.65
303,888,cifar10,89.54,87.52
744,999,cifar10,91.07,88.33
1096,888,cifar10,91.77,58.35
1035,777,cifar10,93.05,92.79
820,777,cifar10,90.48,83.39
1185,888,cifar10,91.29,12.51
890,888,cifar10,88.75,87.31
382,777,cifar10,92.59,92.37
68,777,cifar10,91.58,91.06
676,888,cifar10,85.25,83.11
1085,888,cifar10,75.55,15.70
136,777,cifar10,92.17,91.79
787,888,cifar10,92.16,91.48
734,777,cifar10,86.99,82.79
1,888,cifar10,93.63,93.09
101,888,cifar10,88.44,87.72
933,777,cifar10,10.00,10.00
292,888,cifar10,91.13,89.80
229,888,cifar10,86.11,81.35
1255,777,cifar10,92.97,92.87
148,777,cifar10,91.93,91.87
833,777,cifar10,92.13,91.71
185,777,cifar10,90.79,10.08
722,777,cifar10,93.74,93.79
1267,888,cifar10,93.40,93.35
79,888,cifar10,92.26,59.02
239,888,cifar10,52.75,10.00
1323,888,cifar10,10.00,10.00
980,777,cifar10,90.66,85.64
1232,999,cifar10,75.50,65.55
126,999,cifar10,84.61,32.81
553,888,cifar10,86.47,60.03
610,777,cifar10,92.39,91.46
447,888,cifar10,88.63,85.28
700,777,cifar10,92.20,92.10
1106,888,cifar10,86.67,47.95
542,777,cifar10,93.09,92.80
587,777,cifar10,93.58,93.47
901,999,cifar10,79.96,69.22
281,888,cifar10,92.51,69.16
1367,888,cifar10,91.94,91.72
1298,999,cifar10,91.89,36.51
1356,888,cifar10,92.63,55.25
1011,777,cifar10,91.93,42.59
854,777,cifar10,91.35,72.05
1060,888,cifar10,90.49,89.14
1175,777,cifar10,91.06,89.38
688,888,cifar10,92.87,92.73
271,888,cifar10,85.54,42.71
494,999,cifar10,78.46,65.82
371,888,cifar10,91.04,88.96
666,888,cifar10,92.45,26.12
1311,777,cifar10,78.99,31.06
517,888,cifar10,91.91,91.63
1000,888,cifar10,93.28,93.20
843,888,cifar10,92.21,91.54
261,999,cifar10,92.53,92.26
391,888,cifar10,92.01,91.52
809,777,cifar10,90.60,88.04
159,888,cifar10,90.03,89.58
1047,888,cifar10,89.60,89.08
533,999,cifar10,88.01,18.34
348,777,cifar10,87.33,84.30
250,888,cifar10,93.88,93.69
599,888,cifar10,87.12,55.22
1160,777,cifar10,93.32,93.37
990,888,cifar10,92.25,91.99
710,888,cifar10,84.89,81.40
359,777,cifar10,88.73,86.17
944,777,cifar10,92.23,91.37
115,999,cifar10,90.84,86.98
1150,777,cifar10,90.26,88.79
1097,999,cifar10,86.89,80.10
1287,888,cifar10,92.87,92.52
656,777,cifar10,91.02,90.83
635,999,cifar10,75.55,58.27
765,888,cifar10,88.38,82.16
1243,999,cifar10,89.78,89.00
1346,777,cifar10,93.28,93.23
325,888,cifar10,91.34,91.24
958,777,cifar10,92.39,92.09
968,888,cifar10,89.19,21.10
1196,777,cifar10,91.84,91.75
338,999,cifar10,90.04,89.29
1379,888,cifar10,90.28,89.55
1127,888,cifar10,91.89,91.83
170,888,cifar10,88.96,88.54
933,888,cifar10,10.00,10.00
880,999,cifar10,90.94,84.19
57,888,cifar10,76.18,62.53
1402,888,cifar10,91.87,91.04
800,999,cifar10,91.41,90.71
778,888,cifar10,92.19,32.86
11,777,cifar10,91.80,91.52
645,888,cifar10,93.09,92.94
1413,999,cifar10,92.86,92.75
577,888,cifar10,93.33,93.17
412,777,cifar10,92.11,91.79
90,999,cifar10,90.05,87.57
1139,888,cifar10,92.96,92.90
1074,888,cifar10,90.88,37.94
470,888,cifar10,91.89,91.41
315,999,cifar10,86.76,84.62
1277,888,cifar10,93.38,93.32
1391,888,cifar10,91.89,91.68
197,999,cifar10,91.04,87.85
240,999,cifar10,79.55,42.04
424,999,cifar10,89.04,88.70
891,999,cifar10,91.52,91.54
1118,999,cifar10,76.29,60.97
220,999,cifar10,87.98,54.61
866,999,cifar10,92.05,91.85
483,999,cifar10,90.11,87.30
437,888,cifar10,75.90,59.78
1209,777,cifar10,88.79,18.10
566,999,cifar10,84.66,31.40
922,888,cifar10,84.76,25.87
46,777,cifar10,91.06,89.67
1107,999,cifar10,74.77,62.66
207,777,cifar10,91.23,89.92
33,999,cifar10,91.82,91.61
901,777,cifar10,79.86,55.25
1035,888,cifar10,92.81,92.61
1222,777,cifar10,85.66,68.62
68,888,cifar10,91.87,91.23
677,999,cifar10,75.55,57.20
304,999,cifar10,88.14,87.82
744,777,cifar10,91.13,89.05
622,999,cifar10,92.09,91.95
506,999,cifar10,92.73,92.33
21,888,cifar10,92.10,91.90
1023,888,cifar10,92.77,35.33
734,888,cifar10,86.47,82.79
402,999,cifar10,92.26,91.45
700,888,cifar10,91.81,91.82
910,888,cifar10,93.54,93.46
1428,888,cifar10,93.65,93.51
833,888,cifar10,92.16,91.86
1324,999,cifar10,90.19,89.77
756,777,cifar10,90.83,89.25
458,888,cifar10,92.40,91.43
148,888,cifar10,92.07,91.89
788,999,cifar10,85.30,79.39
80,999,cifar10,92.13,91.92
1335,888,cifar10,93.24,93.10
711,999,cifar10,89.24,88.67
126,777,cifar10,84.53,23.61
1357,999,cifar10,90.83,89.95
283,999,cifar10,92.44,92.11
382,888,cifar10,92.59,92.43
1186,999,cifar10,91.15,87.53
1255,888,cifar10,93.02,92.88
1268,999,cifar10,90.19,89.08
1097,777,cifar10,87.18,78.65
185,888,cifar10,90.72,9.43
1232,777,cifar10,76.01,60.68
